date,ticker,day_return,bucket,volume_ratio
2020-04-07,SUNPHARMA.NS,11.01,10-15%,2.45
2020-04-07,ULTRACEMCO.NS,7.82,7-10%,0.86
2020-04-07,NESTLEIND.NS,12.8,10-15%,1.29
2020-04-07,TITAN.NS,9.81,7-10%,1.12
2020-04-07,INDUSINDBK.NS,22.56,15%+,1.54
2020-04-07,JSWSTEEL.NS,12.37,10-15%,1.53
2020-04-07,TATASTEEL.NS,8.85,7-10%,0.86
2020-04-07,HINDALCO.NS,17.06,15%+,1.83
2020-04-07,GRASIM.NS,14.04,10-15%,0.8
2020-04-07,ADANIENT.NS,7.05,7-10%,0.59
2020-04-07,DRREDDY.NS,13.87,10-15%,2.25
2020-04-07,CIPLA.NS,9.58,7-10%,3.06
2020-04-07,DIVISLAB.NS,8.77,7-10%,2.03
2020-04-07,BRITANNIA.NS,10.58,10-15%,1.35
2020-04-07,DABUR.NS,11.63,10-15%,1.3
2020-04-07,MARICO.NS,8.69,7-10%,1.28
2020-04-07,TATAPOWER.NS,11.61,10-15%,0.94
2020-04-07,M&M.NS,14.36,10-15%,1.53
2020-04-07,HEROMOTOCO.NS,11.83,10-15%,1.06
2020-04-07,BAJAJ-AUTO.NS,12.11,10-15%,1.33
2020-04-07,ESCORTS.NS,12.04,10-15%,1.29
2020-04-07,DLF.NS,7.15,7-10%,0.6
2020-04-07,GODREJPROP.NS,15.34,15%+,2.27
2020-04-07,HDFCLIFE.NS,11.41,10-15%,1.07
2020-04-07,SBILIFE.NS,13.1,10-15%,1.19
2020-04-07,MUTHOOTFIN.NS,11.53,10-15%,0.75
2020-04-07,FEDERALBNK.NS,7.02,7-10%,0.8
2020-04-07,KARURVYSYA.NS,9.95,7-10%,0.6
2020-04-07,MANAPPURAM.NS,9.63,7-10%,0.97
2020-04-07,TATAELXSI.NS,7.61,7-10%,0.78
2020-04-07,AUROPHARMA.NS,16.55,15%+,1.62
2020-04-07,TORNTPHARM.NS,13.35,10-15%,2.31
2020-04-07,IPCALAB.NS,10.15,10-15%,3.55
2020-04-07,NATCOPHARM.NS,9.73,7-10%,2.79
2020-04-07,EXIDEIND.NS,8.52,7-10%,0.91
2020-04-07,HINDCOPPER.NS,7.87,7-10%,0.96
2020-04-07,EMAMILTD.NS,13.88,10-15%,0.75
2020-04-07,SOBHA.NS,9.37,7-10%,1.82
2020-04-07,IGL.NS,7.17,7-10%,0.96
2020-04-07,JPPOWER.NS,7.14,7-10%,0.13
2020-04-07,NHPC.NS,7.07,7-10%,0.63
2020-04-07,DEEPAKNTR.NS,13.83,10-15%,1.37
2020-04-08,GODREJCP.NS,7.36,7-10%,1.01
2020-04-08,TATACOMM.NS,11.64,10-15%,15.53
2020-04-08,CHOLAFIN.NS,15.52,15%+,1.62
2020-04-08,CUMMINSIND.NS,14.94,10-15%,3.88
2020-04-08,KARURVYSYA.NS,9.91,7-10%,1.03
2020-04-08,M&MFIN.NS,11.95,10-15%,1.88
2020-04-08,TORNTPHARM.NS,7.77,7-10%,3.67
2020-04-08,ALKEM.NS,14.94,10-15%,2.46
2020-04-08,ASHOKLEY.NS,10.04,10-15%,1.6
2020-04-08,TVSMOTOR.NS,8.13,7-10%,2.41
2020-04-08,ELGIEQUIP.NS,9.82,7-10%,2.06
2020-04-08,EMAMILTD.NS,7.36,7-10%,1.21
2020-04-08,PETRONET.NS,7.52,7-10%,1.27
2020-04-08,NAVINFLUOR.NS,8.5,7-10%,0.9
2020-04-09,ICICIBANK.NS,7.45,7-10%,0.92
2020-04-09,KOTAKBANK.NS,7.18,7-10%,1.01
2020-04-09,AXISBANK.NS,7.36,7-10%,1.1
2020-04-09,MARUTI.NS,13.38,10-15%,2.18
2020-04-09,TITAN.NS,10.99,10-15%,2.01
2020-04-09,BAJFINANCE.NS,9.39,7-10%,1.13
2020-04-09,JSWSTEEL.NS,7.57,7-10%,1.32
2020-04-09,CIPLA.NS,13.04,10-15%,3.08
2020-04-09,TATACOMM.NS,9.46,7-10%,0.47
2020-04-09,M&M.NS,16.85,15%+,1.45
2020-04-09,HEROMOTOCO.NS,9.29,7-10%,1.7
2020-04-09,BAJAJ-AUTO.NS,8.67,7-10%,2.07
2020-04-09,MOTHERSON.NS,17.53,15%+,1.61
2020-04-09,DLF.NS,8.04,7-10%,0.71
2020-04-09,CHOLAFIN.NS,13.93,10-15%,1.61
2020-04-09,LICHSGFIN.NS,14.12,10-15%,1.67
2020-04-09,CUMMINSIND.NS,7.07,7-10%,1.84
2020-04-09,VEDL.NS,9.25,7-10%,1.26
2020-04-09,IDFCFIRSTB.NS,7.3,7-10%,0.9
2020-04-09,KARURVYSYA.NS,10.0,7-10%,1.16
2020-04-09,TATAELXSI.NS,9.73,7-10%,1.28
2020-04-09,APOLLOTYRE.NS,7.67,7-10%,1.7
2020-04-09,CEATLTD.NS,10.49,10-15%,2.91
2020-04-09,IFBIND.NS,9.53,7-10%,1.45
2020-04-09,PNCINFRA.NS,9.41,7-10%,0.47
2020-04-09,JYOTHYLAB.NS,10.04,10-15%,3.26
2020-04-09,RADICO.NS,7.52,7-10%,2.19
2020-04-09,NCLIND.NS,8.91,7-10%,1.73
2020-04-09,DEEPAKNTR.NS,7.95,7-10%,1.76
2020-04-13,TATACOMM.NS,16.32,15%+,0.96
2020-04-13,AUROPHARMA.NS,9.34,7-10%,1.81
2020-04-13,GLENMARK.NS,20.78,15%+,4.05
2020-04-13,AIAENG.NS,12.41,10-15%,3.69
2020-04-13,CESC.NS,7.33,7-10%,2.83
2020-04-13,JKCEMENT.NS,7.81,7-10%,1.72
2020-04-13,NCLIND.NS,15.87,15%+,6.24
2020-04-15,PIDILITIND.NS,7.06,7-10%,1.49
2020-04-15,MOTHERSON.NS,12.67,10-15%,2.44
2020-04-15,PHOENIXLTD.NS,9.09,7-10%,3.59
2020-04-15,SUNDARMFIN.NS,9.32,7-10%,0.78
2020-04-15,TATAELXSI.NS,8.95,7-10%,2.01
2020-04-15,ELGIEQUIP.NS,7.82,7-10%,14.63
2020-04-15,PNCINFRA.NS,7.17,7-10%,0.54
2020-04-15,MOIL.NS,10.59,10-15%,4.28
2020-04-16,MOTHERSON.NS,14.55,10-15%,2.59
2020-04-16,OBEROIRLTY.NS,10.11,10-15%,1.15
2020-04-16,M&MFIN.NS,7.09,7-10%,1.36
2020-04-16,SUNDRMFAST.NS,9.05,7-10%,0.61
2020-04-16,IFBIND.NS,8.57,7-10%,3.17
2020-04-16,KEC.NS,9.21,7-10%,3.56
2020-04-16,JINDALSAW.NS,9.98,7-10%,1.37
2020-04-16,NCLIND.NS,11.32,10-15%,9.07
2020-04-16,TCI.NS,7.09,7-10%,2.2
2020-04-17,ICICIBANK.NS,9.81,7-10%,1.19
2020-04-17,AXISBANK.NS,13.31,10-15%,1.08
2020-04-17,MARUTI.NS,7.29,7-10%,1.15
2020-04-17,INDUSINDBK.NS,8.97,7-10%,0.75
2020-04-17,EICHERMOT.NS,10.46,10-15%,2.72
2020-04-17,WHIRLPOOL.NS,7.25,7-10%,1.91
2020-04-17,OBEROIRLTY.NS,12.89,10-15%,2.65
2020-04-17,ICICIPRULI.NS,10.48,10-15%,1.56
2020-04-17,CHOLAFIN.NS,10.79,10-15%,2.07
2020-04-17,LICHSGFIN.NS,7.95,7-10%,1.42
2020-04-17,FEDERALBNK.NS,9.0,7-10%,1.69
2020-04-17,IDFCFIRSTB.NS,9.32,7-10%,1.12
2020-04-17,DCBBANK.NS,16.89,15%+,3.38
2020-04-17,M&MFIN.NS,7.79,7-10%,2.03
2020-04-17,INOXWIND.NS,9.89,7-10%,0.26
2020-04-17,TVSMOTOR.NS,8.96,7-10%,2.54
2020-04-17,BAJAJCON.NS,10.79,10-15%,1.88
2020-04-17,GRINDWELL.NS,11.96,10-15%,1.11
2020-04-17,ORIENTELEC.NS,8.74,7-10%,2.76
2020-04-17,GMMPFAUDLR.NS,9.32,7-10%,2.06
2020-04-17,KOLTEPATIL.NS,19.98,15%+,4.69
2020-04-17,CESC.NS,12.9,10-15%,3.11
2020-04-17,JKLAKSHMI.NS,10.2,10-15%,3.05
2020-04-20,INDIANB.NS,16.18,15%+,5.85
2020-04-20,GRINDWELL.NS,10.06,10-15%,4.59
2020-04-20,IFBIND.NS,14.32,10-15%,3.29
2020-04-20,GMMPFAUDLR.NS,10.34,10-15%,3.17
2020-04-20,VBL.NS,7.51,7-10%,1.42
2020-04-20,KOLTEPATIL.NS,13.78,10-15%,5.18
2020-04-20,JPPOWER.NS,7.14,7-10%,0.81
2020-04-21,AUROPHARMA.NS,19.12,15%+,3.87
2020-04-21,IFBIND.NS,11.28,10-15%,6.56
2020-04-22,RELIANCE.NS,10.2,10-15%,2.93
2020-04-22,ACC.NS,8.16,7-10%,2.62
2020-04-22,GMMPFAUDLR.NS,9.22,7-10%,2.61
2020-04-22,COLPAL.NS,7.42,7-10%,3.29
2020-04-22,VBL.NS,7.28,7-10%,1.11
2020-04-22,GODFRYPHLP.NS,10.55,10-15%,4.28
2020-04-23,KOTAKBANK.NS,8.46,7-10%,1.36
2020-04-23,MUTHOOTFIN.NS,7.55,7-10%,1.86
2020-04-23,LICHSGFIN.NS,9.21,7-10%,1.11
2020-04-23,COFORGE.NS,9.06,7-10%,1.65
2020-04-23,MANAPPURAM.NS,8.27,7-10%,1.46
2020-04-23,MOIL.NS,16.16,15%+,2.96
2020-04-24,ALKEM.NS,8.6,7-10%,2.23
2020-04-24,AJANTPHARM.NS,8.74,7-10%,2.97
2020-04-27,TATACONSUM.NS,7.13,7-10%,1.51
2020-04-27,ICICIPRULI.NS,12.17,10-15%,3.15
2020-04-27,RBLBANK.NS,8.91,7-10%,1.75
2020-04-27,TATAELXSI.NS,10.37,10-15%,5.42
2020-04-27,NAVINFLUOR.NS,8.3,7-10%,4.41
2020-04-28,BAJFINANCE.NS,9.0,7-10%,1.69
2020-04-28,INDUSINDBK.NS,14.89,10-15%,1.85
2020-04-28,CHOLAFIN.NS,9.61,7-10%,1.61
2020-04-28,LICHSGFIN.NS,8.9,7-10%,1.94
2020-04-28,RBLBANK.NS,8.18,7-10%,1.83
2020-04-28,M&MFIN.NS,7.27,7-10%,1.64
2020-04-28,MANAPPURAM.NS,13.42,10-15%,1.97
2020-04-29,TATACOMM.NS,7.36,7-10%,0.31
2020-04-29,ASHOKLEY.NS,7.63,7-10%,1.13
2020-04-29,KOLTEPATIL.NS,7.83,7-10%,1.0
2020-04-30,HCLTECH.NS,10.53,10-15%,1.43
2020-04-30,ONGC.NS,13.33,10-15%,1.81
2020-04-30,JSWSTEEL.NS,10.09,10-15%,1.36
2020-04-30,HINDALCO.NS,11.95,10-15%,2.24
2020-04-30,HEROMOTOCO.NS,9.97,7-10%,1.63
2020-04-30,MOTHERSON.NS,7.56,7-10%,1.81
2020-04-30,BHEL.NS,7.16,7-10%,2.16
2020-04-30,VEDL.NS,13.14,10-15%,1.75
2020-04-30,ASHOKLEY.NS,9.18,7-10%,1.56
2020-04-30,SUNDRMFAST.NS,7.23,7-10%,2.36
2020-05-04,TATACOMM.NS,9.57,7-10%,0.54
2020-05-04,RADICO.NS,7.57,7-10%,5.15
2020-05-04,JPPOWER.NS,7.14,7-10%,0.36
2020-05-06,OBEROIRLTY.NS,7.06,7-10%,1.04
2020-05-06,PERSISTENT.NS,7.92,7-10%,5.72
2020-05-06,COFORGE.NS,19.25,15%+,5.87
2020-05-06,RBLBANK.NS,7.57,7-10%,1.42
2020-05-06,M&MFIN.NS,7.23,7-10%,1.68
2020-05-06,JPPOWER.NS,7.14,7-10%,0.17
2020-05-11,HEIDELBERG.NS,7.75,7-10%,2.25
2020-05-12,VEDL.NS,11.87,10-15%,3.05
2020-05-13,AXISBANK.NS,7.02,7-10%,1.14
2020-05-13,BEL.NS,8.51,7-10%,1.83
2020-05-13,BHEL.NS,23.72,15%+,5.58
2020-05-13,IDFCFIRSTB.NS,8.17,7-10%,2.03
2020-05-13,BANKBARODA.NS,7.55,7-10%,2.17
2020-05-13,CANBK.NS,11.59,10-15%,1.81
2020-05-13,DCBBANK.NS,8.33,7-10%,2.71
2020-05-13,M&MFIN.NS,8.8,7-10%,1.25
2020-05-13,HINDCOPPER.NS,9.03,7-10%,2.77
2020-05-13,JINDALSAW.NS,7.53,7-10%,1.18
2020-05-13,JKCEMENT.NS,7.44,7-10%,0.98
2020-05-19,BHARTIARTL.NS,11.29,10-15%,3.55
2020-05-19,ADANIPORTS.NS,8.83,7-10%,2.19
2020-05-20,LICHSGFIN.NS,7.47,7-10%,1.91
2020-05-20,IFBIND.NS,9.17,7-10%,2.68
2020-05-21,ITC.NS,7.51,7-10%,2.29
2020-05-21,HINDALCO.NS,7.2,7-10%,1.79
2020-05-21,ABFRL.NS,8.78,7-10%,1.82
2020-05-21,GMMPFAUDLR.NS,8.07,7-10%,2.3
2020-05-26,RAMCOCEM.NS,7.23,7-10%,2.03
2020-05-26,BIRLACORPN.NS,20.0,15%+,9.16
2020-05-26,JKLAKSHMI.NS,12.23,10-15%,6.62
2020-05-27,ICICIBANK.NS,8.93,7-10%,1.54
2020-05-27,AXISBANK.NS,13.39,10-15%,1.71
2020-05-27,CHOLAFIN.NS,10.81,10-15%,1.47
2020-05-27,IFBIND.NS,9.1,7-10%,3.76
2020-05-27,BIRLACORPN.NS,14.65,10-15%,12.37
2020-05-28,EICHERMOT.NS,8.48,7-10%,3.24
2020-05-28,ABFRL.NS,9.49,7-10%,2.71
2020-05-29,PRESTIGE.NS,7.79,7-10%,2.24
2020-05-29,IDFCFIRSTB.NS,9.14,7-10%,3.68
2020-05-29,COLPAL.NS,7.17,7-10%,1.7
2020-06-01,TITAN.NS,7.74,7-10%,2.4
2020-06-01,BAJFINANCE.NS,10.61,10-15%,1.68
2020-06-01,BAJAJFINSV.NS,8.13,7-10%,1.92
2020-06-01,HAVELLS.NS,8.89,7-10%,1.82
2020-06-01,VOLTAS.NS,12.42,10-15%,3.39
2020-06-01,TATAPOWER.NS,7.93,7-10%,1.42
2020-06-01,ESCORTS.NS,7.66,7-10%,1.38
2020-06-01,PHOENIXLTD.NS,8.2,7-10%,1.7
2020-06-01,CHOLAFIN.NS,7.34,7-10%,1.06
2020-06-01,ABB.NS,10.37,10-15%,3.92
2020-06-01,ABFRL.NS,8.92,7-10%,2.02
2020-06-01,TRENT.NS,8.34,7-10%,2.46
2020-06-01,IDFCFIRSTB.NS,7.01,7-10%,2.03
2020-06-01,RBLBANK.NS,7.76,7-10%,1.07
2020-06-01,PNB.NS,9.16,7-10%,2.77
2020-06-01,BANKBARODA.NS,8.99,7-10%,2.17
2020-06-01,CANBK.NS,9.73,7-10%,1.96
2020-06-01,UNIONBANK.NS,7.82,7-10%,1.98
2020-06-01,ASHOKLEY.NS,9.31,7-10%,2.02
2020-06-01,BAJAJCON.NS,10.04,10-15%,3.9
2020-06-01,APOLLOTYRE.NS,7.88,7-10%,1.63
2020-06-01,JINDALSAW.NS,7.06,7-10%,2.91
2020-06-01,CESC.NS,10.91,10-15%,1.32
2020-06-02,KOTAKBANK.NS,7.57,7-10%,2.39
2020-06-02,BAJFINANCE.NS,8.58,7-10%,1.95
2020-06-02,BAJAJFINSV.NS,8.85,7-10%,2.26
2020-06-02,TATAPOWER.NS,7.86,7-10%,1.56
2020-06-02,GODREJPROP.NS,7.12,7-10%,1.94
2020-06-02,SUPRAJIT.NS,8.55,7-10%,9.32
2020-06-02,IFBIND.NS,9.85,7-10%,3.33
2020-06-02,JINDALSAW.NS,7.1,7-10%,3.14
2020-06-02,BRIGADE.NS,8.33,7-10%,2.9
2020-06-02,MAHLIFE.NS,9.43,7-10%,4.7
2020-06-03,GODREJPROP.NS,8.56,7-10%,3.16
2020-06-03,TRENT.NS,7.14,7-10%,3.07
2020-06-03,UNIONBANK.NS,8.77,7-10%,3.5
2020-06-03,GUJGASLTD.NS,7.18,7-10%,4.97
2020-06-04,VEDL.NS,7.96,7-10%,1.3
2020-06-05,SBIN.NS,7.9,7-10%,2.61
2020-06-05,UBL.NS,7.32,7-10%,2.46
2020-06-05,ABFRL.NS,11.08,10-15%,2.38
2020-06-05,RAYMOND.NS,19.14,15%+,6.71
2020-06-05,PNB.NS,8.87,7-10%,2.4
2020-06-05,BANKBARODA.NS,8.64,7-10%,1.75
2020-06-05,CANBK.NS,7.14,7-10%,2.0
2020-06-05,INDIANB.NS,7.05,7-10%,3.51
2020-06-05,IIFL.NS,9.26,7-10%,5.18
2020-06-05,BAJAJHLDNG.NS,8.85,7-10%,1.88
2020-06-05,INOXWIND.NS,9.93,7-10%,2.62
2020-06-05,SUPRAJIT.NS,7.99,7-10%,6.03
2020-06-05,NATIONALUM.NS,7.72,7-10%,2.57
2020-06-05,HINDCOPPER.NS,10.89,10-15%,2.68
2020-06-05,JINDALSAW.NS,7.33,7-10%,3.05
2020-06-05,MOIL.NS,12.26,10-15%,5.92
2020-06-05,JYOTHYLAB.NS,7.01,7-10%,4.0
2020-06-05,BRIGADE.NS,7.61,7-10%,1.0
2020-06-05,SOBHA.NS,7.17,7-10%,2.92
2020-06-05,SUNTECK.NS,8.81,7-10%,2.6
2020-06-05,TCI.NS,12.09,10-15%,6.77
2020-06-08,ASHOKLEY.NS,9.72,7-10%,2.41
2020-06-08,PNCINFRA.NS,10.4,10-15%,2.4
2020-06-08,RATNAMANI.NS,7.53,7-10%,0.94
2020-06-08,MSTCLTD.NS,7.51,7-10%,3.05
2020-06-08,BRIGADE.NS,12.14,10-15%,1.99
2020-06-08,SUNTECK.NS,7.49,7-10%,3.66
2020-06-08,AAVAS.NS,9.95,7-10%,3.24
2020-06-09,BHEL.NS,9.66,7-10%,1.85
2020-06-09,RATNAMANI.NS,7.58,7-10%,1.33
2020-06-10,INDUSINDBK.NS,7.7,7-10%,1.46
2020-06-10,RBLBANK.NS,16.83,15%+,3.29
2020-06-11,NCLIND.NS,8.4,7-10%,2.83
2020-06-12,M&M.NS,7.14,7-10%,2.21
2020-06-12,ABFRL.NS,7.32,7-10%,1.15
2020-06-12,SUNDARMFIN.NS,11.75,10-15%,2.32
2020-06-15,TATACOMM.NS,9.99,7-10%,4.42
2020-06-16,TATACOMM.NS,8.5,7-10%,5.76
2020-06-16,HAL.NS,8.28,7-10%,1.76
2020-06-16,MOIL.NS,8.2,7-10%,6.0
2020-06-17,CHOLAFIN.NS,8.2,7-10%,2.08
2020-06-17,KARURVYSYA.NS,7.77,7-10%,6.11
2020-06-17,INOXWIND.NS,9.88,7-10%,2.61
2020-06-17,BRIGADE.NS,11.37,10-15%,2.65
2020-06-17,BIRLACORPN.NS,9.99,7-10%,0.71
2020-06-17,NCLIND.NS,7.55,7-10%,1.53
2020-06-18,BAJAJFINSV.NS,7.75,7-10%,1.1
2020-06-18,MUTHOOTFIN.NS,17.62,15%+,6.61
2020-06-18,BEL.NS,7.26,7-10%,2.31
2020-06-18,BHEL.NS,15.66,15%+,3.14
2020-06-18,DCBBANK.NS,11.17,10-15%,2.22
2020-06-18,INOXWIND.NS,9.9,7-10%,2.75
2020-06-18,HINDCOPPER.NS,10.78,10-15%,3.07
2020-06-18,JINDALSAW.NS,14.45,10-15%,4.73
2020-06-18,MSTCLTD.NS,7.57,7-10%,1.57
2020-06-19,BAJAJFINSV.NS,8.7,7-10%,2.04
2020-06-19,DLF.NS,9.55,7-10%,1.98
2020-06-19,GODREJPROP.NS,8.39,7-10%,1.97
2020-06-19,CHOLAFIN.NS,10.56,10-15%,1.75
2020-06-19,TRENT.NS,8.07,7-10%,1.48
2020-06-19,KOLTEPATIL.NS,10.82,10-15%,3.11
2020-06-19,BIRLACORPN.NS,7.09,7-10%,0.75
2020-06-19,JKCEMENT.NS,10.66,10-15%,2.88
2020-06-19,DEEPAKNTR.NS,7.15,7-10%,1.64
2020-06-22,PAGEIND.NS,7.06,7-10%,1.52
2020-06-22,IDFCFIRSTB.NS,9.28,7-10%,1.73
2020-06-22,RBLBANK.NS,7.93,7-10%,1.4
2020-06-22,INDIANB.NS,14.5,10-15%,3.08
2020-06-22,BAJAJHLDNG.NS,8.38,7-10%,1.16
2020-06-22,GLENMARK.NS,26.97,15%+,10.05
2020-06-22,ELGIEQUIP.NS,16.64,15%+,13.21
2020-06-22,KAJARIACER.NS,7.11,7-10%,1.95
2020-06-23,PRESTIGE.NS,11.47,10-15%,1.67
2020-06-23,TRENT.NS,12.11,10-15%,3.74
2020-06-23,UNIONBANK.NS,9.6,7-10%,2.98
2020-06-23,INDIANB.NS,7.15,7-10%,4.32
2020-06-23,KARURVYSYA.NS,15.98,15%+,6.84
2020-06-23,EMAMILTD.NS,10.31,10-15%,3.19
2020-06-23,JYOTHYLAB.NS,8.42,7-10%,3.0
2020-06-23,BIRLACORPN.NS,7.74,7-10%,0.57
2020-06-24,PAGEIND.NS,8.22,7-10%,4.01
2020-06-25,HAL.NS,13.38,10-15%,7.22
2020-06-25,KARURVYSYA.NS,7.66,7-10%,2.34
2020-06-25,IIFL.NS,10.0,10-15%,2.66
2020-06-25,AAVAS.NS,9.08,7-10%,3.35
2020-06-26,KARURVYSYA.NS,8.44,7-10%,2.66
2020-06-30,EMAMILTD.NS,7.42,7-10%,2.61
2020-07-01,MSTCLTD.NS,14.53,10-15%,4.07
2020-07-02,TATAPOWER.NS,8.03,7-10%,2.99
2020-07-02,MOIL.NS,8.21,7-10%,1.7
2020-07-03,HAL.NS,9.94,7-10%,8.25
2020-07-03,BEL.NS,9.15,7-10%,3.16
2020-07-06,M&M.NS,7.55,7-10%,1.89
2020-07-06,HAL.NS,11.91,10-15%,8.61
2020-07-06,BHEL.NS,12.68,10-15%,2.23
2020-07-06,HINDCOPPER.NS,12.24,10-15%,5.61
2020-07-06,BRIGADE.NS,13.55,10-15%,4.35
2020-07-06,DEEPAKNTR.NS,7.75,7-10%,2.46
2020-07-07,BAJFINANCE.NS,7.82,7-10%,1.7
2020-07-07,BOSCHLTD.NS,11.99,10-15%,4.67
2020-07-07,DCBBANK.NS,8.1,7-10%,2.4
2020-07-07,M&MFIN.NS,11.65,10-15%,3.04
2020-07-07,BAJAJHLDNG.NS,7.48,7-10%,2.28
2020-07-08,NEWGEN.NS,15.41,15%+,2.42
2020-07-08,HINDCOPPER.NS,10.68,10-15%,5.74
2020-07-09,MSTCLTD.NS,20.0,15%+,6.2
2020-07-13,THYROCARE.NS,10.97,10-15%,8.45
2020-07-13,BAJAJCON.NS,9.31,7-10%,4.28
2020-07-15,WIPRO.NS,16.78,15%+,9.17
2020-07-15,COFORGE.NS,9.49,7-10%,2.49
2020-07-15,TANLA.NS,7.56,7-10%,4.52
2020-07-16,INFY.NS,9.63,7-10%,5.44
2020-07-16,IPCALAB.NS,7.87,7-10%,2.99
2020-07-16,BAJAJCON.NS,19.98,15%+,6.7
2020-07-17,HAL.NS,11.19,10-15%,1.71
2020-07-20,M&MFIN.NS,10.44,10-15%,5.69
2020-07-20,TANLA.NS,9.99,7-10%,2.88
2020-07-21,SUNTECK.NS,9.25,7-10%,1.73
2020-07-21,KOLTEPATIL.NS,12.91,10-15%,8.38
2020-07-22,AXISBANK.NS,7.34,7-10%,2.37
2020-07-22,ABFRL.NS,7.03,7-10%,3.05
2020-07-22,M&MFIN.NS,10.72,10-15%,2.03
2020-07-22,NEWGEN.NS,7.79,7-10%,10.76
2020-07-23,NATCOPHARM.NS,8.21,7-10%,5.19
2020-07-24,MPHASIS.NS,14.03,10-15%,8.15
2020-07-24,DEEPAKNTR.NS,7.58,7-10%,3.51
2020-07-27,PERSISTENT.NS,10.95,10-15%,8.66
2020-07-28,ULTRACEMCO.NS,7.16,7-10%,5.06
2020-07-28,PRESTIGE.NS,12.03,10-15%,4.2
2020-07-28,THYROCARE.NS,14.25,10-15%,5.75
2020-07-28,KEC.NS,7.4,7-10%,2.12
2020-07-30,KARURVYSYA.NS,11.15,10-15%,4.88
2020-07-31,TORNTPHARM.NS,9.27,7-10%,8.65
2020-07-31,IPCALAB.NS,7.4,7-10%,2.64
2020-07-31,AJANTPHARM.NS,7.72,7-10%,4.77
2020-08-03,RATNAMANI.NS,7.78,7-10%,5.33
2020-08-04,RELIANCE.NS,7.05,7-10%,1.41
2020-08-05,HINDALCO.NS,8.25,7-10%,2.75
2020-08-05,MSTCLTD.NS,8.93,7-10%,1.05
2020-08-05,JYOTHYLAB.NS,7.05,7-10%,6.06
2020-08-05,SUNTECK.NS,17.76,15%+,4.25
2020-08-06,TATACONSUM.NS,8.3,7-10%,3.42
2020-08-06,PRESTIGE.NS,8.34,7-10%,2.76
2020-08-07,ADANIGREEN.NS,8.45,7-10%,2.67
2020-08-07,HONAUT.NS,13.55,10-15%,5.99
2020-08-07,RBLBANK.NS,9.85,7-10%,2.5
2020-08-07,INOXWIND.NS,9.91,7-10%,6.03
2020-08-07,GMMPFAUDLR.NS,18.1,15%+,6.78
2020-08-07,EMAMILTD.NS,8.06,7-10%,4.59
2020-08-10,CIPLA.NS,9.19,7-10%,5.52
2020-08-10,DIVISLAB.NS,11.96,10-15%,3.59
2020-08-10,PRESTIGE.NS,8.8,7-10%,1.95
2020-08-10,HAL.NS,8.62,7-10%,2.39
2020-08-10,BEL.NS,9.17,7-10%,3.99
2020-08-10,INOXWIND.NS,9.38,7-10%,4.63
2020-08-10,TANLA.NS,9.98,7-10%,1.75
2020-08-10,IPCALAB.NS,7.3,7-10%,5.99
2020-08-10,NATCOPHARM.NS,8.46,7-10%,2.7
2020-08-10,GMMPFAUDLR.NS,12.03,10-15%,7.72
2020-08-10,EMAMILTD.NS,19.35,15%+,7.2
2020-08-10,RPOWER.NS,8.7,7-10%,0.93
2020-08-10,NAVINFLUOR.NS,9.41,7-10%,3.63
2020-08-11,INDIANB.NS,7.53,7-10%,3.29
2020-08-11,GMMPFAUDLR.NS,14.41,10-15%,4.7
2020-08-11,EMAMILTD.NS,8.6,7-10%,3.83
2020-08-11,RPOWER.NS,8.0,7-10%,2.2
2020-08-12,BOSCHLTD.NS,8.03,7-10%,3.79
2020-08-12,MOTHERSON.NS,8.45,7-10%,3.9
2020-08-12,HAL.NS,7.84,7-10%,3.35
2020-08-12,ELGIEQUIP.NS,7.39,7-10%,2.39
2020-08-13,CHOLAFIN.NS,7.52,7-10%,1.55
2020-08-13,HAL.NS,17.28,15%+,5.28
2020-08-13,BHEL.NS,8.04,7-10%,2.88
2020-08-13,ABFRL.NS,9.49,7-10%,4.12
2020-08-13,TANLA.NS,9.99,7-10%,0.75
2020-08-13,ASHOKLEY.NS,13.25,10-15%,5.91
2020-08-13,ELGIEQUIP.NS,12.7,10-15%,3.74
2020-08-13,IFBIND.NS,9.62,7-10%,6.7
2020-08-13,TCI.NS,10.54,10-15%,6.1
2020-08-14,ELGIEQUIP.NS,15.17,15%+,9.4
2020-08-14,MAHLIFE.NS,7.47,7-10%,7.32
2020-08-14,KOLTEPATIL.NS,12.88,10-15%,3.22
2020-08-14,HEIDELBERG.NS,7.02,7-10%,5.83
2020-08-17,NTPC.NS,7.81,7-10%,5.97
2020-08-17,THYROCARE.NS,18.64,15%+,8.39
2020-08-17,JINDALSAW.NS,8.36,7-10%,5.39
2020-08-17,EMAMILTD.NS,7.5,7-10%,0.88
2020-08-18,ADANIENT.NS,8.04,7-10%,2.66
2020-08-18,CHOLAFIN.NS,9.19,7-10%,1.75
2020-08-18,IIFL.NS,10.13,10-15%,5.25
2020-08-18,ASHOKLEY.NS,9.25,7-10%,1.92
2020-08-18,SUPRAJIT.NS,9.45,7-10%,1.28
2020-08-18,SOBHA.NS,7.97,7-10%,5.14
2020-08-18,SUNTECK.NS,8.01,7-10%,1.45
2020-08-18,TCI.NS,9.16,7-10%,2.02
2020-08-19,ADANIENT.NS,12.1,10-15%,3.39
2020-08-19,TANLA.NS,9.35,7-10%,1.74
