date,ticker,bucket,day_return,entry,open_ret,high_ret,low_ret,close_ret,target_hit,stop_hit,gap_seq,outcome,clv,intraday_score,structure,event_type,pre_range_5d,vol_event,vol_5d_ratio,pre_5d,d52w_high
2018-04-19,HINDCOPPER.NS,10-15%,11.76,76.0960693359375,-1.6290587598388324,-1.2531150327517395,-4.761891283410838,-3.44609779925214,False,True,gap_down_intraday,stop_intraday,0.762,3,mixed,,,,,,
2018-04-19,RADICO.NS,10-15%,10.22,411.9511413574219,0.8902139434708451,7.299709888114875,0.7715195741255807,3.6201844384118163,True,False,gap_up_intraday,target_intraday,0.878,3,mixed,,,,,,
2018-04-23,OBEROIRLTY.NS,10-15%,10.72,559.9988403320312,2.9455131800994696,5.69176211309499,-2.884864484606983,-1.749979645823154,True,True,gap_up_intraday,target_intraday,0.775,3,mixed,,,,,,
2018-04-24,ICICIPRULI.NS,7-10%,7.66,405.7916564941406,2.307802918358444,9.8768645184307,1.7697183855517062,4.830825884462044,True,False,gap_up_intraday,target_intraday,0.741,2,weak,,,,,,
2018-04-25,COFORGE.NS,7-10%,9.16,197.9661407470703,-0.8735582158387598,7.954026783542965,-2.6850536313351347,5.737931412961197,True,True,gap_down_intraday,stop_intraday,0.873,3,mixed,,,,,,
2018-04-25,ELGIEQUIP.NS,7-10%,7.84,134.6145782470703,1.6651960721037764,3.097604642132473,0.26859990200783485,0.4297502375001148,True,False,gap_up_intraday,target_intraday,0.848,3,mixed,,,,,,
2018-04-25,BRIGADE.NS,7-10%,8.11,179.96363830566406,-0.16045384794551398,0.8201103760607164,-5.259405767495042,-3.1912998511034805,False,True,gap_down_intraday,stop_intraday,0.451,2,weak,,,,,,
2018-04-27,AXISBANK.NS,7-10%,9.21,536.2919311523438,-0.6305586343497631,-0.5749229119104914,-4.784854823757309,-4.061567792892069,False,True,gap_down_intraday,stop_intraday,0.937,4,mixed,,,,,,
2018-05-07,IFBIND.NS,7-10%,7.87,1299.1500244140625,1.3739733864830679,5.815335052769346,0.29634572709752294,1.1353577125669136,True,False,gap_up_intraday,target_intraday,0.579,2,weak,,,,,,
2018-05-07,JPPOWER.NS,15%+,18.06,4.25,4.705877865062041,8.23529187370749,-5.88235294117647,-2.3529389325310204,True,True,gap_above_target,target_at_open,0.929,3,mixed,,,,,,
2018-05-11,MAHLIFE.NS,10-15%,11.02,165.5872039794922,-0.7324642651560713,5.464524198403821,-2.6599950561103083,-0.452979623980008,True,True,gap_down_intraday,stop_intraday,0.806,3,mixed,,,,,,
2018-05-15,MPHASIS.NS,7-10%,9.55,884.749267578125,0.1856206293919215,4.872395841790519,-0.6914050520084973,1.9257599409260602,True,False,gap_up_intraday,target_intraday,0.836,4,mixed,,,,,,
2018-05-15,LALPATHLAB.NS,7-10%,9.99,418.790283203125,-0.31543442964482354,2.399443556861159,-3.5654098934457776,0.2252873295187905,False,True,gap_down_intraday,stop_intraday,0.583,2,weak,,,,,,
2018-05-17,BAJFINANCE.NS,7-10%,7.63,201.26329040527344,0.16453232732657042,5.093154435340369,-0.04113089692226577,4.023710099574745,True,False,gap_up_intraday,target_intraday,0.883,3,mixed,,,,,,
2018-05-17,JYOTHYLAB.NS,15%+,20.0,208.11773681640625,-1.2206695702356825,-1.2206695702356825,-8.502272658190368,-6.676562649843788,False,True,gap_down_intraday,stop_intraday,1.0,4,mixed,,,,,,
2018-05-17,RADICO.NS,7-10%,7.76,425.5932312011719,-0.04595764300672512,0.2297804511783688,-7.686122949604488,-6.881895022594195,False,True,gap_down_intraday,stop_intraday,0.902,5,strong,,,,,,
2018-05-17,PATANJALI.NS,7-10%,7.73,339.830078125,1.4354039354294688,1.4354039354294688,-4.306222537122639,-3.3492906323817797,False,True,gap_up_intraday,stop_intraday,0.778,2,weak,,,,,,
2018-05-17,PETRONET.NS,7-10%,7.63,151.68751525878906,0.41179020368976954,3.18003648126009,-0.41182123997652076,0.0457398974126629,True,False,gap_up_intraday,target_intraday,0.682,1,weak,,,,,,
2018-05-17,TCI.NS,7-10%,7.82,276.1702575683594,-1.7116059334832863,0.49140979559381653,-4.355220671101669,-1.9658000560691047,False,True,gap_down_intraday,stop_intraday,0.78,3,mixed,,,,,,
2018-05-22,PATANJALI.NS,7-10%,9.74,347.9599609375,4.672916918082934,9.81309895817294,3.2710475332708064,9.345812015346144,True,False,gap_above_target,target_at_open,1.0,2,weak,,,,,,
2018-05-23,PATANJALI.NS,7-10%,9.35,380.4796447753906,5.9829138916798055,9.82906793018808,1.7094041877680881,8.974364424401669,True,False,gap_above_target,target_at_open,0.929,4,mixed,,,,,,
2018-05-24,PATANJALI.NS,7-10%,8.97,414.6252746582031,1.9607774498227302,4.70587284626438,-5.8823614865039255,-2.745104475852065,True,True,gap_up_intraday,target_intraday,0.895,1,weak,,,,,,
2018-05-25,GMMPFAUDLR.NS,7-10%,8.28,287.51397705078125,-0.6792401177371776,7.197923597062986,-0.6792401177371776,6.387374170201049,True,False,gap_down_intraday,target_intraday,0.852,4,mixed,,,,,,
2018-05-28,SUNPHARMA.NS,7-10%,7.13,462.8117980957031,-0.6203591447604361,2.051245357205856,-1.93114943734393,-0.04001208802896749,False,False,gap_down_intraday,neither,0.79,2,weak,,,,,,
2018-05-29,RADICO.NS,7-10%,7.02,460.8474426269531,-1.7188353049836913,5.209545283851762,-1.7188353049836913,1.0716142964637878,True,False,gap_down_intraday,target_intraday,0.748,4,mixed,,,,,,
2018-05-29,PATANJALI.NS,7-10%,8.68,427.6330871582031,0.7604557327028291,9.885931179051317,-1.5209131288842999,9.885931179051317,True,False,gap_up_intraday,target_intraday,0.87,3,mixed,,,,,,
2018-05-30,PATANJALI.NS,7-10%,9.89,469.9085998535156,4.152249613552058,4.8442932651995285,-2.768161559604456,2.0761249944392,True,True,gap_above_target,target_at_open,1.0,4,mixed,,,,,,
2018-05-31,SUNDRMFAST.NS,7-10%,7.8,593.8618774414062,0.05524324427568164,2.4145919948741006,-3.708660712539797,-1.901677038033438,False,True,gap_up_intraday,stop_intraday,0.878,3,mixed,,,,,,
2018-06-06,WELCORP.NS,7-10%,8.2,113.4916534423828,-0.3030231099492008,3.0303056854090293,-0.3030231099492008,1.5909163327972997,True,False,gap_down_intraday,target_intraday,0.882,3,mixed,,,,,,
2018-06-06,JPPOWER.NS,15%+,16.13,3.5999999046325684,1.3888942238726798,4.166669426141035,-8.333332229543586,-5.5555504045367226,True,True,gap_up_intraday,target_intraday,0.917,3,mixed,,,,,,
2018-06-07,GODREJPROP.NS,7-10%,8.45,787.5999755859375,-0.33011372099183217,0.8887760559911556,-2.23463384097288,0.29203261800685953,False,True,gap_down_intraday,stop_intraday,0.929,4,mixed,,,,,,
2018-06-07,PRESTIGE.NS,7-10%,9.38,247.25930786132807,-0.5099841439087419,1.9223355001979887,-3.0600042050306024,1.628102416222397,False,True,gap_down_intraday,stop_intraday,0.936,4,mixed,,,,,,
2018-06-07,ORIENTELEC.NS,7-10%,7.06,120.89906311035156,1.490992803091662e-07,0.6669331621523908,-3.256174038458611,-0.274616157706171,False,True,gap_up_intraday,stop_intraday,0.84,2,weak,,,,,,
2018-06-07,IFBIND.NS,10-15%,12.23,1239.300048828125,0.0,3.6875614759386646,-1.5412004279601976,2.4086157032079085,True,False,gap_down_intraday,target_intraday,0.866,3,mixed,,,,,,
2018-06-07,BRIGADE.NS,7-10%,7.57,159.525634765625,0.502811341104752,0.6436022060424863,-3.338702210544143,-1.1263098450147455,False,True,gap_up_intraday,stop_intraday,0.885,3,mixed,,,,,,
2018-06-07,DEEPAKNTR.NS,7-10%,7.06,233.12374877929688,-0.22675024845486147,0.742124734535694,-2.679851618446179,-1.6491362284508742,False,True,gap_down_intraday,stop_intraday,0.79,3,mixed,,,,,,
2018-06-08,SUNPHARMA.NS,7-10%,8.08,489.2542724609375,0.33126544538235037,2.981525287335855,-0.3975513894684671,1.4103021204494743,False,False,gap_up_intraday,neither,0.886,4,mixed,,,,,,
2018-06-11,GRINDWELL.NS,10-15%,10.97,510.9651489257813,-0.02732306354636929,4.707266372424116,-4.033514124752168,-3.2231687099310125,True,True,gap_down_intraday,stop_intraday,0.596,2,weak,,,,,,
2018-06-19,MAHLIFE.NS,10-15%,12.46,205.10086059570312,-1.2527062434567633,4.014960713333606,-3.1512433258813455,-1.1826739446296504,True,True,gap_down_intraday,stop_intraday,0.833,2,weak,,,,,,
2018-06-26,PRESTIGE.NS,7-10%,7.84,270.2489318847656,0.48458275703682185,3.9842242614514625,-1.2742201980501613,0.6999365480298891,True,False,gap_up_intraday,target_intraday,0.861,3,mixed,,,,,,
2018-06-28,IFBIND.NS,10-15%,10.83,1217.1500244140625,-0.34096243937228093,1.8526826032532893,-4.86792908117658,0.2341515449017455,False,True,gap_down_intraday,stop_intraday,0.836,2,weak,,,,,,
2018-06-29,JINDALSAW.NS,10-15%,11.67,34.23525619506836,1.8250682762892985,4.97170197084234,-0.3775753098978267,2.7690583846552155,True,False,gap_up_intraday,target_intraday,0.883,3,mixed,,,,,,
2018-06-29,KOLTEPATIL.NS,15%+,19.47,262.9765625,-0.23665803256220905,6.6812379432820075,-7.0271168602468705,0.3823160519592407,True,True,gap_down_intraday,stop_intraday,0.974,3,mixed,,,,,,
2018-07-04,ADANIGREEN.NS,10-15%,12.33,29.600000381469727,0.675671800720733,7.939190375622022,-3.378378334839559,0.675671800720733,True,True,gap_up_intraday,target_intraday,0.916,3,mixed,,,,,,
2018-07-06,BEL.NS,7-10%,8.36,31.831178665161133,0.8122713104027883,1.624543582727491,-3.384477370443485,-2.75271808088165,False,True,gap_up_intraday,stop_intraday,0.854,3,mixed,,,,,,
2018-07-09,JINDALSAW.NS,7-10%,8.26,36.41133117675781,0.3550361515721936,2.24852552579873,-1.183429043726011,-0.0591722671485379,False,False,gap_up_intraday,neither,0.873,3,mixed,,,,,,
2018-07-09,NCLIND.NS,7-10%,7.58,138.3675537109375,-0.30752226031019825,5.781033470638226,-0.30752226031019825,1.6297429129242254,True,False,gap_down_intraday,target_intraday,0.831,3,mixed,,,,,,
2018-07-10,ORIENTELEC.NS,7-10%,8.36,125.25485229492188,-1.0646155278420648,1.0646531563907367,-4.5246945451864455,-2.3574007193829183,False,True,gap_down_intraday,stop_intraday,0.879,4,mixed,,,,,,
2018-07-11,ADANIENT.NS,7-10%,8.76,78.3656234741211,0.2820362573660559,1.933929333804649,-2.2562347306697417,0.1611735106102406,False,True,gap_up_intraday,stop_intraday,0.877,3,mixed,,,,,,
2018-07-17,FEDERALBNK.NS,15%+,19.08,82.35008239746094,2.321622451825986,2.604748141311,-4.643271237567704,-2.661391411172535,False,True,gap_up_intraday,stop_intraday,0.911,3,mixed,,,,,,
2018-07-17,UNIONBANK.NS,7-10%,8.47,69.69671630859375,0.7434984628182149,0.9913261564405297,-7.620813826212144,-5.576211718776682,False,True,gap_up_intraday,stop_intraday,0.901,4,mixed,,,,,,
2018-07-20,BAJFINANCE.NS,7-10%,7.98,265.496826171875,-0.04962718512553072,2.7798547662415887,-0.15986208125470858,1.265891169911952,False,False,gap_down_intraday,neither,0.908,4,mixed,,,,,,
2018-07-20,ADANIENT.NS,7-10%,7.88,102.89830780029295,-0.9819042275589129,5.79931464859399,-2.42406683674923,5.062894604298185,True,True,gap_down_intraday,stop_intraday,0.883,4,mixed,,,,,,
2018-07-20,ADANIGREEN.NS,15%+,19.19,35.400001525878906,7.062146588249138,19.915251223666466,4.802251059224984,19.915251223666466,True,False,gap_above_target,target_at_open,0.967,5,strong,,,,,,
2018-07-20,CEATLTD.NS,7-10%,7.56,1260.2943115234375,0.28761005478888924,0.45721770183445737,-4.055730151575141,-2.348626753636628,False,True,gap_up_intraday,stop_intraday,0.789,1,weak,,,,,,
2018-07-23,ADANIGREEN.NS,15%+,19.92,42.45000076293945,8.009417314663436,9.893994552306868,6.007065232580156,9.893994552306868,True,False,gap_above_target,target_at_open,1.0,4,mixed,,,,,,
2018-07-23,HAVELLS.NS,7-10%,8.86,579.508056640625,0.516344604174058,2.524376562571036,-2.3686705798351886,-1.8769076512481755,False,True,gap_up_intraday,stop_intraday,0.876,5,strong,,,,,,
2018-07-23,GODFRYPHLP.NS,7-10%,8.0,219.93923950195312,-0.668733721666328,1.271277481192669,-3.462883542661045,-0.436993693187789,False,True,gap_down_intraday,stop_intraday,0.926,4,mixed,,,,,,
2018-07-24,GRASIM.NS,7-10%,8.48,950.3980712890624,-0.7053043025329138,0.6403011064164882,-3.0963759371752086,-1.375605744971429,False,True,gap_down_intraday,stop_intraday,0.969,3,mixed,,,,,,
2018-07-24,ADANIENT.NS,7-10%,8.67,117.48529815673828,-0.5643678929349052,10.346683334495108,-1.2631038413419813,7.390477051383682,True,False,gap_down_intraday,target_intraday,0.915,4,mixed,,,,,,
2018-07-24,ADANIGREEN.NS,7-10%,9.89,46.650001525878906,8.681670106299624,9.967840426761985,0.9646236517110216,9.967840426761985,True,False,gap_above_target,target_at_open,1.0,3,mixed,,,,,,
2018-07-24,WHIRLPOOL.NS,7-10%,7.18,1649.892578125,0.6988949004011267,1.3918630686039137,-1.6228271773090286,-1.2763467081782076,False,False,gap_up_intraday,neither,0.862,3,mixed,,,,,,
2018-07-24,AMBUJACEM.NS,7-10%,7.4,187.78912353515625,0.7524084280371527,1.9515633823589613,-2.8450492593868213,-1.975079442929311,False,True,gap_up_intraday,stop_intraday,0.71,3,mixed,,,,,,
2018-07-24,ACC.NS,10-15%,12.56,1369.524169921875,0.5930102604933642,1.2809142591647862,-1.9959390945228108,-0.39648308221787376,False,False,gap_up_intraday,neither,0.765,3,mixed,,,,,,
2018-07-24,COFORGE.NS,7-10%,8.07,221.8768310546875,0.09844440237758631,2.4695312409498404,-2.0470186866070152,0.8901775128396276,False,True,gap_up_intraday,stop_intraday,0.874,4,mixed,,,,,,
2018-07-24,ALKEM.NS,7-10%,7.59,1866.06298828125,3.2608791962037817,6.225306350161777,3.2608791962037817,4.6393329978802615,True,False,gap_above_target,target_at_open,0.682,1,weak,,,,,,
2018-07-24,GMMPFAUDLR.NS,10-15%,10.68,301.15203857421875,0.6757438455840834,1.4604829671920505,-2.6485033946229324,-1.318808489939857,False,True,gap_up_intraday,stop_intraday,0.761,3,mixed,,,,,,
2018-07-24,JINDALSAW.NS,10-15%,10.58,35.14016342163086,1.7780337299547553,3.8626403171717865,-0.06132832540587709,3.1268973661233663,True,False,gap_up_intraday,target_intraday,0.911,4,mixed,,,,,,
2018-07-24,NCLIND.NS,7-10%,8.92,137.7293243408203,0.6487237427546696,1.4519383095044762,-2.3478717574021113,-1.2975185982983592,False,True,gap_up_intraday,stop_intraday,0.817,3,mixed,,,,,,
2018-07-25,ADANIENT.NS,7-10%,7.39,126.16802215576172,-2.752752877921888,1.0760694356309661,-5.380383385955928,-1.0260266388987909,False,True,gap_below_stop,stop_at_open,0.745,3,mixed,,,,,,
2018-07-25,ADANIGREEN.NS,7-10%,9.97,51.29999923706055,8.771929955018546,9.941525077321982,-6.432747146468835,3.118912890085334,True,True,gap_above_target,target_at_open,1.0,3,mixed,,,,,,
2018-07-25,NAVINFLUOR.NS,10-15%,12.75,650.0012817382812,-0.42906604020803385,0.9542709606731549,-5.178285281186221,-3.920702905765379,False,True,gap_down_intraday,stop_intraday,0.776,1,weak,,,,,,
2018-07-26,AMBUJACEM.NS,7-10%,7.22,197.37063598632807,-0.11184962399474378,1.7897165085831845,-0.38030875006189474,0.715893658712943,False,False,gap_down_intraday,neither,0.809,3,mixed,,,,,,
2018-07-26,CANBK.NS,7-10%,7.7,47.21038055419922,-0.23305227246976754,1.2907887160463558,-1.8644611623079035,0.1254937209506398,False,False,gap_down_intraday,neither,0.871,3,mixed,,,,,,
2018-07-26,ORIENTELEC.NS,7-10%,7.18,117.34904479980467,0.24351413113307235,7.9545536796817835,0.24351413113307235,6.899356317014554,True,False,gap_up_intraday,target_intraday,0.886,3,mixed,,,,,,
2018-07-26,WELCORP.NS,10-15%,14.36,110.32650756835938,0.9389638170191833,1.643184370141483,-4.733962444014813,-3.677625644539316,False,True,gap_up_intraday,stop_intraday,0.765,1,weak,,,,,,
2018-07-27,INOXWIND.NS,10-15%,11.57,24.112499237060547,-1.5033665050505882,0.570246831685189,-4.976667262041589,-0.2592016670919721,False,True,gap_down_intraday,stop_intraday,0.846,2,weak,,,,,,
2018-07-30,ADANIGREEN.NS,7-10%,9.93,57.54999923706055,4.952219507560027,4.952219507560027,1.824499132893768,4.952219507560027,True,False,gap_above_target,target_at_open,1.0,5,strong,,,,,,
2018-07-30,HAL.NS,10-15%,12.78,364.43896484375,0.9885253484626411,9.739369164019259,0.76385677149164,8.80698908451695,True,False,gap_up_intraday,target_intraday,0.879,2,weak,,,,,,
2018-07-30,BANKBARODA.NS,10-15%,10.3,130.57151794433594,0.06574875122009469,2.4005087097708966,-2.4663066678883223,0.8549707349480872,False,True,gap_up_intraday,stop_intraday,0.855,2,weak,,,,,,
2018-07-31,DABUR.NS,7-10%,7.14,393.2749328613281,0.5337396675473578,4.151341305325246,0.5100234810932311,2.538249700294867,True,False,gap_up_intraday,target_intraday,0.842,2,weak,,,,,,
2018-07-31,HAL.NS,7-10%,8.81,396.5350646972656,0.9704870704751619,2.3023088990118725,-1.0582169541001134,1.1718098540511408,False,False,gap_up_intraday,neither,0.896,2,weak,,,,,,
2018-07-31,BEL.NS,7-10%,7.93,33.42561340332031,2.019772022095107,4.770091883294578,0.12892465854055143,0.6446120914953613,True,False,gap_up_intraday,target_intraday,0.735,2,weak,,,,,,
2018-07-31,VBL.NS,7-10%,7.91,43.49314498901367,0.7042426682788318,1.2290889645939587,-1.800412026372244,-1.0696079723775895,False,False,gap_up_intraday,neither,0.717,2,weak,,,,,,
2018-08-01,ABFRL.NS,10-15%,10.13,152.14390563964844,-1.198567471772617,17.201170245062055,-3.790088019109202,12.277293240140837,True,True,gap_down_intraday,stop_intraday,0.481,2,weak,,,,,,
2018-08-01,HINDCOPPER.NS,7-10%,8.15,61.98301696777344,0.6923242586019772,3.84617577339973,-1.6922845870084209,-0.5384381895262055,True,False,gap_up_intraday,target_intraday,0.603,1,weak,,,,,,
2018-08-02,ABFRL.NS,10-15%,12.28,170.82305908203125,0.40392816117108793,1.2117755510019599,-3.0005734672257227,-1.3560266760517585,False,True,gap_up_intraday,stop_intraday,0.765,2,weak,,,,,,
2018-08-02,TCI.NS,7-10%,7.51,281.3182373046875,-0.3493689733197762,8.434524351839386,-1.846623863537028,5.506563294756177,True,False,gap_down_intraday,target_intraday,0.738,2,weak,,,,,,
2018-08-03,JPPOWER.NS,10-15%,13.46,2.950000047683716,3.389827220887213,18.644065878850874,3.389827220887213,18.644065878850874,True,False,gap_above_target,target_at_open,0.778,3,mixed,,,,,,
2018-08-06,JPPOWER.NS,15%+,18.64,3.5,2.857140132359096,4.285717010498059,-9.999997275216225,-5.714287076677595,True,True,gap_up_intraday,target_intraday,1.0,4,mixed,,,,,,
2018-08-09,PAGEIND.NS,7-10%,7.2,29577.755859375,-0.015442941469489088,-0.015442941469489088,-3.712963853339149,-3.047310878351559,False,True,gap_down_intraday,stop_intraday,0.904,4,mixed,,,,,,
2018-08-09,ORIENTELEC.NS,7-10%,8.56,146.1147918701172,0.7823041184175774,6.127805758660056,-2.0208278231310675,2.3468377872964696,True,True,gap_up_intraday,target_intraday,0.893,4,mixed,,,,,,
2018-08-09,NATIONALUM.NS,7-10%,7.2,45.72363662719727,1.038039529246065,1.5224663739504942,-3.598635515290389,-3.18341703113513,False,True,gap_up_intraday,stop_intraday,0.596,1,weak,,,,,,
2018-08-13,APOLLOHOSP.NS,10-15%,13.21,1042.2513427734375,-0.6176430477863875,6.681626106895969,-2.091533934789557,5.858114248295556,True,True,gap_down_intraday,stop_intraday,0.869,2,weak,,,,,,
2018-08-13,UBL.NS,7-10%,7.72,1262.393798828125,-0.003888642036577815,3.478923417880449,-1.8531713795369749,2.9472621555998,True,False,gap_down_intraday,target_intraday,0.929,5,strong,,,,,,
2018-08-13,TCI.NS,7-10%,9.1,314.2190246582031,0.2681269702040696,2.6214174536063135,-0.41701421759729357,0.9830493955661286,False,False,gap_up_intraday,neither,0.922,5,strong,,,,,,
2018-08-14,ABFRL.NS,7-10%,7.96,190.53721618652344,-1.7071930617382955,8.018621216048919,-3.5178533403453995,0.6207952929142997,True,True,gap_down_intraday,stop_intraday,0.82,4,mixed,,,,,,
2018-08-14,KARURVYSYA.NS,7-10%,7.74,76.25640869140625,-0.09989256382567215,0.79920837566151,-1.8980944428000555,-1.198799809506277,False,False,gap_down_intraday,neither,0.861,2,weak,,,,,,
2018-08-14,BALKRISIND.NS,7-10%,8.72,1238.887451171875,0.029986966514378703,5.7955405647132485,0.0037555424397261654,4.5292889935782625,True,False,gap_up_intraday,target_intraday,0.942,5,strong,,,,,,
2018-08-14,NCLIND.NS,7-10%,8.35,133.00643920898438,-0.19194403387371747,7.421615304695978,-2.62316786247176,5.438255947484773,True,True,gap_down_intraday,stop_intraday,0.828,3,mixed,,,,,,
2018-08-17,LALPATHLAB.NS,7-10%,7.54,491.9046936035156,0.2598086661310545,1.9532541409628117,-1.8570011137680573,-0.34637337810607155,False,False,gap_up_intraday,neither,0.727,3,mixed,,,,,,
2018-08-17,TCI.NS,7-10%,8.27,335.1857604980469,0.8097948971792579,3.015880117106018,-2.2619717063358977,1.8709472241071432,True,True,gap_up_intraday,target_intraday,0.675,3,mixed,,,,,,
2018-08-20,WELCORP.NS,10-15%,11.48,121.54907989501952,0.355124890636373,7.9545552294803255,0.355124890636373,5.788359684078547,True,False,gap_up_intraday,target_intraday,0.844,4,mixed,,,,,,
2018-08-20,JINDALSAW.NS,7-10%,7.08,36.820682525634766,0.058507628136006046,0.5266193910415035,-2.39906796650634,-1.579879077788648,False,True,gap_up_intraday,stop_intraday,0.852,3,mixed,,,,,,
2018-08-21,KAJARIACER.NS,10-15%,10.85,429.8829956054688,0.25100694550369673,6.733602654586844,-1.6915869444259872,5.795048076847977,True,False,gap_up_intraday,target_intraday,0.936,3,mixed,,,,,,
