date,ticker,day_return,bucket,volume_ratio,fwd_1d,fwd_3d,fwd_5d,label_1d,label_3d,label_5d,pre_1d,pre_5d,pre_20d,pre_60d,atr_5,atr_20,atr_ratio,pre_range_5d,vol_event,vol_5d_ratio,vol_trend,vol_surprise,d52w_high,d52w_low,consolidation_days,price_vs_ma20,price_vs_ma50,ma20_slope
2020-10-27,TRENT.NS,7.35,7-10%,3.96,0.05,-3.33,-4.03,flat,reversal,reversal,-0.09,-0.76,-4.53,14.82,25.382,27.949,0.908,4.0,4.8,0.41,-9.898,11.8,20.93,74.32,5.0,-4.31,-3.09,0.223
2020-10-27,KOTAKBANK.NS,12.05,10-15%,6.25,-2.29,-2.54,0.37,reversal,reversal,flat,2.45,3.51,10.81,8.28,8.381,7.52,1.115,3.01,8.85,1.15,4.391,7.7,18.57,41.55,3.0,6.05,5.49,2.067
2020-10-27,IPCALAB.NS,11.23,10-15%,7.31,-1.04,-2.07,-1.97,flat,reversal,flat,-2.38,2.37,2.19,12.46,35.962,33.783,1.065,3.43,11.18,1.14,7.364,9.84,6.36,126.51,15.0,-0.07,2.07,0.339
2020-10-28,ROUTE.NS,10.0,7-10%,2.4,4.01,20.2,8.48,continuation,continuation,continuation,,,,,,,,,,,,,,,,,,
2020-10-29,RPOWER.NS,16.67,15%+,2.14,0.0,-10.0,-12.86,flat,reversal,reversal,-1.64,9.09,9.09,-13.04,0.46,0.245,1.878,13.63,2.36,3.03,30.215,0.78,40.0,200.0,1.0,8.99,-1.19,2.705
2020-10-29,NAVINFLUOR.NS,7.14,7-10%,6.54,-1.47,1.93,9.6,flat,flat,continuation,-0.62,0.38,-3.58,16.03,81.815,76.502,1.069,3.94,8.57,1.15,8.438,7.43,5.62,158.56,4.0,2.73,3.44,0.615
2020-10-30,CHOLAFIN.NS,9.26,7-10%,4.47,7.25,7.47,11.11,continuation,continuation,continuation,2.82,-0.56,-2.87,21.61,11.201,10.429,1.074,4.57,5.36,0.89,-4.415,6.0,28.17,113.03,5.0,1.0,4.03,0.01
2020-10-30,TVSMOTOR.NS,7.85,7-10%,6.51,0.64,3.39,5.35,flat,continuation,continuation,-1.15,-5.02,-11.99,0.84,13.977,14.145,0.988,3.33,8.72,0.94,2.544,9.33,15.5,75.91,3.0,-7.32,-6.49,-1.564
2020-10-30,BLUEDART.NS,13.82,10-15%,8.53,4.43,1.54,0.73,continuation,flat,flat,1.41,-0.07,0.06,61.88,139.966,134.189,1.043,4.38,12.64,1.28,6.691,9.84,5.87,78.21,4.0,2.89,16.22,1.272
2020-11-02,ROUTE.NS,10.0,7-10%,1.32,-5.0,-14.26,-14.9,reversal,reversal,reversal,,,,,,,,,,,,,,,,,,
2020-11-02,CHOLAFIN.NS,7.25,7-10%,2.3,1.19,4.44,4.21,flat,continuation,continuation,9.26,10.67,8.26,30.9,14.764,11.49,1.285,5.8,2.47,1.35,17.937,1.83,21.53,132.75,0.0,10.0,13.23,0.162
2020-11-02,BANKBARODA.NS,7.55,7-10%,2.05,0.45,2.01,4.24,flat,flat,continuation,-2.91,-2.34,0.36,-13.75,1.52,1.623,0.937,4.17,2.2,1.13,-0.955,1.94,61.48,15.83,4.0,-1.19,-5.57,0.22
2020-11-02,HAVELLS.NS,7.38,7-10%,3.7,0.22,4.64,5.42,flat,continuation,continuation,0.38,0.93,8.71,19.42,19.033,16.832,1.131,2.73,4.45,1.25,12.247,3.57,1.77,62.82,8.0,3.05,7.75,1.517
2020-11-02,INDUSINDBK.NS,7.28,7-10%,1.94,2.9,13.69,23.41,flat,continuation,continuation,-0.51,-5.02,-2.63,15.07,26.576,24.751,1.074,4.42,1.88,0.92,0.416,2.05,63.31,148.65,2.0,-4.23,-1.67,1.412
2020-11-02,GODREJPROP.NS,10.37,10-15%,3.49,-9.21,-20.11,-15.8,reversal,reversal,reversal,4.33,1.26,19.53,16.52,38.0,42.713,0.89,3.66,4.09,0.66,-19.02,6.18,13.02,104.84,0.0,9.36,13.74,2.962
2020-11-03,SUNDARMFIN.NS,8.54,7-10%,4.5,-0.93,-0.08,-1.28,flat,flat,flat,1.3,1.73,9.01,11.61,70.584,45.345,1.557,5.07,5.62,1.18,-8.119,4.78,17.17,49.63,4.0,7.82,6.53,1.958
2020-11-05,NATIONALUM.NS,7.08,7-10%,1.97,0.46,4.0,4.77,flat,continuation,continuation,-0.16,1.0,-1.78,-12.91,0.559,0.682,0.82,2.45,1.78,0.71,-1.382,2.51,35.33,24.39,11.0,-0.43,-7.32,-1.039
2020-11-05,BRIGADE.NS,11.38,10-15%,4.93,-2.41,-0.71,-4.72,reversal,flat,reversal,0.05,4.25,6.9,24.91,7.787,7.79,1.0,4.41,6.38,0.75,-0.352,8.5,27.83,101.99,3.0,6.05,7.52,1.112
2020-11-06,NCLIND.NS,9.44,7-10%,3.29,2.29,-0.74,0.77,flat,flat,flat,-1.56,0.39,13.77,47.1,8.916,7.123,1.252,7.5,3.8,0.76,-3.723,5.0,9.14,145.94,6.0,2.5,13.57,3.552
2020-11-09,ELGIEQUIP.NS,11.44,10-15%,12.56,2.5,-1.08,1.38,flat,flat,flat,-0.65,0.89,-0.6,-13.23,3.205,4.365,0.734,3.03,31.13,0.48,-8.395,64.31,23.48,112.55,4.0,-0.94,-5.25,-1.835
2020-11-09,IFBIND.NS,7.45,7-10%,1.39,-1.09,1.98,3.55,flat,flat,continuation,0.15,2.94,9.33,70.86,32.44,33.518,0.968,4.61,1.43,0.29,-24.225,4.99,9.93,226.24,6.0,0.9,13.51,1.837
2020-11-10,PHOENIXLTD.NS,7.55,7-10%,7.68,-0.7,3.09,4.93,flat,continuation,continuation,1.66,1.08,-0.61,-11.28,7.975,9.355,0.853,2.78,12.08,0.65,-4.494,18.49,42.7,20.63,6.0,-0.65,-4.97,-0.652
2020-11-10,M&MFIN.NS,8.15,7-10%,2.69,-2.49,-1.88,-0.75,reversal,flat,flat,4.27,7.75,6.69,1.69,3.279,4.406,0.744,2.48,3.03,1.03,-3.883,2.95,44.87,77.29,0.0,5.9,4.94,-0.066
2020-11-10,UBL.NS,8.04,7-10%,3.25,-1.39,-2.9,-1.44,flat,reversal,flat,2.62,4.59,0.49,0.58,27.26,23.189,1.176,2.82,3.69,0.7,-9.485,5.28,27.88,30.49,2.0,2.9,-1.2,-0.391
2020-11-10,ASHOKLEY.NS,8.01,7-10%,2.09,-1.98,-0.55,0.77,flat,flat,flat,-0.82,0.48,14.07,34.45,1.214,1.49,0.814,3.16,2.26,0.85,-6.364,2.65,2.9,150.15,5.0,6.37,11.48,2.36
2020-11-10,BAJFINANCE.NS,8.89,7-10%,2.2,1.43,3.98,6.64,flat,continuation,continuation,2.23,10.72,18.1,14.19,12.182,12.602,0.967,3.2,2.37,1.04,0.502,2.28,21.32,116.77,1.0,13.43,13.27,2.468
2020-11-10,LT.NS,7.02,7-10%,1.98,2.49,1.72,4.57,flat,flat,continuation,0.53,3.88,9.83,-1.62,17.903,22.485,0.796,1.81,2.12,0.58,-14.328,3.62,31.02,50.25,3.0,4.89,7.05,1.709
2020-11-10,INDUSINDBK.NS,7.71,7-10%,2.79,-5.66,-7.98,-6.11,reversal,reversal,reversal,4.98,19.93,27.5,51.12,36.784,29.126,1.263,5.16,3.14,1.42,9.355,2.22,51.43,229.21,0.0,21.98,26.93,3.519
2020-11-11,TATASTEEL.NS,7.25,7-10%,1.82,-0.17,3.85,9.13,flat,continuation,continuation,0.82,9.41,17.67,1.7,1.339,1.222,1.095,3.43,1.92,1.04,4.277,1.85,10.4,80.73,1.0,8.47,11.49,3.16
2020-11-11,APOLLOHOSP.NS,7.96,7-10%,2.72,-3.87,4.07,4.25,reversal,continuation,continuation,-2.45,-3.34,-8.72,20.01,76.243,73.368,1.039,3.71,2.97,1.09,11.034,2.74,12.84,94.52,2.0,-4.17,2.57,-1.686
2020-11-13,APOLLOHOSP.NS,7.36,7-10%,3.0,0.83,1.01,3.7,flat,flat,continuation,-3.87,1.18,-4.53,24.85,113.871,78.689,1.447,5.31,3.4,1.74,19.484,1.95,9.54,101.89,0.0,-0.29,5.46,-1.201
2020-11-14,THYROCARE.NS,50.0,15%+,0.03,-67.63,-69.12,-66.0,reversal,reversal,reversal,0.39,-6.29,2.46,34.85,20.644,19.343,1.067,6.59,0.03,0.38,-4.632,0.07,12.32,159.43,3.0,-3.88,11.49,0.193
2020-11-17,IIFL.NS,19.99,15%+,5.88,10.57,2.75,0.27,continuation,flat,flat,2.29,4.34,18.51,18.81,4.109,3.252,1.264,4.58,8.1,1.04,-34.975,7.79,54.96,61.31,3.0,13.52,14.45,3.963
2020-11-17,BRIGADE.NS,7.16,7-10%,4.09,-0.41,0.75,-0.8,flat,flat,flat,-0.34,0.92,18.57,23.15,10.409,10.15,1.025,5.26,4.71,0.62,-10.043,7.55,19.45,125.41,1.0,9.34,17.03,4.375
2020-11-17,TCI.NS,7.26,7-10%,3.4,0.29,-0.9,-2.4,flat,flat,reversal,1.86,3.25,4.97,4.04,6.002,6.007,0.999,2.54,4.03,0.82,-7.914,4.95,17.42,96.09,3.0,4.13,3.93,0.046
2020-11-18,M&MFIN.NS,7.59,7-10%,2.23,-0.64,1.34,3.0,flat,flat,flat,1.29,1.78,10.35,5.93,5.088,4.826,1.054,3.85,2.38,0.81,-4.88,2.94,40.83,90.31,5.0,9.4,11.73,2.584
2020-11-18,IIFL.NS,10.57,10-15%,6.47,-6.03,-5.87,-12.17,reversal,reversal,reversal,19.99,21.41,42.65,42.83,6.47,4.038,1.602,6.4,9.47,1.71,16.927,5.55,45.96,93.55,0.0,33.52,36.38,5.053
2020-11-18,M&M.NS,10.75,10-15%,5.27,-0.26,-0.04,2.01,flat,flat,flat,0.93,0.64,6.06,4.58,15.207,15.068,1.009,2.38,6.89,1.05,1.108,6.58,4.4,160.79,5.0,4.3,3.65,0.888
2020-11-18,ABB.NS,9.77,7-10%,5.16,-3.18,-0.57,-4.95,reversal,flat,reversal,-0.33,4.09,9.01,1.4,32.337,29.18,1.108,3.28,6.46,1.06,1.832,6.11,29.97,36.85,3.0,6.33,9.44,2.4
2020-11-19,INOXWIND.NS,10.09,10-15%,5.71,20.0,14.58,9.06,continuation,continuation,continuation,1.63,17.2,9.0,-7.82,0.715,0.541,1.321,6.99,7.86,1.62,18.237,4.86,16.15,172.5,1.0,13.0,9.72,0.613
2020-11-20,BAJAJFINSV.NS,9.19,7-10%,2.97,2.71,2.05,2.53,flat,flat,flat,0.43,7.74,34.16,19.79,33.708,24.172,1.395,4.45,3.4,1.32,4.365,2.57,21.33,96.31,1.0,22.09,27.95,5.433
2020-11-20,INOXWIND.NS,20.0,15%+,6.52,6.08,-12.59,-12.24,continuation,reversal,reversal,10.09,24.68,20.15,2.67,1.12,0.649,1.726,10.16,9.58,2.18,36.78,4.4,7.69,200.0,0.0,23.13,20.51,1.888
2020-11-23,BHEL.NS,7.36,7-10%,2.81,0.0,0.32,8.61,flat,flat,continuation,0.17,3.18,-0.85,-29.89,0.898,1.021,0.879,3.01,3.11,1.08,3.037,2.88,48.86,58.7,2.0,3.06,-1.96,0.009
2020-11-23,IDFCFIRSTB.NS,9.67,7-10%,3.96,0.14,-2.85,0.68,flat,reversal,flat,0.6,-0.3,9.8,-0.15,0.977,1.116,0.875,2.7,4.73,0.8,-10.585,5.93,29.93,90.37,9.0,4.51,7.36,1.396
2020-11-23,BAJAJHLDNG.NS,7.91,7-10%,4.23,-4.74,-7.43,-4.7,reversal,reversal,reversal,4.51,11.14,30.99,8.15,121.528,80.792,1.504,4.57,5.26,1.89,21.982,2.78,22.92,106.06,0.0,19.92,22.36,4.344
2020-11-24,BOSCHLTD.NS,9.82,7-10%,5.03,-0.42,-1.26,2.47,flat,flat,flat,-0.79,1.71,-1.03,-7.76,347.294,371.065,0.936,3.18,6.43,1.51,6.208,4.26,30.97,51.79,7.0,-0.0,-4.19,-0.191
2020-11-24,SUNTECK.NS,11.95,10-15%,8.07,-3.99,-1.55,2.83,reversal,flat,flat,5.81,6.88,4.71,9.29,11.298,9.421,1.199,4.15,13.03,2.18,35.465,5.97,37.25,98.11,0.0,6.26,6.55,-0.406
2020-11-25,DCBBANK.NS,7.03,7-10%,4.21,0.19,9.25,12.85,flat,continuation,continuation,1.21,3.9,23.63,7.44,3.86,3.232,1.194,4.21,5.22,1.53,5.42,3.42,53.06,65.52,3.0,10.36,14.6,3.483
2020-11-26,SIEMENS.NS,11.17,10-15%,10.18,-0.21,-0.65,0.79,flat,flat,flat,-2.04,-4.44,5.84,14.07,20.19,20.247,0.997,2.53,19.82,1.04,1.56,19.04,16.1,43.92,2.0,0.3,4.96,1.764
2020-11-27,MGL.NS,14.51,10-15%,6.35,-0.43,-2.14,-2.15,flat,reversal,reversal,-0.16,-0.26,14.01,3.11,17.811,18.756,0.95,2.17,9.1,0.87,-10.826,10.5,22.65,43.86,6.0,6.25,9.12,2.619
2020-11-27,DEEPAKNTR.NS,7.42,7-10%,3.36,-0.1,-2.05,-1.58,flat,reversal,flat,0.25,-0.72,8.5,9.3,17.635,24.268,0.727,2.22,3.86,0.74,-1.343,5.25,9.31,159.79,12.0,2.66,3.38,1.807
2020-11-27,IGL.NS,10.77,10-15%,7.58,-2.82,-2.48,-3.14,reversal,reversal,reversal,-0.43,1.12,11.41,10.27,5.877,5.704,1.03,2.87,11.73,1.04,3.268,11.31,15.54,58.85,11.0,3.69,9.69,2.201
2020-11-27,VBL.NS,12.07,10-15%,5.07,-4.11,-2.87,-1.29,reversal,reversal,flat,3.07,1.01,18.73,3.58,2.097,2.144,0.978,3.03,6.57,0.61,-3.093,10.72,10.34,61.78,6.0,7.06,11.01,2.787
2020-11-27,BAJAJCON.NS,7.28,7-10%,6.98,1.52,-3.01,-1.22,flat,reversal,flat,2.23,3.14,2.06,11.81,4.678,4.288,1.091,2.81,10.29,1.31,8.16,7.84,23.53,65.34,3.0,3.24,3.42,0.009
2020-11-27,CUMMINSIND.NS,9.81,7-10%,4.39,-1.29,-2.31,-3.08,flat,reversal,reversal,1.29,4.56,22.93,13.57,14.51,13.404,1.083,2.95,5.42,0.9,-1.081,6.06,15.92,93.61,2.0,11.35,15.16,3.309
2020-11-27,CHOLAFIN.NS,7.91,7-10%,1.94,-3.58,-4.63,-6.23,reversal,reversal,reversal,2.08,6.27,31.82,47.56,13.333,14.907,0.894,3.68,1.8,0.9,4.061,2.01,1.83,206.81,3.0,12.91,31.23,7.334
2020-11-27,EXIDEIND.NS,7.07,7-10%,3.64,-0.54,-0.57,2.19,flat,flat,flat,0.76,0.49,8.55,4.76,3.445,3.841,0.897,1.91,4.28,1.03,-3.073,4.17,15.79,38.45,10.0,3.24,5.48,1.672
2020-12-01,PRESTIGE.NS,8.29,7-10%,2.22,0.28,-0.1,-0.86,flat,flat,flat,-2.82,-2.55,9.57,8.09,9.393,8.802,1.067,3.47,2.42,1.33,2.199,1.81,36.7,100.0,1.0,1.5,4.41,2.14
2020-12-01,IIFL.NS,12.57,10-15%,2.8,5.81,3.59,3.95,continuation,continuation,continuation,-6.49,-14.47,31.15,17.81,6.737,6.243,1.079,6.4,3.24,0.74,-20.34,4.38,51.89,72.31,0.0,1.73,15.68,6.625
2020-12-01,INOXWIND.NS,8.8,7-10%,1.46,-4.82,-6.18,-9.09,reversal,reversal,reversal,-3.44,-17.27,35.52,4.98,1.365,0.994,1.374,8.8,1.55,1.71,1.324,0.91,20.21,215.94,0.0,16.18,22.67,6.349
2020-12-01,MAHLIFE.NS,11.02,10-15%,6.01,-0.64,2.58,5.32,flat,flat,continuation,2.81,5.28,6.95,19.76,3.783,3.679,1.028,4.14,7.91,1.27,12.787,6.23,31.92,68.62,1.0,4.01,13.1,0.972
2020-12-01,JKLAKSHMI.NS,7.11,7-10%,1.93,0.79,2.34,1.23,flat,flat,flat,-1.71,-4.47,17.4,25.71,10.228,12.481,0.819,2.99,2.07,0.46,-11.6,4.51,13.78,84.14,2.0,3.56,14.25,3.067
2020-12-02,AIAENG.NS,12.17,10-15%,4.25,-1.81,-1.97,-3.25,flat,flat,reversal,1.48,0.7,11.36,5.97,88.932,55.509,1.602,4.81,5.25,1.1,7.262,4.79,4.73,70.91,5.0,5.56,6.72,2.142
2020-12-02,ADANIENT.NS,7.55,7-10%,2.69,-1.37,0.84,-1.02,flat,flat,flat,5.9,3.61,22.36,47.91,16.473,15.181,1.085,4.05,2.99,1.05,-6.246,2.86,0.48,262.46,0.0,11.25,25.03,4.017
2020-12-02,PHOENIXLTD.NS,11.42,10-15%,5.39,-1.53,-4.54,-1.12,flat,reversal,flat,0.98,5.62,24.19,8.42,10.791,11.889,0.908,3.24,7.3,0.98,4.629,7.46,29.6,48.21,1.0,11.18,16.46,3.246
2020-12-03,MARUTI.NS,7.39,7-10%,2.84,0.83,0.3,-0.04,flat,flat,flat,1.48,2.14,3.63,-0.24,171.8,154.807,1.11,2.53,3.19,1.05,0.901,3.04,3.94,81.73,5.0,3.33,4.2,0.341
2020-12-03,BANKBARODA.NS,7.76,7-10%,2.16,1.29,11.84,13.81,flat,continuation,continuation,0.65,10.3,20.09,19.56,2.447,1.726,1.418,5.35,2.31,1.75,10.761,1.33,49.03,50.28,1.0,12.31,21.28,3.859
2020-12-03,INDIANB.NS,7.05,7-10%,4.76,0.27,16.87,18.04,flat,continuation,continuation,-1.52,3.65,16.01,11.09,2.303,2.003,1.15,3.98,6.16,1.8,11.332,3.41,47.76,63.9,3.0,6.72,12.52,3.09
2020-12-04,MAXHEALTH.NS,8.78,7-10%,2.49,6.67,-0.07,0.97,continuation,flat,flat,0.16,3.26,11.87,14.98,3.564,5.791,0.615,2.79,2.59,0.59,-6.344,4.38,4.33,31.91,3.0,4.8,11.69,3.201
2020-12-04,IRCTC.NS,13.97,10-15%,11.61,7.7,3.0,-9.53,continuation,flat,reversal,2.09,1.98,5.16,2.35,4.473,5.768,0.775,1.72,27.11,0.69,0.964,39.23,30.76,78.23,16.0,1.25,2.23,0.815
2020-12-04,JPPOWER.NS,8.16,7-10%,2.68,18.87,16.98,47.17,continuation,continuation,continuation,4.26,4.26,-2.0,-9.26,0.13,0.168,0.776,5.46,2.88,0.72,-7.829,3.97,25.76,600.0,0.0,2.19,2.9,0.419
2020-12-07,IRCTC.NS,7.7,7-10%,6.08,-2.54,-14.12,-12.57,reversal,reversal,reversal,13.97,16.04,19.78,14.79,12.318,7.706,1.598,4.25,8.69,2.59,61.664,3.35,21.09,103.13,0.0,14.3,16.16,1.635
2020-12-07,JPPOWER.NS,18.87,15%+,3.89,6.35,3.17,30.16,continuation,continuation,continuation,8.16,12.77,3.92,-1.85,0.15,0.168,0.896,6.12,4.73,1.13,4.431,4.2,19.7,657.14,0.0,10.19,10.88,0.628
2020-12-08,INDIANB.NS,14.9,10-15%,5.42,4.99,0.88,8.74,continuation,flat,continuation,1.44,7.23,21.46,20.18,2.971,2.267,1.311,4.77,7.32,1.99,19.75,3.68,41.52,78.46,2.0,12.55,20.46,3.981
2020-12-08,IFBIND.NS,9.98,7-10%,3.5,5.38,12.69,22.43,continuation,continuation,continuation,3.31,6.17,8.38,51.29,26.03,30.935,0.841,3.05,3.45,1.01,7.979,3.41,0.89,279.9,0.0,6.98,15.76,2.643
2020-12-08,UNIONBANK.NS,8.15,7-10%,4.1,0.3,-2.07,-1.03,flat,reversal,flat,0.48,8.3,25.96,9.25,1.114,0.684,1.628,3.87,4.96,1.77,13.532,2.8,48.39,38.19,2.0,16.88,24.13,5.216
2020-12-08,CANBK.NS,16.7,15%+,3.53,-6.46,-8.58,-10.95,reversal,reversal,reversal,5.58,6.82,26.65,16.41,1.297,0.725,1.789,6.73,4.19,1.95,17.764,2.15,49.58,59.4,0.0,18.96,26.32,4.376
2020-12-08,BANKBARODA.NS,8.4,7-10%,2.69,0.61,0.38,2.99,flat,flat,flat,1.86,11.91,28.66,30.9,2.662,1.964,1.355,5.34,3.01,1.54,8.962,1.95,43.07,67.08,1.0,19.78,31.67,5.234
2020-12-08,PNB.NS,13.57,10-15%,3.63,-2.96,-0.25,0.0,reversal,flat,flat,0.28,3.77,25.0,6.08,1.434,1.129,1.269,4.41,4.23,1.6,13.594,2.65,46.64,35.93,2.0,13.66,21.92,5.087
2020-12-09,KARURVYSYA.NS,9.58,7-10%,4.95,6.61,7.4,6.95,continuation,continuation,continuation,6.82,8.68,12.74,10.15,1.237,1.356,0.912,4.05,6.1,1.59,20.801,3.82,36.21,117.07,0.0,9.01,19.24,2.724
2020-12-09,ELGIEQUIP.NS,9.19,7-10%,4.72,-1.12,9.84,8.79,flat,continuation,continuation,-0.37,0.3,10.26,15.47,3.46,4.9,0.706,2.61,5.6,1.03,-13.395,5.45,3.63,167.69,7.0,5.61,14.2,3.88
2020-12-09,HINDCOPPER.NS,7.86,7-10%,2.43,-4.18,13.72,24.87,reversal,continuation,continuation,-3.89,-0.69,22.87,16.42,2.031,1.65,1.231,4.28,2.71,1.21,-8.795,2.23,15.2,136.99,0.0,10.92,21.11,5.335
2020-12-09,GODFRYPHLP.NS,7.78,7-10%,7.91,0.2,-0.87,-1.8,flat,flat,flat,1.48,4.63,5.38,0.38,7.286,8.002,0.91,2.44,12.31,1.21,4.697,10.19,34.8,28.93,1.0,4.5,5.41,1.011
2020-12-11,INOXWIND.NS,9.14,7-10%,1.63,4.95,17.21,13.96,continuation,continuation,continuation,-0.49,-1.45,36.69,18.39,0.48,1.026,0.468,3.77,1.75,0.45,-4.597,3.87,19.73,217.81,6.0,2.55,17.66,6.047
2020-12-11,JPPOWER.NS,20.0,15%+,4.31,5.13,-14.1,-14.1,continuation,reversal,reversal,4.84,22.64,38.3,27.45,0.42,0.223,1.888,12.11,5.39,2.46,30.476,2.19,13.33,828.57,0.0,26.95,31.74,6.445
2020-12-14,IFBIND.NS,12.81,10-15%,6.05,-3.69,-6.19,-10.75,reversal,reversal,reversal,6.21,23.93,30.1,57.2,73.65,36.483,2.019,7.35,8.36,2.23,25.709,3.74,1.74,370.8,0.0,25.91,37.94,5.298
2020-12-14,HINDCOPPER.NS,19.75,15%+,5.5,-3.3,19.23,8.39,reversal,continuation,continuation,-0.89,-1.56,28.59,18.93,2.711,1.932,1.404,6.14,7.46,1.17,-0.415,6.4,13.14,142.74,1.0,9.3,21.71,5.068
2020-12-14,INDIANB.NS,11.58,10-15%,2.39,-3.39,-5.53,-18.3,reversal,reversal,reversal,-0.12,15.91,37.3,37.96,5.942,3.198,1.858,7.67,2.7,2.21,17.769,1.22,28.97,106.86,1.0,21.48,34.35,7.388
2020-12-16,DLF.NS,9.72,7-10%,3.86,-0.47,-8.75,-2.78,flat,reversal,reversal,0.49,1.11,13.91,41.24,8.206,7.936,1.034,3.93,4.57,0.9,-2.71,5.08,18.48,88.27,4.0,7.87,19.67,3.377
2020-12-16,INOXWIND.NS,9.97,7-10%,1.41,-4.53,-7.61,-9.99,reversal,reversal,reversal,1.55,15.75,37.88,45.15,0.897,1.112,0.807,6.19,1.47,0.83,7.706,1.76,6.63,269.69,1.0,12.81,33.58,7.328
2020-12-16,HINDCOPPER.NS,13.55,10-15%,4.67,8.58,-1.29,5.24,continuation,flat,continuation,-3.3,9.97,39.78,46.99,4.228,2.451,1.724,8.67,5.87,1.95,23.098,3.01,4.65,181.1,0.0,21.28,38.06,6.906
2020-12-17,HINDCOPPER.NS,8.58,7-10%,4.25,0.95,-7.75,-4.51,flat,reversal,reversal,13.55,30.31,52.89,71.58,5.092,2.777,1.834,9.71,5.17,2.24,36.936,2.3,3.56,219.18,0.0,34.29,54.72,8.241
2020-12-18,KPITTECH.NS,7.36,7-10%,4.98,-10.66,2.21,8.78,reversal,flat,continuation,-2.28,2.91,7.16,-0.98,5.56,4.863,1.143,4.8,6.44,1.48,9.981,4.36,14.07,224.45,4.0,3.06,5.4,1.312
2020-12-22,COFORGE.NS,7.25,7-10%,1.83,2.69,4.98,5.12,flat,continuation,continuation,-6.52,-5.93,-1.43,3.72,22.822,15.563,1.466,4.79,1.87,1.12,5.25,1.66,15.07,227.55,0.0,-3.32,-0.51,1.401
2020-12-22,KPITTECH.NS,12.77,10-15%,3.37,1.45,7.96,11.28,flat,continuation,continuation,-10.66,-2.91,0.99,-4.0,9.892,6.032,1.64,9.11,3.96,2.3,32.587,1.72,17.58,211.21,0.0,-1.98,1.28,1.501
2020-12-22,KOLTEPATIL.NS,8.61,7-10%,1.64,7.12,8.67,8.4,continuation,continuation,continuation,-6.46,-2.82,4.49,29.96,17.794,11.888,1.497,8.46,1.65,1.33,11.278,1.24,26.3,98.98,0.0,-2.89,9.16,3.341
2020-12-23,TATAELXSI.NS,8.17,7-10%,4.45,-1.48,3.86,2.75,flat,continuation,flat,6.43,0.12,5.67,26.82,79.313,58.958,1.345,5.22,5.5,0.95,6.385,5.82,4.28,236.26,0.0,1.67,5.2,0.926
2020-12-23,VEDL.NS,8.16,7-10%,2.17,8.24,6.41,7.28,continuation,continuation,continuation,4.08,-6.01,20.12,10.22,4.325,2.919,1.482,6.32,2.32,0.99,-4.007,2.35,9.38,154.67,0.0,3.81,24.03,4.751
2020-12-23,KOLTEPATIL.NS,7.12,7-10%,3.63,0.29,-0.71,2.33,flat,flat,flat,8.61,0.34,7.28,37.28,21.435,12.129,1.767,10.13,3.45,1.63,11.173,2.12,19.96,116.12,0.0,4.81,17.88,3.028
2020-12-23,HONAUT.NS,7.09,7-10%,2.97,2.66,-0.59,-0.42,flat,flat,flat,2.4,6.23,12.29,5.28,1693.847,1015.834,1.667,5.11,3.39,1.79,21.563,1.9,11.76,73.1,1.0,9.3,13.85,1.461
2020-12-23,GODREJPROP.NS,7.75,7-10%,1.85,-0.8,2.17,4.15,flat,flat,continuation,-2.13,-5.33,14.1,43.48,85.43,54.415,1.57,6.39,1.91,1.29,4.349,1.48,9.15,152.72,1.0,2.94,17.07,4.454
2020-12-23,MPHASIS.NS,10.77,10-15%,4.59,-1.34,-1.04,-2.27,flat,flat,reversal,2.27,4.71,6.55,5.32,51.811,33.994,1.524,4.16,5.7,1.54,15.179,3.71,2.89,135.11,1.0,6.36,6.11,1.069
2020-12-24,VEDL.NS,8.24,7-10%,5.89,0.37,-0.49,-1.5,flat,flat,flat,8.16,2.7,31.92,18.48,4.871,3.136,1.554,7.16,8.02,1.16,9.066,6.9,1.99,175.45,0.0,10.85,32.73,4.569
2020-12-24,WHIRLPOOL.NS,11.74,10-15%,6.26,2.08,2.33,3.42,flat,flat,continuation,3.32,3.32,4.29,2.71,126.259,78.876,1.601,5.78,8.72,1.79,11.324,4.86,11.24,68.76,0.0,4.79,6.9,0.505
2020-12-28,KPITTECH.NS,9.19,7-10%,3.12,1.04,9.1,11.76,flat,continuation,continuation,-2.53,-0.38,17.21,-2.57,12.239,7.001,1.748,10.86,3.63,2.4,25.596,1.52,8.1,247.02,2.0,6.91,12.65,2.362
2020-12-29,IFBIND.NS,7.14,7-10%,2.09,-1.81,0.09,1.52,flat,flat,flat,-1.19,6.66,42.77,84.79,86.82,70.17,1.237,7.86,2.32,0.76,-26.189,3.04,8.43,405.59,3.0,12.06,31.61,7.63
2020-12-30,SOBHA.NS,7.35,7-10%,2.85,8.41,5.02,7.36,continuation,continuation,continuation,0.56,11.9,12.45,48.8,17.847,13.106,1.362,5.3,3.17,0.83,-8.574,3.82,19.47,204.18,1.0,8.73,15.45,2.037
2020-12-31,SOBHA.NS,8.41,7-10%,3.67,-2.03,0.33,6.69,reversal,flat,continuation,7.35,16.58,19.21,45.96,21.293,14.608,1.458,5.97,4.15,1.2,-1.83,3.45,13.54,226.54,0.0,15.57,23.01,2.862
