date,ticker,day_return,bucket,volume_ratio,fwd_1d,fwd_3d,fwd_5d,label_1d,label_3d,label_5d,pre_1d,pre_5d,pre_20d,pre_60d,atr_5,atr_20,atr_ratio,pre_range_5d,vol_event,vol_5d_ratio,vol_trend,vol_surprise,d52w_high,d52w_low,consolidation_days,price_vs_ma20,price_vs_ma50,ma20_slope
2019-10-25,SBIN.NS,7.26,7-10%,2.13,0.09,2.97,11.37,flat,flat,continuation,-4.7,-1.11,-13.25,-22.7,11.457,11.08,1.034,4.74,2.29,0.84,2.48,2.73,29.78,7.43,0.0,-1.11,-4.87,-1.7
2019-10-27,THYROCARE.NS,50.0,15%+,0.13,-67.47,-65.94,-65.89,reversal,reversal,reversal,-4.83,7.21,5.97,28.12,9.135,6.156,1.484,5.51,0.12,1.63,23.107,0.08,14.09,39.26,0.0,5.59,11.66,1.005
2019-10-27,JPPOWER.NS,9.52,7-10%,0.34,-4.35,0.0,-4.35,reversal,flat,reversal,-8.7,-8.7,-38.24,-43.24,0.11,0.14,0.786,9.81,0.34,0.75,-23.46,0.46,69.57,5.0,0.0,-21.35,-31.64,-9.029
2019-10-27,RPOWER.NS,7.69,7-10%,0.34,-4.29,-4.29,4.29,reversal,reversal,continuation,-9.72,41.3,18.18,-9.72,0.46,0.293,1.573,12.26,0.34,1.48,11.062,0.23,90.06,80.56,0.0,31.18,10.43,3.015
2019-10-29,MOTHERSON.NS,8.78,7-10%,2.86,-0.29,-0.24,3.18,flat,flat,continuation,1.53,8.68,3.44,2.3,1.201,1.182,1.016,3.86,3.18,0.94,-8.083,3.37,35.46,23.71,2.0,8.72,9.88,-0.518
2019-10-30,BHEL.NS,9.48,7-10%,2.57,-3.99,-4.24,-5.69,reversal,reversal,reversal,4.06,-0.09,7.6,-7.03,2.743,2.948,0.931,5.17,2.89,0.9,-9.468,3.19,30.14,30.27,0.0,13.18,10.09,0.232
2019-10-30,MSTCLTD.NS,7.25,7-10%,5.2,5.9,11.57,17.05,continuation,continuation,continuation,-0.25,1.4,4.26,13.05,4.551,3.967,1.147,5.91,6.77,0.81,-22.055,8.32,18.76,33.93,9.0,2.89,8.44,-0.821
2019-10-31,SBIN.NS,7.76,7-10%,2.57,0.37,2.18,1.84,flat,flat,flat,3.3,10.44,7.05,-11.49,13.333,10.507,1.269,5.28,2.81,1.24,5.891,2.26,22.45,18.64,0.0,9.46,5.25,-0.226
2019-10-31,TATACONSUM.NS,8.65,7-10%,6.97,-3.8,-5.21,-5.09,reversal,reversal,reversal,2.95,3.79,5.71,16.84,6.8,6.994,0.972,2.43,10.16,1.09,9.155,9.36,1.1,66.57,1.0,5.58,7.7,0.332
2019-10-31,RBLBANK.NS,7.51,7-10%,1.43,0.11,-3.55,-0.53,flat,reversal,flat,4.36,14.6,-12.29,-27.65,16.518,28.761,0.574,6.32,1.49,0.54,-8.788,2.74,59.57,25.11,0.0,1.94,-12.53,-7.377
2019-11-04,RPOWER.NS,8.96,7-10%,0.51,9.59,26.03,26.03,continuation,continuation,continuation,0.0,-4.29,31.37,-4.29,0.28,0.298,0.941,8.02,0.49,0.58,-14.455,0.85,89.76,86.11,3.0,24.19,14.69,7.256
2019-11-05,RPOWER.NS,9.59,7-10%,1.69,10.0,20.0,10.0,continuation,continuation,continuation,8.96,8.96,48.98,-2.67,0.28,0.293,0.957,7.69,1.78,0.62,-18.328,2.87,88.84,102.78,0.0,32.61,24.79,7.73
2019-11-05,VBL.NS,11.06,10-15%,5.73,7.58,5.65,1.31,continuation,continuation,flat,2.05,1.55,2.27,2.25,1.359,1.582,0.859,2.44,7.93,1.22,-2.01,6.49,5.86,39.38,5.0,1.38,0.85,0.006
2019-11-06,VBL.NS,7.58,7-10%,5.45,0.15,0.83,-3.89,flat,flat,reversal,11.06,13.42,14.8,18.53,2.841,1.934,1.469,4.51,7.45,1.85,20.586,4.02,3.49,54.8,0.0,11.84,11.79,0.883
2019-11-06,RPOWER.NS,10.0,10-15%,1.11,4.55,4.55,-4.55,continuation,continuation,reversal,9.59,21.21,66.67,9.59,0.27,0.295,0.915,6.8,1.15,0.8,-10.042,1.44,87.77,122.22,0.0,41.34,36.1,8.846
2019-11-07,RAYMOND.NS,7.24,7-10%,5.14,20.0,17.57,10.2,continuation,continuation,continuation,5.03,8.21,4.2,-0.96,21.227,24.621,0.862,3.48,5.11,0.99,10.211,5.15,28.78,17.71,0.0,6.27,8.76,1.689
2019-11-07,NEWGEN.NS,8.57,7-10%,1.12,0.59,-7.82,-6.28,flat,reversal,reversal,1.22,5.35,-30.37,-37.02,3.984,5.599,0.712,4.59,1.18,0.72,-13.654,1.63,49.45,13.75,1.0,-15.31,-26.55,-7.051
2019-11-07,MSTCLTD.NS,19.98,15%+,8.91,0.47,18.35,8.55,flat,continuation,continuation,2.72,10.52,33.73,45.36,7.333,4.933,1.487,7.87,15.97,2.76,39.002,5.78,3.42,68.13,1.0,20.33,30.04,5.801
2019-11-08,RAYMOND.NS,20.0,15%+,9.3,-7.34,-8.03,-11.01,reversal,reversal,reversal,7.24,13.92,15.19,8.47,29.77,23.94,1.244,4.53,16.54,1.94,32.15,8.55,23.63,26.23,0.0,13.29,16.13,2.061
2019-11-11,ADANIGREEN.NS,8.25,7-10%,1.73,2.29,1.76,2.5,flat,flat,flat,-2.25,-6.42,10.1,83.1,4.34,4.93,0.88,4.83,1.65,0.62,0.278,2.67,9.55,187.56,1.0,-0.53,30.16,4.681
2019-11-13,GODFRYPHLP.NS,7.26,7-10%,4.14,0.99,-6.33,-8.27,flat,reversal,reversal,1.66,5.83,16.17,65.99,12.094,12.107,0.999,3.58,4.92,1.08,6.229,4.55,2.74,74.78,2.0,7.18,13.67,3.347
2019-11-13,HDFCAMC.NS,7.44,7-10%,2.41,0.22,-4.14,0.84,flat,reversal,flat,4.86,11.25,22.45,50.18,68.003,50.126,1.357,4.89,2.7,2.11,27.928,1.28,0.39,160.09,0.0,13.01,19.91,2.847
2019-11-13,MSTCLTD.NS,13.27,10-15%,5.62,-10.0,-8.71,-9.17,reversal,reversal,reversal,3.98,28.75,62.76,76.26,11.766,6.754,1.742,10.34,7.78,2.99,45.497,2.6,5.66,110.74,0.0,39.06,55.79,10.21
2019-11-14,MUTHOOTFIN.NS,9.44,7-10%,6.8,-1.38,-0.46,-3.43,flat,flat,reversal,-2.87,-5.8,-0.42,8.36,16.433,17.27,0.952,2.73,9.01,0.62,-9.268,14.54,9.54,71.51,1.0,-4.43,-0.39,0.028
2019-11-14,JPPOWER.NS,9.52,7-10%,1.43,0.0,-4.35,-8.7,flat,reversal,reversal,-8.7,-4.55,0.0,-36.36,0.08,0.098,0.821,7.24,1.45,1.0,-7.406,1.46,69.57,5.0,0.0,-5.62,-25.43,-3.261
2019-11-15,BHARTIARTL.NS,8.43,7-10%,3.3,4.11,11.26,7.02,continuation,continuation,continuation,-1.65,-2.49,-5.91,0.36,8.976,13.952,0.643,2.48,3.83,0.57,-0.24,6.71,8.69,42.74,5.0,-2.84,0.59,-0.871
2019-11-15,IIFL.NS,7.54,7-10%,2.33,0.19,-1.36,-6.2,flat,flat,reversal,2.24,12.03,35.24,26.84,12.05,6.698,1.799,9.33,2.57,1.0,-14.091,2.58,48.97,45.65,1.0,18.51,21.24,5.046
2019-11-18,NCLIND.NS,7.27,7-10%,2.44,-4.11,-5.75,-7.62,reversal,reversal,reversal,-7.78,-14.39,-17.68,-29.62,4.708,4.128,1.14,6.07,2.75,0.99,-23.125,2.79,51.32,1.18,0.0,-14.49,-23.09,-2.441
2019-11-18,GLENMARK.NS,21.45,15%+,9.52,-4.12,-4.38,-4.42,reversal,reversal,reversal,6.72,5.08,4.31,-16.19,16.496,12.016,1.373,5.34,17.69,1.99,34.007,8.88,57.12,12.63,0.0,-0.12,-7.62,0.157
2019-11-19,BHARTIARTL.NS,7.37,7-10%,2.91,-0.47,-4.26,-1.59,flat,reversal,flat,4.11,10.15,6.7,13.35,19.3,16.427,1.175,5.12,3.38,1.38,23.497,2.45,2.7,58.04,0.0,9.22,12.84,-0.199
2019-11-19,UNIONBANK.NS,7.67,7-10%,2.36,-1.02,-3.56,-2.46,flat,reversal,reversal,2.24,-0.82,5.09,-14.65,2.323,2.289,1.015,5.04,2.5,1.25,9.319,2.0,45.47,13.83,1.0,-0.14,0.22,1.041
2019-11-22,ADANIGREEN.NS,10.0,7-10%,2.13,7.12,17.99,28.49,continuation,continuation,continuation,-1.77,1.57,12.59,122.99,3.67,4.425,0.829,3.8,2.3,0.69,-8.71,3.35,3.87,221.72,2.0,5.45,29.64,1.9
2019-11-22,RBLBANK.NS,7.29,7-10%,1.45,0.42,2.3,4.13,flat,flat,continuation,-2.83,5.35,33.06,-4.14,17.142,19.566,0.876,5.23,1.48,0.98,0.267,1.51,53.05,45.26,1.0,9.08,4.75,3.269
2019-11-25,BHARTIARTL.NS,7.31,7-10%,1.54,-4.22,-3.27,1.6,reversal,reversal,flat,-1.33,2.8,12.13,18.03,22.56,15.495,1.456,4.97,1.56,1.87,16.753,0.84,7.13,62.46,1.0,8.89,13.84,3.114
2019-11-25,ADANIGREEN.NS,7.12,7-10%,3.18,0.74,15.62,14.87,flat,continuation,continuation,10.0,13.45,19.96,143.33,5.51,4.862,1.133,5.47,3.47,0.95,-6.219,3.64,0.0,253.9,0.0,14.71,40.29,2.742
2019-11-25,PHOENIXLTD.NS,8.55,7-10%,2.33,-1.92,-4.2,-3.02,flat,reversal,reversal,-0.91,-2.59,-1.15,14.91,10.682,11.278,0.947,2.97,2.6,1.09,8.138,2.39,6.89,30.0,7.0,-0.91,0.24,-0.233
2019-11-25,INOXWIND.NS,15.76,15%+,4.71,3.1,-4.45,14.15,continuation,reversal,continuation,0.0,-2.88,-6.15,-6.01,0.208,0.511,0.406,2.56,5.76,0.4,-14.431,14.29,65.05,11.87,4.0,-5.42,-6.5,-1.404
2019-11-26,IIFL.NS,10.08,10-15%,3.97,0.03,11.0,3.36,flat,continuation,continuation,-4.96,-11.99,16.22,18.77,11.424,8.804,1.298,8.37,4.94,0.82,3.964,6.0,50.51,39.63,0.0,3.27,12.13,4.284
2019-11-26,GODFRYPHLP.NS,8.24,7-10%,3.55,6.34,5.37,11.77,continuation,continuation,continuation,0.64,-5.38,7.06,17.3,16.967,17.427,0.974,4.83,4.3,0.88,-24.327,4.86,10.86,73.84,3.0,0.91,9.32,1.357
2019-11-26,GUJGASLTD.NS,8.03,7-10%,3.07,-1.36,2.95,3.46,flat,flat,continuation,-1.77,-1.67,3.49,7.04,4.148,7.364,0.563,2.25,3.59,0.44,-0.989,8.15,11.09,67.16,7.0,-2.11,4.31,1.436
2019-11-27,ADANIGREEN.NS,9.34,7-10%,2.07,4.96,4.29,2.1,continuation,continuation,flat,0.74,16.61,28.66,156.17,7.64,5.26,1.452,7.05,2.21,1.53,6.53,1.44,3.11,281.92,1.0,20.53,46.19,4.438
2019-11-27,WHIRLPOOL.NS,7.81,7-10%,1.93,0.15,-1.36,5.51,flat,flat,continuation,-6.4,-10.65,-7.33,31.84,106.853,87.722,1.218,5.09,2.09,1.85,29.759,1.13,13.21,60.4,0.0,-7.82,-1.11,-0.125
2019-11-27,TATACOMM.NS,14.27,10-15%,5.71,8.65,2.06,-0.47,continuation,flat,flat,-3.8,1.92,1.71,37.05,18.88,15.16,1.245,5.61,7.66,1.6,18.498,4.78,7.82,44.57,0.0,0.23,3.03,0.451
2019-11-28,UNIONBANK.NS,10.58,10-15%,2.41,-2.7,-8.64,-10.26,reversal,reversal,reversal,1.91,1.82,2.63,-2.82,1.658,2.187,0.758,3.33,2.59,0.73,-12.799,3.54,41.63,21.83,6.0,3.58,6.73,1.658
2019-11-28,TATACOMM.NS,8.65,7-10%,10.34,-0.63,-8.58,-9.91,flat,reversal,reversal,14.27,16.87,15.88,57.73,29.619,17.627,1.68,8.23,21.2,2.24,39.252,9.48,4.77,65.2,0.0,13.63,16.76,1.345
2019-11-28,IIFL.NS,12.38,10-15%,4.78,-1.26,-8.06,-7.5,flat,reversal,reversal,0.03,4.72,34.96,24.51,14.593,9.961,1.465,10.64,6.12,1.42,13.624,4.31,45.5,53.74,1.0,10.93,21.97,4.349
2019-11-29,JPPOWER.NS,9.52,7-10%,3.44,8.7,21.74,30.43,continuation,continuation,continuation,-4.55,0.0,-8.7,-32.26,0.08,0.083,0.97,7.49,3.41,0.76,-1.208,4.47,69.57,5.0,0.0,-4.55,-18.6,-0.452
2019-12-02,JPPOWER.NS,8.7,7-10%,0.39,8.0,16.0,16.0,continuation,continuation,continuation,9.52,9.52,0.0,-23.33,0.09,0.083,1.091,8.19,0.38,1.34,10.535,0.28,66.67,15.0,0.0,4.55,-9.95,-0.452
2019-12-02,INOXWIND.NS,14.0,10-15%,4.33,7.79,1.77,-8.62,continuation,flat,reversal,4.8,0.13,7.53,12.58,1.102,0.637,1.731,10.77,5.4,2.63,31.364,2.05,57.03,29.67,0.0,7.73,7.72,1.322
2019-12-03,PRESTIGE.NS,9.29,7-10%,7.12,-5.68,-7.67,-10.95,reversal,reversal,reversal,6.29,9.27,6.37,11.81,22.638,14.122,1.603,7.51,10.84,1.26,11.13,8.57,4.97,90.11,0.0,7.25,9.27,0.352
2019-12-03,INOXWIND.NS,7.79,7-10%,5.9,-5.59,-12.6,-18.4,reversal,reversal,reversal,14.0,10.72,19.3,27.75,1.137,0.695,1.637,11.35,7.98,2.56,35.703,3.12,51.01,47.82,0.0,21.43,22.58,1.989
2019-12-03,JPPOWER.NS,8.0,7-10%,0.11,3.7,11.11,3.7,continuation,continuation,continuation,8.7,13.64,13.64,-19.35,0.09,0.085,1.059,6.29,0.1,1.22,5.464,0.08,63.77,25.0,0.0,13.12,-1.42,0.227
2019-12-04,BLUEDART.NS,11.17,10-15%,2.68,-0.79,-3.72,-5.19,flat,reversal,reversal,0.51,0.23,-11.09,-4.82,31.243,51.312,0.609,1.55,3.01,0.61,-18.659,4.9,43.76,2.68,9.0,-3.7,-8.37,-2.861
2019-12-11,IPCALAB.NS,7.32,7-10%,1.59,-1.61,-1.55,-0.51,flat,flat,flat,-2.66,-6.11,-2.36,12.67,17.724,20.03,0.885,3.32,1.54,0.5,1.442,3.09,10.44,48.89,2.0,-4.95,4.76,0.511
2019-12-11,IFBIND.NS,7.81,7-10%,4.24,-2.92,-6.49,-1.52,reversal,reversal,flat,-0.41,-3.06,-18.6,-9.07,22.31,24.243,0.92,3.63,4.71,0.79,4.152,5.92,40.0,7.14,3.0,-9.64,-12.01,-3.802
2019-12-12,IIFL.NS,8.21,7-10%,1.06,1.88,4.3,-0.13,flat,continuation,flat,-0.54,-12.86,-4.38,17.81,10.339,12.38,0.835,7.61,1.09,0.41,-31.296,2.68,50.63,39.27,1.0,-9.87,3.75,1.156
2019-12-12,MSTCLTD.NS,7.24,7-10%,1.71,6.32,2.91,3.27,continuation,flat,continuation,-3.57,-10.82,-17.35,34.16,7.483,7.702,0.972,6.89,1.49,0.51,-4.773,2.9,29.78,77.56,0.0,-12.94,4.63,-2.481
2019-12-17,KOLTEPATIL.NS,13.75,10-15%,10.82,-3.68,3.85,0.69,reversal,continuation,flat,4.24,8.67,-5.43,-9.56,10.221,8.938,1.143,4.89,22.66,1.37,6.941,16.6,22.26,13.5,0.0,-1.13,-6.45,-2.262
2019-12-17,COFORGE.NS,8.93,7-10%,11.07,-0.15,-1.38,-0.44,flat,flat,flat,-1.15,2.48,-3.64,8.87,8.13,7.119,1.142,2.97,23.97,1.32,4.205,18.19,7.65,43.89,18.0,-0.68,-0.26,-0.213
2019-12-18,PRESTIGE.NS,9.74,7-10%,3.55,-3.29,-4.08,-7.13,reversal,reversal,reversal,3.83,5.3,10.29,14.34,14.053,17.824,0.788,4.47,4.29,0.71,-3.668,6.08,9.85,71.72,0.0,4.79,8.49,1.618
2019-12-26,WHIRLPOOL.NS,7.18,7-10%,2.26,-1.67,-2.41,-4.09,flat,reversal,reversal,3.27,3.88,3.67,18.85,68.389,86.994,0.786,3.13,2.29,0.83,5.871,2.77,7.3,79.26,0.0,0.81,2.62,0.701
2019-12-30,WELCORP.NS,7.03,7-10%,2.98,1.37,2.74,4.18,flat,flat,continuation,1.3,-2.17,-4.49,-0.45,2.712,3.439,0.788,2.09,3.19,0.75,-7.079,4.27,15.29,53.7,6.0,-1.98,-3.48,-0.428
2019-12-31,SUPRAJIT.NS,7.47,7-10%,0.96,4.89,4.23,2.31,continuation,continuation,flat,1.8,-0.73,2.54,5.13,9.687,6.681,1.45,5.48,0.99,0.64,0.608,1.54,25.97,25.56,4.0,3.57,2.72,0.618
2020-01-01,JINDALSAW.NS,16.56,15%+,11.51,-0.06,-3.23,-1.23,flat,reversal,flat,2.81,3.11,-4.88,-11.99,0.868,1.067,0.813,2.67,25.56,1.26,12.165,20.32,22.56,19.48,3.0,-0.17,-8.0,-2.032
2020-01-01,GUJGASLTD.NS,7.22,7-10%,3.21,0.14,-0.69,2.0,flat,flat,flat,3.53,6.17,11.19,40.4,5.893,7.214,0.817,2.43,3.63,0.97,9.114,3.73,0.61,107.74,0.0,4.98,14.52,1.767
2020-01-02,HINDCOPPER.NS,19.9,15%+,10.6,-3.61,-5.57,-3.4,reversal,reversal,reversal,3.06,4.12,3.06,23.7,1.127,1.426,0.79,2.95,21.87,1.23,3.88,17.75,22.54,45.24,1.0,5.27,2.38,-0.434
2020-01-07,IIFL.NS,9.13,7-10%,4.16,-2.61,-2.35,-3.86,reversal,reversal,reversal,-1.83,1.64,-4.17,26.42,5.983,7.131,0.839,4.38,5.14,0.98,8.918,5.27,48.53,44.08,7.0,-1.38,0.05,-1.83
2020-01-07,NCLIND.NS,12.46,10-15%,6.43,-3.05,-2.85,0.15,reversal,reversal,flat,-5.15,1.69,5.29,-8.14,3.68,2.925,1.258,4.65,9.13,1.79,21.189,5.09,44.72,17.85,0.0,3.26,2.8,1.497
2020-01-09,JINDALSAW.NS,9.81,7-10%,3.32,0.27,0.49,6.66,flat,flat,continuation,0.42,-1.18,19.29,1.94,2.459,1.665,1.477,6.15,3.91,1.9,10.021,2.06,10.84,37.56,2.0,10.36,6.19,2.955
2020-01-13,BIRLACORPN.NS,8.18,7-10%,5.7,4.06,12.19,10.45,continuation,continuation,continuation,0.33,7.22,3.55,22.74,22.682,19.123,1.186,3.48,7.68,1.75,13.495,4.38,4.19,49.59,2.0,6.02,3.42,0.244
2020-01-13,HAL.NS,9.1,7-10%,8.19,6.89,5.1,0.28,continuation,continuation,flat,0.16,0.95,-2.93,4.13,7.202,7.08,1.017,2.33,13.41,0.61,-3.34,21.85,11.04,24.04,18.0,0.34,-3.17,-0.62
2020-01-13,BLUEDART.NS,7.86,7-10%,5.55,7.54,9.32,6.67,continuation,continuation,continuation,0.18,1.33,3.07,-0.78,63.424,58.577,1.083,2.88,5.48,0.87,2.17,6.3,38.79,11.76,6.0,1.85,2.48,0.329
2020-01-14,BLUEDART.NS,7.54,7-10%,8.71,0.04,2.11,1.3,flat,flat,flat,7.86,11.0,12.51,5.96,102.903,68.398,1.504,4.46,14.89,1.72,34.726,8.67,33.97,20.55,0.0,9.25,10.52,0.944
2020-01-14,TATACONSUM.NS,10.38,10-15%,7.99,0.47,-2.39,-0.98,flat,reversal,flat,3.4,12.08,9.53,26.3,10.276,8.199,1.253,3.11,12.91,1.46,18.965,8.83,0.25,101.51,0.0,9.92,12.77,0.948
2020-01-15,INOXWIND.NS,18.42,15%+,4.4,9.13,-3.38,-3.72,continuation,reversal,reversal,1.9,9.66,7.31,7.61,0.383,0.384,0.995,3.95,5.48,1.16,-1.86,4.72,53.56,30.72,3.0,7.28,5.14,1.402
2020-01-15,JINDALSAW.NS,7.44,7-10%,2.4,-1.2,-4.41,-1.2,flat,reversal,flat,-1.17,10.34,22.43,5.45,2.509,1.913,1.311,5.93,2.7,1.34,-30.606,2.02,3.13,51.79,3.0,15.79,16.56,5.164
2020-01-15,MGL.NS,8.55,7-10%,7.19,2.24,3.06,3.6,flat,continuation,continuation,0.92,-1.9,-5.36,4.96,16.59,17.055,0.973,1.9,9.94,1.34,10.511,7.4,6.86,36.17,5.0,-3.18,-1.52,-0.47
2020-01-16,INOXWIND.NS,9.13,7-10%,3.58,-4.96,-9.09,-13.33,reversal,reversal,reversal,18.42,21.84,30.06,31.6,0.72,0.451,1.596,6.81,4.28,1.78,21.172,2.41,45.01,54.8,0.0,25.35,23.89,2.469
2020-01-17,GMMPFAUDLR.NS,10.22,10-15%,4.75,-0.45,4.74,14.64,flat,continuation,continuation,0.69,5.13,16.17,39.48,18.329,18.087,1.013,2.81,5.9,0.88,2.322,6.71,1.08,98.92,3.0,6.55,16.03,3.817
2020-01-17,EMAMILTD.NS,9.35,7-10%,5.02,-2.11,-4.44,-4.34,reversal,reversal,reversal,3.13,5.9,4.39,-4.1,7.739,6.962,1.112,2.68,6.6,2.21,37.011,2.99,26.9,33.13,0.0,4.35,2.81,0.466
2020-01-20,NHPC.NS,11.55,10-15%,14.16,-4.44,0.55,2.59,reversal,flat,flat,-1.42,0.21,0.0,3.85,0.261,0.212,1.228,1.4,45.2,0.67,-2.28,67.52,3.57,20.01,38.0,0.67,1.6,0.323
2020-01-20,PRESTIGE.NS,10.62,10-15%,6.66,-7.98,-3.35,-5.75,reversal,reversal,reversal,-0.62,8.91,7.82,23.29,20.943,14.477,1.447,5.78,9.37,1.61,9.667,5.83,3.57,94.97,1.0,10.65,16.08,1.487
2020-01-20,IIFL.NS,8.97,7-10%,3.33,5.8,5.67,4.63,continuation,continuation,continuation,1.29,0.57,6.06,26.1,4.702,7.264,0.647,3.4,3.04,0.48,-18.783,6.34,46.05,50.61,5.0,2.33,0.37,-0.561
2020-01-21,NEWGEN.NS,17.02,15%+,13.26,-3.18,0.46,-4.03,reversal,flat,reversal,-0.61,2.3,4.02,13.17,3.64,2.612,1.394,3.74,38.61,1.62,9.14,23.88,44.47,24.96,6.0,3.14,5.29,0.663
2020-01-21,HAL.NS,8.58,7-10%,3.36,-2.0,-2.51,-4.88,flat,reversal,reversal,-2.22,-6.18,11.1,9.24,14.268,10.071,1.417,4.0,4.02,2.0,8.185,2.01,7.1,35.7,1.0,5.97,4.98,2.54
2020-01-24,GMMPFAUDLR.NS,17.28,15%+,6.74,1.33,1.35,-1.07,flat,flat,flat,-6.67,-2.25,17.64,51.18,62.262,28.999,2.147,8.35,9.9,2.58,30.258,3.84,10.08,114.33,0.0,8.56,19.66,4.402
2020-01-28,NAVINFLUOR.NS,8.24,7-10%,5.64,3.84,-4.6,-3.58,continuation,reversal,reversal,2.41,2.6,10.07,24.53,27.985,33.643,0.832,2.59,7.7,0.56,-7.228,13.78,1.48,95.31,2.0,5.19,13.63,1.214
2020-01-30,ESCORTS.NS,9.41,7-10%,5.78,-1.8,3.46,4.64,flat,continuation,continuation,2.79,4.95,20.86,14.63,22.69,18.319,1.239,3.21,7.7,1.27,6.84,6.05,9.88,76.6,2.0,10.54,15.78,3.384
2020-02-03,HINDUNILVR.NS,7.11,7-10%,2.96,-1.07,-1.03,-0.9,flat,flat,flat,-1.16,-1.31,6.2,-4.86,25.519,25.15,1.015,1.31,3.38,0.84,5.361,4.04,7.11,24.82,14.0,0.76,1.51,1.259
2020-02-03,THYROCARE.NS,8.02,7-10%,4.94,4.09,1.49,-0.65,continuation,flat,flat,-1.6,-2.35,7.58,0.76,6.762,4.443,1.522,4.02,6.1,1.75,-0.275,3.48,66.79,44.41,2.0,2.49,2.04,0.988
2020-02-03,GMMPFAUDLR.NS,11.56,10-15%,3.31,6.18,4.83,4.35,continuation,continuation,continuation,-0.89,-2.36,36.84,71.52,39.533,41.392,0.955,4.6,3.93,0.94,-11.506,4.19,5.01,148.68,5.0,14.37,31.36,6.377
2020-02-03,PATANJALI.NS,9.98,7-10%,0.72,4.87,15.27,39.38,continuation,continuation,continuation,4.85,20.88,-93.87,-94.29,20.965,5.241,4.0,0.94,0.75,4.0,40.158,0.19,97.74,26.85,0.0,-91.97,-93.23,-19.795
2020-02-04,WELCORP.NS,7.88,7-10%,3.54,2.73,20.09,19.42,flat,continuation,continuation,0.93,-1.7,15.69,25.95,7.294,7.01,1.04,4.84,4.2,0.66,2.299,6.35,6.05,100.29,4.0,1.68,14.91,3.145
2020-02-04,HONAUT.NS,17.68,15%+,5.81,4.11,5.17,15.86,continuation,continuation,continuation,-0.84,0.27,3.29,-0.38,519.324,549.617,0.945,1.89,7.57,0.6,1.765,12.55,5.86,34.98,6.0,1.46,2.14,0.665
2020-02-04,TATAELXSI.NS,7.65,7-10%,2.62,-0.28,0.01,5.05,flat,flat,continuation,0.83,1.05,15.75,18.01,32.022,27.182,1.178,3.61,2.97,0.59,-0.664,5.04,3.87,61.6,13.0,3.68,10.27,2.663
2020-02-04,MOTHERSON.NS,7.11,7-10%,1.63,0.97,-1.31,-6.71,flat,flat,reversal,-6.39,-9.96,-13.54,-3.17,1.573,1.347,1.167,3.96,1.71,1.51,14.628,1.14,26.9,37.38,0.0,-11.25,-10.78,-1.584
2020-02-04,TITAN.NS,7.54,7-10%,3.76,0.32,-0.06,-0.4,flat,flat,flat,-0.11,-0.72,2.28,2.56,23.954,21.597,1.109,2.04,4.33,1.14,8.039,3.81,14.64,26.11,5.0,0.39,0.81,0.557
2020-02-04,GODFRYPHLP.NS,11.71,10-15%,1.71,-0.29,1.32,7.34,flat,flat,continuation,-7.15,-17.99,-14.14,-1.71,33.198,20.175,1.646,8.06,1.83,1.75,12.466,1.04,23.98,68.98,0.0,-16.25,-14.47,-1.865
2020-02-04,IRCTC.NS,12.94,10-15%,3.89,6.79,7.14,-0.33,continuation,continuation,flat,3.35,19.28,37.85,42.64,13.517,6.834,1.978,5.68,4.72,2.03,28.157,2.33,0.96,100.14,0.0,23.23,33.32,5.258
2020-02-06,AJANTPHARM.NS,8.92,7-10%,5.2,5.03,5.93,11.52,continuation,continuation,continuation,1.23,6.9,16.0,23.62,35.084,26.723,1.313,4.63,6.64,1.56,21.267,4.25,2.44,47.06,2.0,5.29,14.91,3.086
2020-02-06,TANLA.NS,9.75,7-10%,2.4,-1.17,-2.22,-1.52,flat,reversal,flat,-0.76,1.04,14.63,61.39,2.988,3.269,0.914,4.11,2.63,0.5,-33.612,5.3,3.77,163.29,7.0,7.2,13.03,3.131
2020-02-06,LICHSGFIN.NS,8.08,7-10%,2.4,0.85,-0.78,-2.98,flat,flat,reversal,2.98,-8.21,-7.77,-3.62,23.651,15.413,1.534,5.2,2.62,1.71,14.895,1.53,29.96,14.38,1.0,-9.8,-8.58,-0.755
2020-02-07,TRENT.NS,11.71,10-15%,8.05,5.01,6.45,14.45,continuation,continuation,continuation,0.08,0.39,7.73,18.95,14.222,18.958,0.75,2.38,12.95,1.01,4.2,12.85,3.08,85.64,7.0,1.61,8.64,2.083
2020-02-07,IIFL.NS,7.43,7-10%,2.48,-0.62,6.59,13.15,flat,continuation,continuation,5.21,2.36,13.12,19.25,9.18,8.696,1.056,4.98,2.71,0.46,-3.881,5.95,34.91,73.68,0.0,6.33,11.26,1.505
2020-02-07,AUROPHARMA.NS,7.06,7-10%,4.12,-0.79,-0.31,-5.89,flat,flat,reversal,0.49,6.04,11.48,29.34,15.939,15.641,1.019,3.14,5.07,0.84,-2.027,6.04,38.91,31.49,1.0,4.37,9.04,1.902
2020-02-07,NATCOPHARM.NS,8.84,7-10%,2.55,2.4,1.13,-3.46,flat,flat,reversal,-0.19,1.59,4.22,15.09,20.146,16.838,1.196,3.33,2.79,0.94,3.574,2.98,8.13,35.02,14.0,0.99,5.82,0.884
2020-02-07,WELCORP.NS,13.16,10-15%,5.03,-1.34,-1.07,-3.29,flat,flat,reversal,3.31,15.55,18.24,43.68,8.776,7.316,1.2,5.24,5.8,1.69,21.462,3.44,0.33,129.31,0.0,12.58,28.65,4.165
