date,ticker,day_return,bucket,volume_ratio,fwd_1d,fwd_3d,fwd_5d,label_1d,label_3d,label_5d,pre_1d,pre_5d,pre_20d,pre_60d,atr_5,atr_20,atr_ratio_x,pre_range_5d,vol_event,vol_5d_ratio,vol_trend,vol_surprise,d52w_high,d52w_low,consolidation_days,price_vs_ma20,price_vs_ma50,ma20_slope,event_type,kmeans_cluster,entry_price,trader_ret_3d,trader_ret_5d,trader_label_3d,trader_label_5d,clv,imom,atr_ratio_y,structure,intraday_score,event_gap,intraday_move,is_intraday_squeeze,atr_ratio_event,vol_ratio_event,vol_sweet_spot,consec_up_days,is_early_move,body_ratio,upper_wick_ratio,lower_wick_ratio,target_hit,stop_hit
2020-06-19,BAJAJFINSV.NS,8.7,7-10%,2.04,4.81,2.48,0.79,continuation,flat,flat,7.75,2.68,19.57,-6.19,30.675,29.164,1.052,5.83,2.2,0.82,0.153,2.68,45.42,36.19,0.0,10.07,13.24,2.356,D_DeadCat,3,616.9669189453125,-2.22,-3.84,loss,loss,0.866,0.854,1.8,mixed,3,0.41,8.25,1.0,1.8,2.2,1.0,1.0,1.0,0.854,0.134,0.012,True,False
2020-06-19,DLF.NS,9.55,7-10%,1.98,-1.14,-1.08,-4.57,flat,flat,reversal,-1.57,-4.12,6.57,14.99,7.53,7.338,1.026,5.25,2.13,0.86,-11.56,2.47,44.17,28.94,3.0,-0.87,4.66,1.648,E_Mixed,3,153.6273956298828,0.06,-3.47,flat,loss,0.953,0.953,1.83,mixed,4,0.54,8.96,1.0,1.83,2.13,1.0,0.0,1.0,0.953,0.047,0.0,False,True
2020-06-19,GODREJPROP.NS,8.39,7-10%,1.97,2.14,-0.42,-2.86,flat,flat,reversal,2.27,-1.35,37.18,25.9,42.98,39.338,1.093,5.21,2.06,0.6,-4.441,3.44,30.66,63.29,9.0,9.24,19.51,6.075,E_Mixed,3,912.9000244140624,-2.5,-4.89,loss,loss,0.856,0.856,1.98,mixed,3,0.29,8.08,1.0,1.98,2.06,1.0,1.0,1.0,0.856,0.144,0.0,False,False
2020-06-19,DEEPAKNTR.NS,7.15,7-10%,1.64,-0.74,0.23,1.17,flat,flat,flat,0.46,-3.5,-10.3,36.14,15.778,16.323,0.967,3.35,1.71,0.65,-4.873,2.64,18.09,82.47,3.0,-4.94,-4.42,-1.527,A_ColdBreakout,3,486.1539306640625,0.98,1.93,flat,profit,0.949,0.949,2.06,mixed,4,0.18,6.96,1.0,2.06,1.71,1.0,1.0,1.0,0.949,0.051,0.0,False,False
2020-06-19,CHOLAFIN.NS,10.56,10-15%,1.75,4.01,0.0,2.54,continuation,flat,flat,5.83,11.22,37.08,-3.13,14.33,11.734,1.221,8.92,1.85,1.31,7.169,1.41,48.88,51.62,0.0,20.2,20.64,4.236,B_MomentumRun,0,202.0169219970703,-3.86,-1.42,loss,loss,0.693,0.693,2.16,weak,2,0.56,9.94,1.0,2.16,1.85,1.0,3.0,0.0,0.693,0.307,0.0,True,False
2020-06-19,KOLTEPATIL.NS,10.82,10-15%,3.11,-3.62,-1.52,0.94,reversal,flat,flat,1.82,-6.64,-0.44,17.5,7.408,7.916,0.936,4.94,3.56,0.73,-12.01,4.88,48.44,44.03,2.0,-4.42,-2.95,-0.487,A_ColdBreakout,3,154.23941040039062,2.18,4.73,profit,profit,0.781,0.764,2.58,mixed,3,0.0,10.82,1.0,2.58,3.56,1.0,1.0,1.0,0.764,0.219,0.017,False,True
2020-06-19,BIRLACORPN.NS,7.09,7-10%,0.75,2.57,4.85,3.72,flat,continuation,continuation,-3.38,2.62,29.88,5.82,34.678,32.288,1.074,6.84,0.77,0.3,-0.559,2.58,33.42,44.0,0.0,3.67,18.39,5.486,E_Mixed,3,562.2393798828125,2.23,1.12,profit,profit,0.727,0.718,1.58,mixed,3,0.0,7.09,1.0,1.58,0.77,0.0,0.0,1.0,0.718,0.273,0.009,True,False
2020-06-19,JKCEMENT.NS,10.66,10-15%,2.88,1.49,-2.3,-0.47,flat,reversal,flat,2.24,4.6,12.71,20.46,61.483,45.352,1.356,5.14,3.28,1.48,24.767,2.22,16.76,56.64,1.0,6.5,11.59,2.073,B_MomentumRun,0,1368.146240234375,-3.73,-1.93,loss,loss,0.642,0.642,3.98,weak,2,1.15,9.4,1.0,3.98,3.28,1.0,2.0,1.0,0.642,0.358,0.0,True,False
2020-06-19,TRENT.NS,8.07,7-10%,1.48,2.89,16.73,20.62,flat,continuation,continuation,0.56,2.13,16.72,11.99,24.936,27.702,0.9,4.68,1.51,0.7,-3.566,2.15,34.47,44.48,2.0,2.39,8.9,4.057,E_Mixed,3,582.7550659179688,13.46,17.23,profit,profit,0.89,0.807,1.66,mixed,3,0.99,7.01,1.0,1.66,1.51,1.0,3.0,0.0,0.807,0.11,0.083,True,True
2020-06-22,PAGEIND.NS,7.06,7-10%,1.52,-1.11,4.64,3.68,flat,continuation,continuation,0.12,1.9,0.0,0.29,508.942,686.604,0.741,3.04,1.57,0.79,-0.824,2.0,32.45,11.44,5.0,-3.98,0.55,-0.007,A_ColdBreakout,3,17894.44921875,5.82,4.84,profit,profit,0.945,0.921,1.91,mixed,4,-0.07,7.14,1.0,1.91,1.57,1.0,1.0,1.0,0.921,0.055,0.024,False,True
2020-06-22,IDFCFIRSTB.NS,9.28,7-10%,1.73,0.53,-4.42,-8.14,flat,reversal,reversal,0.98,2.38,37.14,25.49,1.146,1.617,0.709,4.55,1.83,0.68,-10.926,2.69,46.09,46.46,2.0,9.04,14.97,5.39,E_Mixed,3,28.307348251342773,-4.93,-8.63,loss,loss,0.828,0.759,1.79,mixed,3,0.77,8.45,1.0,1.79,1.83,1.0,3.0,0.0,0.759,0.172,0.069,True,False
2020-06-22,RBLBANK.NS,7.93,7-10%,1.4,2.58,4.17,-1.45,flat,continuation,flat,2.49,4.68,57.48,-0.85,9.163,11.34,0.808,5.71,1.47,0.79,-14.784,1.87,74.63,66.32,1.0,20.87,32.79,8.28,D_DeadCat,3,183.84078979492188,1.55,-3.93,profit,loss,0.55,0.55,1.92,weak,2,0.71,7.17,1.0,1.92,1.47,0.0,3.0,0.0,0.55,0.45,0.0,True,False
2020-06-22,INDIANB.NS,14.5,10-15%,3.08,7.15,-0.93,0.08,continuation,flat,flat,1.35,-0.09,27.01,7.25,2.868,2.504,1.145,6.05,3.6,0.96,-5.983,3.77,79.26,35.26,1.0,10.84,15.02,4.165,E_Mixed,3,59.03288269042969,-7.54,-6.6,loss,loss,0.853,0.853,3.03,weak,2,1.07,13.29,1.0,3.03,3.6,1.0,2.0,1.0,0.853,0.147,0.0,True,False
2020-06-22,BAJAJHLDNG.NS,8.38,7-10%,1.16,6.57,-2.06,-4.25,continuation,reversal,reversal,5.17,9.0,26.77,10.78,97.18,108.763,0.894,4.32,1.06,0.98,-3.507,1.08,35.26,73.08,0.0,11.45,21.32,4.705,E_Mixed,3,2686.970703125,-8.09,-10.15,loss,loss,0.825,0.781,1.74,mixed,3,2.03,6.22,0.0,1.74,1.06,0.0,3.0,0.0,0.781,0.175,0.045,True,False
2020-06-22,GLENMARK.NS,26.97,15%+,10.05,-6.69,-11.86,-10.0,reversal,reversal,reversal,0.91,3.54,16.29,93.36,12.91,15.614,0.827,3.21,18.54,0.8,1.578,23.14,23.47,153.23,2.0,6.51,18.11,3.408,C_Shock,2,473.9766845703125,-5.55,-3.55,loss,loss,0.566,0.566,7.69,weak,1,9.99,15.44,0.0,7.69,18.54,0.0,3.0,0.0,0.566,0.434,0.0,True,True
2020-06-22,ELGIEQUIP.NS,16.64,15%+,13.21,-5.9,-9.11,-11.94,reversal,reversal,reversal,1.75,-0.58,11.76,9.08,3.224,3.576,0.902,4.56,34.31,0.65,-8.352,52.59,52.31,43.68,6.0,1.5,8.72,1.78,C_Shock,2,78.44389343261719,-3.41,-6.42,loss,loss,0.835,0.835,4.05,weak,2,-0.28,16.97,1.0,4.05,34.31,0.0,1.0,1.0,0.835,0.165,0.0,False,True
2020-06-22,KAJARIACER.NS,7.11,7-10%,1.95,3.03,2.25,-0.28,continuation,flat,flat,3.91,-0.3,18.21,-15.87,17.063,15.745,1.084,4.83,1.99,1.08,11.541,1.84,40.49,23.99,0.0,3.03,5.16,2.871,D_DeadCat,3,383.9822082519531,-0.75,-3.21,flat,loss,0.842,0.798,1.72,mixed,3,0.9,6.15,1.0,1.72,1.99,1.0,2.0,1.0,0.798,0.158,0.044,True,False
2020-06-23,UNIONBANK.NS,9.6,7-10%,2.98,-8.48,-5.84,-11.54,reversal,reversal,reversal,6.84,13.49,43.23,27.13,1.632,1.421,1.149,6.03,3.47,1.23,9.578,2.82,62.12,44.81,0.0,17.89,22.15,5.689,B_MomentumRun,0,28.41415023803711,2.89,-3.34,profit,loss,0.803,0.689,1.85,weak,2,3.2,6.2,0.0,1.85,3.47,1.0,4.0,0.0,0.689,0.197,0.115,False,True
2020-06-23,INDIANB.NS,7.15,7-10%,4.32,-5.29,-3.63,-10.08,reversal,reversal,reversal,14.5,18.29,45.75,41.74,3.69,2.81,1.313,7.15,5.48,1.24,8.016,4.43,76.25,54.87,0.0,24.45,30.7,5.23,B_MomentumRun,0,55.90787124633789,1.76,-5.05,profit,loss,0.389,0.298,2.0,weak,2,4.12,2.91,0.0,2.0,5.48,0.0,3.0,0.0,0.298,0.611,0.092,True,True
2020-06-23,TRENT.NS,12.11,10-15%,3.74,1.2,4.57,-6.4,flat,continuation,reversal,2.89,12.45,27.59,45.06,28.544,28.626,0.997,5.12,4.3,0.78,5.093,5.52,27.13,60.64,1.0,11.02,19.85,4.832,E_Mixed,0,661.17138671875,3.33,-7.51,profit,loss,0.723,0.571,3.81,weak,1,1.44,10.52,1.0,3.81,4.3,0.0,5.0,0.0,0.571,0.277,0.152,True,True
2020-06-23,PRESTIGE.NS,11.47,10-15%,1.67,-5.34,-6.53,-12.52,reversal,reversal,reversal,2.21,10.83,57.01,33.18,13.219,11.852,1.115,6.44,1.78,0.85,-6.04,2.09,49.09,60.83,2.0,20.48,26.6,8.583,E_Mixed,0,224.24188232421875,-1.26,-7.58,loss,loss,0.834,0.754,2.56,mixed,3,0.7,10.7,1.0,2.56,1.78,1.0,4.0,0.0,0.754,0.166,0.08,False,True
2020-06-23,EMAMILTD.NS,10.31,10-15%,3.19,-2.6,-1.69,-1.76,reversal,flat,flat,1.02,5.3,-1.28,25.9,6.907,7.889,0.875,3.87,3.7,0.87,9.293,4.24,42.3,55.59,3.0,3.26,2.36,-0.464,E_Mixed,3,196.3624725341797,0.94,0.87,flat,flat,0.814,0.814,2.91,mixed,3,0.1,10.2,1.0,2.91,3.7,1.0,4.0,0.0,0.814,0.186,0.0,False,True
2020-06-23,JYOTHYLAB.NS,8.42,7-10%,3.0,-4.45,-1.12,-5.89,reversal,flat,reversal,1.5,-0.73,14.41,30.56,3.649,4.307,0.847,3.3,3.5,1.03,-0.992,3.38,35.79,35.47,11.0,2.77,4.62,2.49,E_Mixed,3,111.0372314453125,3.48,-1.51,profit,loss,0.842,0.737,2.59,mixed,3,0.74,7.63,1.0,2.59,3.5,1.0,1.0,1.0,0.737,0.158,0.104,False,True
2020-06-23,BIRLACORPN.NS,7.74,7-10%,0.57,-5.12,-6.14,-8.73,reversal,reversal,reversal,2.57,16.74,20.68,43.22,44.037,34.979,1.259,8.32,0.5,0.48,6.019,1.04,26.87,58.17,1.0,10.21,28.19,6.509,E_Mixed,0,574.75048828125,-1.08,-3.81,loss,loss,0.769,0.658,1.61,weak,2,1.31,6.35,1.0,1.61,0.5,0.0,2.0,1.0,0.658,0.231,0.111,True,True
2020-06-23,KARURVYSYA.NS,15.98,15%+,6.84,-2.94,13.31,4.49,reversal,continuation,continuation,2.77,8.16,20.3,20.56,1.483,1.133,1.308,6.79,10.29,2.1,21.074,4.9,63.98,48.53,3.0,7.8,7.06,3.33,B_MomentumRun,0,24.0903263092041,16.75,7.66,profit,profit,0.896,0.854,3.25,weak,2,1.26,14.54,1.0,3.25,10.29,0.0,1.0,1.0,0.854,0.104,0.042,True,True
2020-06-24,PAGEIND.NS,8.22,7-10%,4.01,-2.22,-3.12,-2.44,reversal,reversal,reversal,-1.11,5.87,3.17,13.53,649.881,715.286,0.909,3.7,4.72,1.0,9.635,4.7,28.48,17.98,1.0,1.19,5.86,0.241,E_Mixed,3,18936.0,-0.92,-0.23,flat,flat,0.794,0.794,2.78,mixed,3,-0.61,8.89,1.0,2.78,4.72,0.0,0.0,1.0,0.794,0.206,0.0,False,True
2020-06-25,HAL.NS,13.38,10-15%,7.22,-3.84,-2.52,-2.13,reversal,reversal,reversal,-1.89,-2.02,25.76,45.7,7.826,12.969,0.603,2.47,9.46,0.44,-3.77,21.64,17.14,57.27,6.0,7.77,21.2,5.725,C_Shock,3,340.4612121582031,1.37,1.78,profit,profit,0.797,0.728,4.39,mixed,3,0.16,13.2,1.0,4.39,9.46,0.0,0.0,1.0,0.728,0.203,0.069,False,True
2020-06-25,KARURVYSYA.NS,7.66,7-10%,2.34,8.44,0.0,2.37,continuation,flat,flat,-2.94,12.77,33.69,53.3,1.99,1.418,1.404,8.2,2.63,2.45,45.072,1.08,58.45,67.2,0.0,17.43,19.59,4.974,B_MomentumRun,0,28.12459182739257,-7.79,-5.6,loss,loss,0.833,0.5,0.81,weak,1,5.26,2.27,0.0,0.81,2.63,1.0,0.0,1.0,0.5,0.167,0.333,True,False
2020-06-25,IIFL.NS,10.0,10-15%,2.66,-3.76,-10.48,-8.06,reversal,reversal,reversal,2.81,9.25,17.46,0.27,3.765,3.909,0.963,5.33,3.03,1.02,11.669,2.97,63.99,28.98,2.0,10.85,5.48,2.57,D_DeadCat,3,75.87832641601562,-6.99,-4.47,loss,loss,1.0,0.797,2.41,mixed,4,-0.47,10.52,1.0,2.41,3.03,1.0,7.0,0.0,0.797,0.0,0.203,True,True
2020-06-25,AAVAS.NS,9.08,7-10%,3.35,-3.63,-3.9,-6.4,reversal,reversal,reversal,-4.48,0.04,26.37,46.1,90.34,84.287,1.072,6.86,4.0,1.14,0.893,3.5,39.19,50.48,0.0,3.77,9.7,4.911,B_MomentumRun,3,1343.0,-0.28,-2.87,flat,loss,0.918,0.803,1.69,mixed,4,0.11,8.96,1.0,1.69,4.0,0.0,0.0,1.0,0.803,0.082,0.115,False,True
2020-06-26,KARURVYSYA.NS,8.44,7-10%,2.66,-5.05,-5.46,-7.1,reversal,reversal,reversal,7.66,24.54,45.79,67.91,2.144,1.502,1.427,7.9,3.02,2.51,37.358,1.2,54.49,80.0,0.0,24.02,28.07,6.309,B_MomentumRun,0,26.702991485595703,-0.43,-2.16,flat,loss,0.855,0.509,1.41,weak,2,4.3,3.98,0.0,1.41,3.02,1.0,1.0,1.0,0.509,0.145,0.345,False,True
2020-06-30,EMAMILTD.NS,7.42,7-10%,2.61,3.24,4.12,5.53,continuation,continuation,continuation,-6.97,-8.54,6.81,27.47,15.609,9.982,1.564,7.84,2.96,1.76,18.751,1.68,41.79,56.97,0.0,1.41,3.66,2.249,E_Mixed,0,204.48068237304688,0.86,2.22,flat,profit,0.687,0.687,1.95,weak,2,0.17,7.24,1.0,1.95,2.96,1.0,0.0,1.0,0.687,0.313,0.0,True,True
2020-07-01,MSTCLTD.NS,14.53,10-15%,4.07,-2.18,-1.71,0.21,reversal,flat,flat,-5.38,-7.07,8.0,54.2,6.977,8.324,0.838,6.74,5.0,0.52,-4.178,9.54,48.04,67.17,0.0,-5.56,10.55,2.266,E_Mixed,3,108.17484283447266,0.47,2.45,flat,profit,0.716,0.599,2.23,weak,2,3.03,11.16,0.0,2.23,5.0,0.0,0.0,1.0,0.599,0.284,0.117,False,True
2020-07-02,TATAPOWER.NS,8.03,7-10%,2.99,0.2,2.11,5.42,flat,flat,continuation,2.79,4.77,8.47,46.12,2.252,2.01,1.12,5.2,3.11,0.93,0.832,3.36,37.83,70.74,3.0,6.48,24.82,2.595,E_Mixed,3,46.44140625,1.9,5.21,profit,profit,0.818,0.636,2.29,weak,2,1.19,6.75,1.0,2.29,3.11,1.0,1.0,1.0,0.636,0.182,0.182,False,False
2020-07-02,MOIL.NS,8.21,7-10%,1.7,-2.41,-2.7,-4.56,reversal,reversal,reversal,0.82,-5.99,9.11,38.35,5.284,6.347,0.833,4.33,1.84,0.4,-4.89,4.62,16.5,65.93,2.0,-5.13,4.15,1.678,E_Mixed,3,125.9241943359375,-0.3,-2.2,flat,loss,0.773,0.773,1.99,mixed,4,0.04,8.17,1.0,1.99,1.84,1.0,1.0,1.0,0.773,0.227,0.0,False,True
2020-07-03,HAL.NS,9.94,7-10%,8.25,11.91,10.9,10.56,continuation,continuation,continuation,1.52,1.78,22.85,46.41,17.847,16.535,1.079,5.21,13.06,1.17,4.78,11.16,8.05,74.53,5.0,9.42,28.81,5.696,B_MomentumRun,0,426.3419799804688,-0.9,-1.21,flat,loss,0.79,0.642,1.62,mixed,3,4.99,4.72,0.0,1.62,13.06,0.0,1.0,1.0,0.642,0.21,0.148,True,True
2020-07-03,BEL.NS,9.15,7-10%,3.16,5.14,6.53,2.57,continuation,continuation,flat,0.39,4.4,20.42,27.31,1.059,1.077,0.983,3.87,3.65,1.3,-1.818,2.81,25.87,59.02,3.0,12.88,23.48,4.538,B_MomentumRun,3,30.820777893066406,1.32,-2.45,profit,loss,0.899,0.832,2.09,mixed,3,2.19,6.81,0.0,2.09,3.65,1.0,6.0,0.0,0.832,0.101,0.067,True,False
2020-07-06,M&M.NS,7.55,7-10%,1.89,-1.85,-1.8,-2.58,flat,flat,reversal,0.15,4.54,12.67,65.26,18.58,18.132,1.025,3.59,2.01,1.04,6.223,1.93,20.35,116.18,1.0,5.67,20.07,1.612,E_Mixed,0,531.9561157226562,0.05,-0.74,flat,flat,0.925,0.925,2.09,mixed,4,0.59,6.91,1.0,2.09,2.01,1.0,2.0,1.0,0.925,0.075,0.0,False,True
2020-07-06,HAL.NS,11.91,10-15%,8.61,2.74,-2.52,-2.56,flat,reversal,reversal,9.94,11.94,29.14,59.42,22.115,17.702,1.249,5.52,14.63,2.16,39.105,6.77,1.46,91.88,0.0,18.45,40.16,5.764,B_MomentumRun,0,438.029541015625,-5.12,-5.16,loss,loss,0.76,0.577,4.3,weak,2,0.42,11.44,1.0,4.3,14.63,0.0,2.0,1.0,0.577,0.24,0.183,True,True
2020-07-06,BHEL.NS,12.68,10-15%,2.23,-2.3,-3.44,-2.18,reversal,reversal,reversal,5.31,8.11,38.28,81.46,1.796,2.413,0.744,4.73,2.44,0.69,-5.688,3.55,47.58,110.05,0.0,16.61,37.97,5.886,E_Mixed,0,41.98731994628906,-1.18,0.12,loss,flat,0.848,0.804,2.29,mixed,3,1.03,11.52,1.0,2.29,2.44,1.0,3.0,0.0,0.804,0.152,0.045,False,True
2020-07-06,HINDCOPPER.NS,12.24,10-15%,5.61,-2.96,8.08,6.19,reversal,continuation,continuation,1.07,3.12,3.28,42.06,1.584,1.939,0.817,5.02,7.13,0.87,-4.028,8.22,35.1,81.37,1.0,5.59,18.33,2.043,E_Mixed,3,35.035125732421875,11.37,9.43,profit,profit,0.837,0.776,2.46,mixed,3,0.76,11.39,1.0,2.46,7.13,0.0,2.0,1.0,0.776,0.163,0.061,False,True
2020-07-06,BRIGADE.NS,13.55,10-15%,4.35,-3.3,-5.2,-6.06,reversal,reversal,reversal,0.49,-2.18,-1.34,-3.12,5.757,10.527,0.547,4.3,5.16,0.44,-33.551,11.72,47.82,46.02,1.0,-2.55,11.46,3.039,A_ColdBreakout,3,143.0280303955078,-1.96,-2.86,loss,loss,0.823,0.406,2.11,weak,1,6.7,6.42,0.0,2.11,5.16,0.0,1.0,1.0,0.406,0.177,0.417,True,True
2020-07-06,DEEPAKNTR.NS,7.75,7-10%,2.46,1.87,2.96,6.81,flat,flat,continuation,-0.5,-2.87,-2.62,10.77,14.156,15.974,0.886,2.99,2.48,0.65,-12.369,3.81,15.63,87.95,4.0,-1.34,-3.46,-0.47,A_ColdBreakout,3,516.775146484375,1.07,4.85,profit,profit,0.815,0.699,2.65,mixed,3,1.47,6.18,1.0,2.65,2.48,1.0,0.0,1.0,0.699,0.185,0.116,True,False
2020-07-07,DCBBANK.NS,8.1,7-10%,2.4,-3.32,-4.98,-8.58,reversal,reversal,reversal,1.13,6.8,12.29,-1.22,3.033,4.0,0.758,3.8,2.59,0.62,-6.476,4.2,66.86,39.4,3.0,3.67,11.27,2.805,D_DeadCat,3,80.33497619628906,-1.72,-5.44,loss,loss,0.795,0.714,2.2,mixed,3,-0.06,8.17,1.0,2.2,2.59,1.0,1.0,1.0,0.714,0.205,0.081,False,True
2020-07-07,BOSCHLTD.NS,11.99,10-15%,4.67,0.35,-1.11,-1.74,flat,flat,flat,2.21,5.42,7.58,25.27,445.237,394.449,1.129,4.05,5.73,1.22,4.293,4.68,30.26,53.34,2.0,7.88,15.2,0.985,B_MomentumRun,3,12491.6337890625,-1.45,-2.08,loss,loss,0.821,0.75,4.08,weak,2,1.13,10.74,1.0,4.08,5.73,0.0,1.0,1.0,0.75,0.179,0.071,False,True
2020-07-07,BAJAJHLDNG.NS,7.48,7-10%,2.28,-1.86,-4.21,-7.56,flat,reversal,reversal,4.24,4.38,6.03,31.1,86.41,122.032,0.708,3.49,2.39,0.86,-8.601,2.77,32.0,81.79,0.0,3.97,19.45,1.79,E_Mixed,3,2577.33642578125,-2.4,-5.81,loss,loss,0.84,0.768,1.66,mixed,3,1.11,6.29,1.0,1.66,2.39,1.0,1.0,1.0,0.768,0.16,0.073,False,True
2020-07-07,M&MFIN.NS,11.65,10-15%,3.04,-1.2,-0.02,-4.43,flat,flat,reversal,0.05,8.97,16.06,14.86,4.659,5.393,0.864,4.48,3.41,0.86,-2.888,3.98,55.36,45.81,2.0,6.77,14.52,3.233,E_Mixed,3,112.93550872802734,1.19,-3.27,profit,loss,0.842,0.817,2.66,mixed,3,0.19,11.44,1.0,2.66,3.41,1.0,1.0,1.0,0.817,0.158,0.025,True,False
2020-07-07,BAJFINANCE.NS,7.82,7-10%,1.7,-4.29,-1.13,-4.8,reversal,flat,reversal,6.05,9.81,27.22,33.26,12.655,15.452,0.819,4.19,1.77,0.84,-6.892,2.12,36.71,74.36,0.0,14.37,32.21,4.49,E_Mixed,3,314.24884033203125,3.31,-0.53,profit,flat,0.77,0.686,1.87,weak,2,1.33,6.41,1.0,1.87,1.77,1.0,1.0,1.0,0.686,0.23,0.084,False,True
2020-07-08,NEWGEN.NS,15.41,15%+,2.42,-0.8,-2.84,-2.76,flat,reversal,reversal,0.73,1.28,0.84,28.64,1.662,3.178,0.523,2.34,2.73,0.17,-1.103,16.25,51.76,57.19,16.0,1.6,3.47,-0.282,A_ColdBreakout,3,82.52662658691406,-2.05,-1.97,loss,loss,0.814,0.814,4.28,weak,2,0.07,15.33,1.0,4.28,2.73,1.0,3.0,0.0,0.814,0.186,0.0,True,True
2020-07-08,HINDCOPPER.NS,10.68,10-15%,5.74,0.63,-1.13,-8.4,flat,flat,reversal,-2.96,13.9,17.62,45.66,2.196,2.012,1.092,6.45,7.89,1.81,20.439,4.36,29.31,97.53,0.0,13.1,26.94,2.798,B_MomentumRun,0,39.01970291137695,-1.74,-8.97,loss,loss,0.597,0.514,3.48,weak,1,0.42,10.22,1.0,3.48,7.89,0.0,0.0,1.0,0.514,0.403,0.083,True,False
2020-07-09,MSTCLTD.NS,20.0,15%+,6.2,-2.32,-3.83,-7.46,reversal,reversal,reversal,-1.41,2.45,9.83,62.51,6.732,7.846,0.858,6.0,8.69,1.49,16.567,5.82,40.37,91.86,2.0,5.58,20.86,0.913,B_MomentumRun,0,129.90463256835938,-1.55,-5.26,loss,loss,1.0,0.884,2.95,mixed,4,1.53,18.19,1.0,2.95,8.69,0.0,0.0,1.0,0.884,0.0,0.116,True,True
2020-07-13,THYROCARE.NS,10.97,10-15%,8.45,-1.09,3.17,2.97,flat,continuation,flat,-1.37,3.1,2.08,0.69,3.612,3.464,1.043,2.3,14.09,1.44,14.03,9.8,68.54,36.8,3.0,3.0,2.31,-0.408,C_Shock,3,171.5369110107422,4.31,4.1,profit,profit,0.773,0.649,5.61,weak,1,2.9,7.85,0.0,5.61,14.09,0.0,0.0,1.0,0.649,0.227,0.124,True,True
2020-07-13,BAJAJCON.NS,9.31,7-10%,4.28,-1.14,14.72,12.21,flat,continuation,continuation,-0.69,-1.64,3.27,0.84,2.748,4.634,0.593,2.16,5.16,0.54,2.775,9.55,56.29,23.47,9.0,-2.46,0.97,-0.78,D_DeadCat,3,136.10147094726562,16.05,13.5,profit,profit,0.844,0.805,3.14,weak,2,-0.0,9.31,1.0,3.14,5.16,0.0,0.0,1.0,0.805,0.156,0.039,False,True
2020-07-15,TANLA.NS,7.56,7-10%,4.52,0.46,10.05,19.36,flat,continuation,continuation,5.1,5.92,18.92,41.81,3.433,2.835,1.211,4.7,5.73,1.6,15.131,3.57,8.9,119.41,0.0,11.98,18.15,3.157,B_MomentumRun,0,81.60933685302734,9.55,18.82,profit,profit,0.721,0.721,2.29,mixed,4,1.35,6.12,1.0,2.29,5.73,0.0,1.0,1.0,0.721,0.279,0.0,True,True
2020-07-15,WIPRO.NS,16.78,15%+,9.17,-0.32,3.06,1.24,flat,continuation,flat,-1.14,0.85,3.31,24.24,2.636,2.974,0.886,2.51,15.53,1.06,8.447,14.61,20.71,41.15,12.0,1.51,7.95,1.125,C_Shock,2,120.71321105957033,3.4,1.57,profit,profit,0.823,0.794,5.22,mixed,3,4.89,11.33,0.0,5.22,15.53,0.0,0.0,1.0,0.794,0.177,0.03,False,True
2020-07-15,COFORGE.NS,9.49,7-10%,2.49,-2.1,0.24,-2.43,reversal,flat,reversal,-2.84,0.2,15.24,42.78,12.105,11.544,1.049,4.11,2.8,0.99,3.642,2.83,24.15,111.33,1.0,7.1,8.58,3.225,E_Mixed,3,310.3131103515625,2.39,-0.33,profit,flat,0.943,0.943,2.24,mixed,4,1.08,8.32,1.0,2.24,2.8,1.0,0.0,1.0,0.943,0.057,0.0,True,True
2020-07-16,INFY.NS,9.63,7-10%,5.44,-0.86,2.83,-0.33,flat,flat,flat,6.09,6.3,16.4,33.02,24.8,19.623,1.264,3.22,7.27,1.0,4.348,7.31,2.06,65.39,0.0,10.55,16.77,2.794,E_Mixed,0,769.9498291015625,3.72,0.53,profit,flat,0.273,0.178,2.67,weak,2,8.32,1.21,0.0,2.67,7.27,0.0,1.0,1.0,0.178,0.727,0.096,False,True
2020-07-16,IPCALAB.NS,7.87,7-10%,2.99,1.6,-1.07,0.57,flat,flat,flat,-0.53,0.11,3.09,3.09,16.882,22.435,0.752,2.08,3.24,0.66,-2.57,4.9,9.66,95.92,12.0,-0.34,3.15,0.841,E_Mixed,3,887.0088500976562,-2.62,-1.01,loss,loss,0.885,0.679,3.5,mixed,3,1.29,6.5,1.0,3.5,3.24,1.0,0.0,1.0,0.679,0.115,0.206,True,False
2020-07-16,BAJAJCON.NS,19.98,15%+,6.7,-3.27,-6.07,-3.71,reversal,reversal,reversal,-3.28,3.8,-1.25,-4.26,7.195,5.048,1.425,5.36,9.55,1.7,25.66,5.6,54.32,29.04,0.0,0.91,4.86,1.015,D_DeadCat,0,152.77500915527344,-2.89,-0.46,loss,flat,1.0,1.0,5.63,mixed,3,-1.6,21.93,1.0,5.63,9.55,0.0,0.0,1.0,1.0,0.0,0.0,False,True
2020-07-17,HAL.NS,11.19,10-15%,1.71,-1.48,-3.06,-2.94,flat,reversal,reversal,-2.87,-10.55,19.05,55.89,23.8,25.918,0.918,5.94,1.86,0.65,-43.496,2.89,18.0,89.76,1.0,1.52,23.94,4.746,E_Mixed,3,412.7100830078125,-1.61,-1.48,loss,loss,0.931,0.767,1.95,strong,5,0.9,10.19,1.0,1.95,1.86,1.0,0.0,1.0,0.767,0.069,0.164,False,True
