date,ticker,day_return,bucket,volume_ratio,fwd_1d,fwd_3d,fwd_5d,label_1d,label_3d,label_5d
2020-09-14,DEEPAKNTR.NS,8.52,7-10%,1.48,7.76,6.51,2.16,continuation,continuation,flat
2020-09-15,TRENT.NS,7.54,7-10%,2.23,1.01,-8.81,-15.18,flat,reversal,reversal
2020-09-15,IFBIND.NS,10.42,10-15%,3.05,2.02,-1.53,-11.55,flat,flat,reversal
2020-09-15,RADICO.NS,7.18,7-10%,3.55,5.64,1.79,-5.62,continuation,flat,reversal
2020-09-15,DEEPAKNTR.NS,7.76,7-10%,1.68,-0.01,-0.4,-1.07,flat,flat,flat
2020-09-16,JINDALSAW.NS,7.94,7-10%,3.78,4.34,-6.69,-5.74,continuation,reversal,reversal
2020-09-17,KPITTECH.NS,7.34,7-10%,3.59,3.06,2.49,6.22,continuation,flat,continuation
2020-09-18,DRREDDY.NS,10.48,10-15%,8.59,-3.59,-4.23,-4.15,reversal,reversal,reversal
2020-09-18,CIPLA.NS,7.29,7-10%,4.72,-4.73,-4.82,-4.48,reversal,reversal,reversal
2020-09-18,NATCOPHARM.NS,15.2,15%+,11.85,0.15,-4.42,-0.46,flat,reversal,flat
2020-09-23,ROUTE.NS,18.73,15%+,,9.63,11.57,-2.12,continuation,continuation,reversal
2020-09-24,APOLLOHOSP.NS,7.14,7-10%,3.78,4.11,7.06,7.3,continuation,continuation,continuation
2020-09-24,ROUTE.NS,9.63,7-10%,,3.9,-8.4,-13.3,continuation,reversal,reversal
2020-09-25,COFORGE.NS,8.98,7-10%,2.64,3.46,0.77,1.77,continuation,flat,flat
2020-09-25,IDFCFIRSTB.NS,8.7,7-10%,1.1,3.58,2.04,2.9,continuation,flat,flat
2020-09-25,MANAPPURAM.NS,8.7,7-10%,1.2,2.38,2.68,9.02,flat,flat,continuation
2020-09-25,ASHOKLEY.NS,13.2,10-15%,2.01,0.39,-2.49,-1.38,flat,reversal,flat
2020-09-25,IFBIND.NS,12.41,10-15%,1.38,0.48,-2.5,-2.12,flat,reversal,reversal
2020-09-25,RPOWER.NS,9.43,7-10%,1.47,-1.72,-5.17,-5.17,flat,reversal,reversal
2020-09-28,INDUSINDBK.NS,7.82,7-10%,1.35,-3.4,6.68,12.2,reversal,continuation,continuation
2020-09-28,ESCORTS.NS,7.66,7-10%,1.46,1.39,-0.93,-3.45,flat,flat,reversal
2020-09-29,RAYMOND.NS,7.53,7-10%,3.53,1.01,1.29,-0.89,flat,flat,flat
2020-09-29,BLUEDART.NS,7.02,7-10%,1.86,0.13,3.38,0.96,flat,continuation,flat
2020-10-01,INDUSINDBK.NS,12.29,10-15%,2.69,1.58,4.54,5.21,flat,continuation,continuation
2020-10-05,TCS.NS,7.23,7-10%,2.88,0.31,4.43,4.59,flat,continuation,continuation
2020-10-05,METROPOLIS.NS,7.1,7-10%,0.88,1.8,1.65,4.76,flat,flat,continuation
2020-10-06,THYROCARE.NS,14.1,10-15%,11.02,20.0,20.88,24.37,continuation,continuation,continuation
2020-10-06,IFBIND.NS,7.03,7-10%,1.34,-0.91,-0.09,1.85,flat,flat,flat
2020-10-06,SOBHA.NS,9.44,7-10%,7.07,-1.14,-0.38,-0.65,flat,flat,flat
2020-10-07,LALPATHLAB.NS,11.63,10-15%,6.67,-3.88,-2.2,-7.67,reversal,reversal,reversal
2020-10-07,THYROCARE.NS,20.0,15%+,8.93,-3.86,3.83,-0.98,reversal,continuation,flat
2020-10-08,WIPRO.NS,7.2,7-10%,4.07,4.05,4.59,-4.97,continuation,continuation,reversal
2020-10-12,COFORGE.NS,8.16,7-10%,2.91,4.87,-5.96,-4.65,continuation,reversal,reversal
2020-10-13,NEWGEN.NS,8.68,7-10%,3.05,-1.77,-5.19,-1.61,flat,reversal,flat
2020-10-16,IFBIND.NS,7.62,7-10%,6.19,3.93,3.39,2.17,continuation,continuation,flat
2020-10-16,SUNTECK.NS,8.0,7-10%,2.91,0.26,4.07,2.27,flat,continuation,flat
2020-10-16,NCLIND.NS,7.54,7-10%,1.32,1.34,10.62,16.88,flat,continuation,continuation
2020-10-19,FEDERALBNK.NS,7.66,7-10%,2.74,1.16,0.53,-3.65,flat,flat,reversal
2020-10-19,BANKBARODA.NS,8.19,7-10%,1.71,-4.01,-1.72,-2.06,reversal,flat,reversal
2020-10-20,OBEROIRLTY.NS,17.45,15%+,7.12,3.24,-0.12,-3.45,continuation,flat,reversal
2020-10-20,HINDCOPPER.NS,10.96,10-15%,9.51,-2.88,-4.94,-5.08,reversal,reversal,reversal
2020-10-20,BRIGADE.NS,7.36,7-10%,5.07,5.17,1.71,1.1,continuation,flat,flat
2020-10-20,JPPOWER.NS,8.89,7-10%,0.62,2.04,6.12,-2.04,flat,continuation,reversal
2020-10-21,GODREJPROP.NS,11.5,10-15%,7.54,0.42,-1.94,-4.59,flat,flat,reversal
2020-10-21,NEWGEN.NS,9.11,7-10%,11.68,3.58,3.31,3.47,continuation,continuation,continuation
2020-10-21,SOBHA.NS,11.22,10-15%,5.06,2.4,-4.42,-6.28,flat,reversal,reversal
2020-10-22,SUNDARMFIN.NS,8.17,7-10%,3.32,-1.17,2.12,5.33,flat,flat,continuation
2020-10-22,ROUTE.NS,9.19,7-10%,0.94,-2.27,0.95,15.49,reversal,flat,continuation
2020-10-22,RPOWER.NS,12.24,10-15%,6.93,20.0,10.91,27.27,continuation,continuation,continuation
2020-10-23,ABFRL.NS,7.46,7-10%,11.29,-2.27,-4.46,-7.06,reversal,reversal,reversal
2020-10-23,JPPOWER.NS,8.33,7-10%,3.23,-3.85,-9.62,-11.54,reversal,reversal,reversal
2020-10-23,RPOWER.NS,20.0,15%+,6.31,1.52,-9.09,6.06,flat,reversal,continuation
2020-10-26,THYROCARE.NS,7.31,7-10%,1.6,5.81,0.11,1.24,continuation,flat,flat
2020-10-27,KOTAKBANK.NS,12.05,10-15%,6.25,-2.29,-2.54,0.37,reversal,reversal,flat
2020-10-27,TRENT.NS,7.35,7-10%,3.96,0.05,-3.33,-4.03,flat,reversal,reversal
2020-10-27,IPCALAB.NS,11.23,10-15%,7.31,-1.04,-2.07,-1.97,flat,reversal,flat
2020-10-28,ROUTE.NS,10.0,7-10%,2.4,4.01,20.2,8.48,continuation,continuation,continuation
2020-10-29,RPOWER.NS,16.67,15%+,2.14,0.0,-10.0,-12.86,flat,reversal,reversal
2020-10-29,NAVINFLUOR.NS,7.14,7-10%,6.54,-1.47,1.93,9.6,flat,flat,continuation
2020-10-30,CHOLAFIN.NS,9.26,7-10%,4.47,7.25,7.47,11.11,continuation,continuation,continuation
2020-10-30,TVSMOTOR.NS,7.85,7-10%,6.51,0.64,3.39,5.35,flat,continuation,continuation
2020-10-30,BLUEDART.NS,13.82,10-15%,8.53,4.43,1.54,0.73,continuation,flat,flat
2020-11-02,INDUSINDBK.NS,7.28,7-10%,1.94,2.9,13.69,23.41,flat,continuation,continuation
2020-11-02,HAVELLS.NS,7.38,7-10%,3.7,0.22,4.64,5.42,flat,continuation,continuation
2020-11-02,GODREJPROP.NS,10.37,10-15%,3.49,-9.21,-20.11,-15.8,reversal,reversal,reversal
2020-11-02,CHOLAFIN.NS,7.25,7-10%,2.3,1.19,4.44,4.21,flat,continuation,continuation
2020-11-02,BANKBARODA.NS,7.55,7-10%,2.05,0.45,2.01,4.24,flat,flat,continuation
2020-11-02,ROUTE.NS,10.0,7-10%,1.32,-5.0,-14.26,-14.9,reversal,reversal,reversal
2020-11-03,SUNDARMFIN.NS,8.54,7-10%,4.5,-0.93,-0.08,-1.28,flat,flat,flat
2020-11-05,NATIONALUM.NS,7.08,7-10%,1.97,0.46,4.0,4.77,flat,continuation,continuation
2020-11-05,BRIGADE.NS,11.38,10-15%,4.93,-2.41,-0.71,-4.72,reversal,flat,reversal
2020-11-06,NCLIND.NS,9.44,7-10%,3.29,2.29,-0.74,0.77,flat,flat,flat
2020-11-09,ELGIEQUIP.NS,11.44,10-15%,12.56,2.5,-1.08,1.38,flat,flat,flat
2020-11-09,IFBIND.NS,7.45,7-10%,1.39,-1.09,1.98,3.55,flat,flat,continuation
2020-11-10,LT.NS,7.02,7-10%,1.98,2.49,1.72,4.57,flat,flat,continuation
2020-11-10,BAJFINANCE.NS,8.89,7-10%,2.2,1.43,3.98,6.64,flat,continuation,continuation
2020-11-10,INDUSINDBK.NS,7.71,7-10%,2.79,-5.66,-7.98,-6.11,reversal,reversal,reversal
2020-11-10,UBL.NS,8.04,7-10%,3.25,-1.39,-2.9,-1.44,flat,reversal,flat
2020-11-10,PHOENIXLTD.NS,7.55,7-10%,7.68,-0.7,3.09,4.93,flat,continuation,continuation
2020-11-10,M&MFIN.NS,8.15,7-10%,2.69,-2.49,-1.88,-0.75,reversal,flat,flat
2020-11-10,ASHOKLEY.NS,8.01,7-10%,2.09,-1.98,-0.55,0.77,flat,flat,flat
2020-11-11,TATASTEEL.NS,7.25,7-10%,1.82,-0.17,3.85,9.13,flat,continuation,continuation
2020-11-11,APOLLOHOSP.NS,7.96,7-10%,2.72,-3.87,4.07,4.25,reversal,continuation,continuation
2020-11-13,APOLLOHOSP.NS,7.36,7-10%,3.0,0.83,1.01,3.7,flat,flat,continuation
2020-11-14,THYROCARE.NS,50.0,15%+,0.03,-67.63,-69.12,-66.0,reversal,reversal,reversal
2020-11-17,IIFL.NS,19.99,15%+,5.88,10.57,2.75,0.27,continuation,flat,flat
2020-11-17,BRIGADE.NS,7.16,7-10%,4.09,-0.41,0.75,-0.8,flat,flat,flat
2020-11-17,TCI.NS,7.26,7-10%,3.4,0.29,-0.9,-2.4,flat,flat,reversal
2020-11-18,M&M.NS,10.75,10-15%,5.27,-0.26,-0.04,2.01,flat,flat,flat
2020-11-18,ABB.NS,9.77,7-10%,5.16,-3.18,-0.57,-4.95,reversal,flat,reversal
2020-11-18,M&MFIN.NS,7.59,7-10%,2.23,-0.64,1.34,3.0,flat,flat,flat
2020-11-18,IIFL.NS,10.57,10-15%,6.47,-6.03,-5.87,-12.17,reversal,reversal,reversal
2020-11-19,INOXWIND.NS,10.09,10-15%,5.71,20.0,14.58,9.06,continuation,continuation,continuation
2020-11-20,BAJAJFINSV.NS,9.19,7-10%,2.97,2.71,2.05,2.53,flat,flat,flat
2020-11-20,INOXWIND.NS,20.0,15%+,6.52,6.08,-12.59,-12.24,continuation,reversal,reversal
2020-11-23,BHEL.NS,7.36,7-10%,2.81,0.0,0.32,8.61,flat,flat,continuation
2020-11-23,IDFCFIRSTB.NS,9.67,7-10%,3.96,0.14,-2.85,0.68,flat,reversal,flat
2020-11-23,BAJAJHLDNG.NS,7.91,7-10%,4.23,-4.74,-7.43,-4.7,reversal,reversal,reversal
2020-11-24,BOSCHLTD.NS,9.82,7-10%,5.03,-0.42,-1.26,2.47,flat,flat,flat
2020-11-24,SUNTECK.NS,11.95,10-15%,8.07,-3.99,-1.55,2.83,reversal,flat,flat
2020-11-25,DCBBANK.NS,7.03,7-10%,4.21,0.19,9.25,12.85,flat,continuation,continuation
2020-11-26,SIEMENS.NS,11.17,10-15%,10.18,-0.21,-0.65,0.79,flat,flat,flat
2020-11-27,CHOLAFIN.NS,7.91,7-10%,1.94,-3.58,-4.63,-6.23,reversal,reversal,reversal
2020-11-27,CUMMINSIND.NS,9.81,7-10%,4.39,-1.29,-2.31,-3.08,flat,reversal,reversal
2020-11-27,BAJAJCON.NS,7.28,7-10%,6.98,1.52,-3.01,-1.22,flat,reversal,flat
2020-11-27,EXIDEIND.NS,7.07,7-10%,3.64,-0.54,-0.57,2.19,flat,flat,flat
2020-11-27,VBL.NS,12.07,10-15%,5.07,-4.11,-2.87,-1.29,reversal,reversal,flat
2020-11-27,IGL.NS,10.77,10-15%,7.58,-2.82,-2.48,-3.14,reversal,reversal,reversal
2020-11-27,MGL.NS,14.51,10-15%,6.35,-0.43,-2.14,-2.15,flat,reversal,reversal
2020-11-27,DEEPAKNTR.NS,7.42,7-10%,3.36,-0.1,-2.05,-1.58,flat,reversal,flat
2020-12-01,PRESTIGE.NS,8.29,7-10%,2.22,0.28,-0.1,-0.86,flat,flat,flat
2020-12-01,IIFL.NS,12.57,10-15%,2.8,5.81,3.59,3.95,continuation,continuation,continuation
2020-12-01,INOXWIND.NS,8.8,7-10%,1.46,-4.82,-6.18,-9.09,reversal,reversal,reversal
2020-12-01,MAHLIFE.NS,11.02,10-15%,6.01,-0.64,2.58,5.32,flat,flat,continuation
2020-12-01,JKLAKSHMI.NS,7.11,7-10%,1.93,0.79,2.34,1.23,flat,flat,flat
2020-12-02,ADANIENT.NS,7.55,7-10%,2.69,-1.37,0.84,-1.02,flat,flat,flat
2020-12-02,PHOENIXLTD.NS,11.42,10-15%,5.39,-1.53,-4.54,-1.12,flat,reversal,flat
2020-12-02,AIAENG.NS,12.17,10-15%,4.25,-1.81,-1.97,-3.25,flat,flat,reversal
2020-12-03,MARUTI.NS,7.39,7-10%,2.84,0.83,0.3,-0.04,flat,flat,flat
2020-12-03,BANKBARODA.NS,7.76,7-10%,2.16,1.29,11.84,13.81,flat,continuation,continuation
2020-12-03,INDIANB.NS,7.05,7-10%,4.76,0.27,16.87,18.04,flat,continuation,continuation
2020-12-04,MAXHEALTH.NS,8.78,7-10%,2.49,6.67,-0.07,0.97,continuation,flat,flat
2020-12-04,IRCTC.NS,13.97,10-15%,11.61,7.7,3.0,-9.53,continuation,flat,reversal
2020-12-04,JPPOWER.NS,8.16,7-10%,2.68,18.87,16.98,47.17,continuation,continuation,continuation
2020-12-07,IRCTC.NS,7.7,7-10%,6.08,-2.54,-14.12,-12.57,reversal,reversal,reversal
2020-12-07,JPPOWER.NS,18.87,15%+,3.89,6.35,3.17,30.16,continuation,continuation,continuation
2020-12-08,PNB.NS,13.57,10-15%,3.63,-2.96,-0.25,0.0,reversal,flat,flat
2020-12-08,BANKBARODA.NS,8.4,7-10%,2.69,0.61,0.38,2.99,flat,flat,flat
2020-12-08,CANBK.NS,16.7,15%+,3.53,-6.46,-8.58,-10.95,reversal,reversal,reversal
2020-12-08,UNIONBANK.NS,8.15,7-10%,4.1,0.3,-2.07,-1.03,flat,reversal,flat
2020-12-08,INDIANB.NS,14.9,10-15%,5.42,4.99,0.88,8.74,continuation,flat,continuation
2020-12-08,IFBIND.NS,9.98,7-10%,3.5,5.38,12.69,22.43,continuation,continuation,continuation
2020-12-09,KARURVYSYA.NS,9.58,7-10%,4.95,6.61,7.4,6.95,continuation,continuation,continuation
2020-12-09,ELGIEQUIP.NS,9.19,7-10%,4.72,-1.12,9.84,8.79,flat,continuation,continuation
2020-12-09,HINDCOPPER.NS,7.86,7-10%,2.43,-4.18,13.72,24.87,reversal,continuation,continuation
2020-12-09,GODFRYPHLP.NS,7.78,7-10%,7.91,0.2,-0.87,-1.8,flat,flat,flat
2020-12-11,INOXWIND.NS,9.14,7-10%,1.63,4.95,17.21,13.96,continuation,continuation,continuation
2020-12-11,JPPOWER.NS,20.0,15%+,4.31,5.13,-14.1,-14.1,continuation,reversal,reversal
2020-12-14,INDIANB.NS,11.58,10-15%,2.39,-3.39,-5.53,-18.3,reversal,reversal,reversal
2020-12-14,IFBIND.NS,12.81,10-15%,6.05,-3.69,-6.19,-10.75,reversal,reversal,reversal
2020-12-14,HINDCOPPER.NS,19.75,15%+,5.5,-3.3,19.23,8.39,reversal,continuation,continuation
2020-12-16,DLF.NS,9.72,7-10%,3.86,-0.47,-8.75,-2.78,flat,reversal,reversal
2020-12-16,INOXWIND.NS,9.97,7-10%,1.41,-4.53,-7.61,-9.99,reversal,reversal,reversal
2020-12-16,HINDCOPPER.NS,13.55,10-15%,4.67,8.58,-1.29,5.24,continuation,flat,continuation
2020-12-17,HINDCOPPER.NS,8.58,7-10%,4.25,0.95,-7.75,-4.51,flat,reversal,reversal
2020-12-18,KPITTECH.NS,7.36,7-10%,4.98,-10.66,2.21,8.78,reversal,flat,continuation
2020-12-22,COFORGE.NS,7.25,7-10%,1.83,2.69,4.98,5.12,flat,continuation,continuation
2020-12-22,KPITTECH.NS,12.77,10-15%,3.37,1.45,7.96,11.28,flat,continuation,continuation
2020-12-22,KOLTEPATIL.NS,8.61,7-10%,1.64,7.12,8.67,8.4,continuation,continuation,continuation
2020-12-23,GODREJPROP.NS,7.75,7-10%,1.85,-0.8,2.17,4.15,flat,flat,continuation
2020-12-23,HONAUT.NS,7.09,7-10%,2.97,2.66,-0.59,-0.42,flat,flat,flat
2020-12-23,MPHASIS.NS,10.77,10-15%,4.59,-1.34,-1.04,-2.27,flat,flat,reversal
2020-12-23,VEDL.NS,8.16,7-10%,2.17,8.24,6.41,7.28,continuation,continuation,continuation
2020-12-23,TATAELXSI.NS,8.17,7-10%,4.45,-1.48,3.86,2.75,flat,continuation,flat
2020-12-23,KOLTEPATIL.NS,7.12,7-10%,3.63,0.29,-0.71,2.33,flat,flat,flat
2020-12-24,WHIRLPOOL.NS,11.74,10-15%,6.26,2.08,2.33,3.42,flat,flat,continuation
2020-12-24,VEDL.NS,8.24,7-10%,5.89,0.37,-0.49,-1.5,flat,flat,flat
2020-12-28,KPITTECH.NS,9.19,7-10%,3.12,1.04,9.1,11.76,flat,continuation,continuation
2020-12-29,IFBIND.NS,7.14,7-10%,2.09,-1.81,0.09,1.52,flat,flat,flat
2020-12-30,SOBHA.NS,7.35,7-10%,2.85,8.41,5.02,7.36,continuation,continuation,continuation
2020-12-31,SOBHA.NS,8.41,7-10%,3.67,-2.03,0.33,6.69,reversal,flat,continuation
2021-01-01,BHEL.NS,7.8,7-10%,2.37,5.04,1.81,1.68,continuation,flat,flat
2021-01-01,MSTCLTD.NS,7.48,7-10%,4.5,-0.51,4.4,2.75,flat,continuation,flat
2021-01-04,TATASTEEL.NS,7.76,7-10%,2.38,-1.8,4.3,0.38,flat,continuation,flat
2021-01-04,CHOLAFIN.NS,7.75,7-10%,3.29,-1.35,-2.68,-3.71,flat,reversal,reversal
2021-01-04,AAVAS.NS,8.51,7-10%,1.46,8.28,1.3,3.95,continuation,flat,continuation
2021-01-05,AAVAS.NS,8.28,7-10%,4.31,-5.51,-4.38,-2.78,reversal,reversal,reversal
2021-01-06,SUPRAJIT.NS,9.22,7-10%,7.88,-0.6,-0.87,0.73,flat,flat,flat
2021-01-06,MSTCLTD.NS,7.14,7-10%,3.28,-1.5,-2.64,5.79,flat,reversal,continuation
2021-01-07,MAXHEALTH.NS,8.74,7-10%,4.24,-1.22,4.67,3.23,flat,continuation,continuation
2021-01-07,IDFCFIRSTB.NS,10.63,10-15%,5.23,-3.06,2.95,0.98,reversal,flat,flat
2021-01-07,HINDCOPPER.NS,7.74,7-10%,2.25,1.12,-3.07,-2.02,flat,reversal,reversal
2021-01-07,SOBHA.NS,7.73,7-10%,2.24,6.86,7.99,9.65,continuation,continuation,continuation
2021-01-08,ELGIEQUIP.NS,12.65,10-15%,8.35,-0.17,-2.56,-7.53,flat,reversal,reversal
2021-01-12,DLF.NS,8.34,7-10%,2.79,4.82,4.45,8.02,continuation,continuation,continuation
2021-01-12,BANKBARODA.NS,10.12,10-15%,2.11,6.36,6.22,7.07,continuation,continuation,continuation
2021-01-12,CANBK.NS,7.95,7-10%,1.35,4.06,-1.33,-0.43,continuation,flat,flat
2021-01-13,TATAELXSI.NS,13.62,10-15%,6.21,4.99,4.97,17.52,continuation,continuation,continuation
2021-01-14,HAL.NS,9.51,7-10%,8.78,-4.18,-3.87,-4.03,reversal,reversal,reversal
2021-01-14,MSTCLTD.NS,13.19,10-15%,4.31,16.86,11.11,6.16,continuation,continuation,continuation
2021-01-15,MSTCLTD.NS,16.86,15%+,4.39,-9.12,-7.56,-11.92,reversal,reversal,reversal
2021-01-19,CHOLAFIN.NS,7.01,7-10%,2.55,4.45,-3.61,-6.27,continuation,reversal,reversal
2021-01-19,IDFCFIRSTB.NS,7.5,7-10%,1.33,2.59,-1.3,-4.69,flat,flat,reversal
2021-01-19,TATAELXSI.NS,7.38,7-10%,1.16,4.26,-4.03,-0.56,continuation,reversal,flat
2021-01-21,HAVELLS.NS,10.96,10-15%,7.79,-0.82,-1.4,-7.45,flat,flat,reversal
2021-01-21,APOLLOTYRE.NS,7.63,7-10%,4.41,6.72,-7.11,-9.5,continuation,reversal,reversal
2021-01-21,CEATLTD.NS,8.98,7-10%,5.21,4.77,4.48,3.02,continuation,continuation,continuation
2021-01-22,BAJAJ-AUTO.NS,10.43,10-15%,8.09,1.94,1.13,0.62,flat,flat,flat
2021-01-22,ORIENTELEC.NS,7.43,7-10%,2.45,-5.05,-4.46,5.65,reversal,reversal,continuation
2021-01-25,AUROPHARMA.NS,8.1,7-10%,4.04,-3.91,-9.35,-7.71,reversal,reversal,reversal
2021-01-27,TATAELXSI.NS,7.25,7-10%,1.43,-2.55,10.96,8.19,reversal,continuation,continuation
2021-01-29,IIFL.NS,19.98,15%+,5.26,19.99,44.36,37.19,continuation,continuation,continuation
2021-01-29,KPITTECH.NS,7.41,7-10%,2.99,-3.43,-5.18,-7.11,reversal,reversal,reversal
2021-02-01,ICICIBANK.NS,12.44,10-15%,2.87,2.24,4.06,4.27,flat,continuation,continuation
2021-02-01,SBIN.NS,10.14,10-15%,2.41,7.21,14.29,27.79,continuation,continuation,continuation
2021-02-01,LT.NS,8.55,7-10%,2.53,4.92,5.59,7.11,continuation,continuation,continuation
2021-02-01,AXISBANK.NS,7.01,7-10%,1.52,0.68,4.87,3.78,flat,continuation,continuation
2021-02-01,ULTRACEMCO.NS,7.83,7-10%,1.86,6.6,7.64,10.86,continuation,continuation,continuation
2021-02-01,BAJAJFINSV.NS,11.45,10-15%,2.0,-2.53,-0.22,3.08,reversal,flat,continuation
2021-02-01,INDUSINDBK.NS,14.71,10-15%,3.11,0.52,6.34,6.65,flat,continuation,continuation
2021-02-01,AMBUJACEM.NS,7.17,7-10%,1.13,5.92,4.58,5.2,continuation,continuation,continuation
2021-02-01,SHREECEM.NS,7.77,7-10%,2.0,7.7,10.38,14.17,continuation,continuation,continuation
2021-02-01,RAMCOCEM.NS,7.1,7-10%,1.11,4.88,3.7,11.36,continuation,continuation,continuation
2021-02-01,DLF.NS,10.26,10-15%,1.51,4.56,8.2,11.15,continuation,continuation,continuation
2021-02-01,PHOENIXLTD.NS,7.66,7-10%,1.21,5.51,0.27,-0.77,continuation,flat,flat
2021-02-01,CHOLAFIN.NS,11.34,10-15%,1.54,-0.87,4.84,3.98,flat,continuation,continuation
2021-02-01,LICHSGFIN.NS,9.4,7-10%,1.63,1.87,4.47,1.02,flat,continuation,flat
2021-02-01,CUMMINSIND.NS,9.55,7-10%,1.94,4.08,7.47,8.53,continuation,continuation,continuation
2021-02-01,RBLBANK.NS,10.78,10-15%,1.46,2.34,8.63,4.45,flat,continuation,continuation
2021-02-01,PNB.NS,7.2,7-10%,1.44,1.26,13.29,6.29,flat,continuation,continuation
2021-02-01,BANKBARODA.NS,8.6,7-10%,1.43,1.01,11.03,9.54,flat,continuation,continuation
2021-02-01,CANBK.NS,7.77,7-10%,1.6,3.02,13.99,11.39,continuation,continuation,continuation
2021-02-01,INDIANB.NS,7.07,7-10%,1.27,7.13,25.4,36.17,continuation,continuation,continuation
2021-02-01,DCBBANK.NS,7.58,7-10%,2.36,6.67,7.74,5.51,continuation,continuation,continuation
2021-02-01,IIFL.NS,19.99,15%+,4.19,9.99,13.94,16.24,continuation,continuation,continuation
2021-02-01,TATAELXSI.NS,9.63,7-10%,1.03,-3.0,-4.13,-3.66,reversal,reversal,reversal
2021-02-01,ASHOKLEY.NS,10.15,10-15%,1.4,8.4,11.35,11.31,continuation,continuation,continuation
2021-02-01,APOLLOTYRE.NS,8.67,7-10%,1.03,6.46,14.11,16.45,continuation,continuation,continuation
2021-02-01,MSTCLTD.NS,9.99,7-10%,0.73,9.98,18.75,62.03,continuation,continuation,continuation
2021-02-01,SUNTECK.NS,7.11,7-10%,0.88,2.22,1.23,6.47,flat,flat,continuation
2021-02-02,SBIN.NS,7.21,7-10%,2.57,0.86,18.01,18.52,flat,continuation,continuation
2021-02-02,SHREECEM.NS,7.7,7-10%,2.98,-1.66,1.1,6.56,flat,flat,continuation
2021-02-02,SIEMENS.NS,7.86,7-10%,2.73,-1.31,1.16,1.84,flat,flat,flat
2021-02-02,INDIANB.NS,7.13,7-10%,2.17,0.49,25.92,24.25,flat,continuation,continuation
2021-02-02,IIFL.NS,9.99,7-10%,0.49,9.39,3.96,16.25,continuation,continuation,continuation
2021-02-02,ASHOKLEY.NS,8.4,7-10%,1.8,1.63,-0.49,1.85,flat,flat,flat
2021-02-02,TVSMOTOR.NS,7.57,7-10%,2.17,3.86,1.52,5.04,continuation,flat,continuation
2021-02-02,PNCINFRA.NS,10.27,10-15%,1.8,3.6,12.98,19.71,continuation,continuation,continuation
2021-02-02,KEC.NS,7.74,7-10%,4.19,2.43,2.94,6.82,flat,flat,continuation
2021-02-02,MSTCLTD.NS,9.98,7-10%,0.26,-1.55,23.19,44.13,flat,continuation,continuation
2021-02-02,NAVINFLUOR.NS,7.02,7-10%,1.96,1.83,0.43,0.53,flat,flat,flat
2021-02-03,INDUSINDBK.NS,7.47,7-10%,2.49,-1.56,-1.28,-2.46,flat,flat,reversal
2021-02-03,IIFL.NS,9.39,7-10%,5.1,-5.3,-3.39,16.89,reversal,reversal,continuation
2021-02-03,IPCALAB.NS,7.86,7-10%,1.86,-1.72,-4.62,-3.13,flat,reversal,reversal
2021-02-03,BAJAJCON.NS,19.98,15%+,10.84,2.66,3.07,3.21,flat,continuation,continuation
2021-02-03,CEATLTD.NS,7.54,7-10%,1.05,4.03,0.59,-0.96,continuation,flat,flat
2021-02-04,THERMAX.NS,18.96,15%+,11.01,-2.23,-4.27,-4.69,reversal,reversal,reversal
2021-02-04,INDIANB.NS,16.48,15%+,4.48,7.58,6.15,4.17,continuation,continuation,continuation
2021-02-04,KARURVYSYA.NS,10.69,10-15%,3.65,9.04,15.31,16.44,continuation,continuation,continuation
2021-02-04,APOLLOTYRE.NS,7.21,7-10%,3.44,-0.92,-0.14,-1.58,flat,flat,flat
2021-02-04,HINDCOPPER.NS,10.0,7-10%,1.15,2.45,7.5,6.85,flat,continuation,continuation
2021-02-04,MSTCLTD.NS,9.67,7-10%,1.04,14.09,33.48,35.05,continuation,continuation,continuation
2021-02-05,SBIN.NS,10.7,10-15%,3.37,1.0,-0.22,0.01,flat,flat,flat
2021-02-05,INDIANB.NS,7.58,7-10%,3.71,0.94,-3.99,-3.52,flat,reversal,reversal
2021-02-05,KARURVYSYA.NS,9.04,7-10%,5.71,9.9,2.64,3.86,continuation,flat,continuation
2021-02-05,MSTCLTD.NS,14.09,10-15%,2.17,19.59,13.43,-1.85,continuation,continuation,flat
2021-02-05,MAHLIFE.NS,12.31,10-15%,4.35,3.49,4.63,8.39,continuation,continuation,continuation
2021-02-08,M&M.NS,7.27,7-10%,2.59,-3.6,-1.53,-1.78,reversal,flat,flat
2021-02-08,KARURVYSYA.NS,9.9,7-10%,5.22,-3.77,-2.83,-7.29,reversal,reversal,reversal
2021-02-08,SUPRAJIT.NS,8.29,7-10%,4.32,-2.5,5.1,2.95,reversal,continuation,flat
2021-02-08,PNCINFRA.NS,9.32,7-10%,2.38,-3.08,6.1,2.26,reversal,continuation,flat
2021-02-08,HINDCOPPER.NS,7.75,7-10%,2.16,-2.61,-3.2,-1.44,reversal,reversal,flat
2021-02-08,MSTCLTD.NS,19.59,15%+,2.28,-2.17,-1.02,-23.3,reversal,flat,reversal
2021-02-08,GUJGASLTD.NS,14.55,10-15%,8.15,6.15,1.97,-0.75,continuation,flat,flat
2021-02-08,RPOWER.NS,7.46,7-10%,2.21,-2.78,-9.72,-9.72,reversal,reversal,reversal
2021-02-09,SUNDARMFIN.NS,13.71,10-15%,5.93,-1.28,-4.38,5.64,flat,reversal,continuation
