date,ticker,day_return,bucket,volume_ratio,fwd_1d,fwd_3d,fwd_5d,label_1d,label_3d,label_5d,clv,imom,gap,atr_ratio,d52w,pre_rng,score_clv,score_imom,score_gap,score_atr,score_d52w,score_prng,intraday_score,structure
2020-11-27,CUMMINSIND.NS,9.81,7-10%,4.39,-1.29,-2.31,-3.08,flat,reversal,reversal,0.83,0.785,-0.12,4.64,7.67,1.75,0,1,1,0,1,0,3,mixed
2020-11-27,BAJAJCON.NS,7.28,7-10%,6.98,1.52,-3.01,-1.22,flat,reversal,flat,0.768,0.689,0.39,3.93,17.97,1.22,0,0,1,0,0,0,1,weak
2020-11-27,EXIDEIND.NS,7.07,7-10%,3.64,-0.54,-0.57,2.19,flat,flat,flat,0.884,0.884,0.2,3.36,9.84,0.76,0,1,1,0,1,0,3,mixed
2020-11-27,VBL.NS,12.07,10-15%,5.07,-4.11,-2.87,-1.29,reversal,reversal,flat,0.637,0.621,0.5,5.92,-0.49,1.14,0,0,1,0,1,0,2,weak
2020-11-27,IGL.NS,10.77,10-15%,7.58,-2.82,-2.48,-3.14,reversal,reversal,reversal,0.593,0.593,4.88,3.5,6.44,0.79,0,0,1,0,1,0,2,weak
2020-11-27,MGL.NS,14.51,10-15%,6.35,-0.43,-2.14,-2.15,flat,reversal,reversal,0.953,0.953,4.62,4.52,11.42,0.6,1,1,1,0,0,0,3,mixed
2020-11-27,DEEPAKNTR.NS,7.42,7-10%,3.36,-0.1,-2.05,-1.58,flat,reversal,flat,0.904,0.904,-0.66,2.92,2.58,0.64,1,1,1,1,1,0,5,strong
2020-12-01,PRESTIGE.NS,8.29,7-10%,2.22,0.28,-0.1,-0.86,flat,flat,flat,0.937,0.79,1.05,2.75,31.45,1.42,1,1,1,1,0,0,4,mixed
2020-12-01,IIFL.NS,12.57,10-15%,2.8,5.81,3.59,3.95,continuation,continuation,continuation,0.728,0.623,2.5,2.48,45.84,5.2,0,0,1,1,0,0,2,weak
2020-12-01,INOXWIND.NS,8.8,7-10%,1.46,-4.82,-6.18,-9.09,reversal,reversal,reversal,0.881,0.713,1.68,1.27,13.18,7.39,0,1,1,1,0,0,3,mixed
2020-12-01,MAHLIFE.NS,11.02,10-15%,6.01,-0.64,2.58,5.32,flat,flat,continuation,0.687,0.66,0.5,4.1,24.41,2.1,0,0,1,0,0,0,1,weak
2020-12-01,JKLAKSHMI.NS,7.11,7-10%,1.93,0.79,2.34,1.23,flat,flat,flat,0.943,0.853,0.8,1.89,7.64,1.67,1,1,1,1,1,0,5,strong
2020-12-02,ADANIENT.NS,7.55,7-10%,2.69,-1.37,0.84,-1.02,flat,flat,flat,0.808,0.78,-0.32,2.79,-7.03,2.13,0,1,1,1,1,0,4,mixed
2020-12-02,PHOENIXLTD.NS,11.42,10-15%,5.39,-1.53,-4.54,-1.12,flat,reversal,flat,0.767,0.767,2.31,3.41,21.56,2.26,0,1,1,0,0,0,2,weak
2020-12-02,AIAENG.NS,12.17,10-15%,4.25,-1.81,-1.97,-3.25,flat,flat,reversal,0.744,0.741,1.23,4.95,-6.87,1.39,0,1,1,0,1,0,3,mixed
2020-12-03,MARUTI.NS,7.39,7-10%,2.84,0.83,0.3,-0.04,flat,flat,flat,0.918,0.917,0.6,3.3,-3.15,1.03,1,1,1,0,1,0,4,mixed
2020-12-03,BANKBARODA.NS,7.76,7-10%,2.16,1.29,11.84,13.81,flat,continuation,continuation,0.908,0.839,1.02,2.16,45.08,3.58,1,1,1,1,0,0,4,mixed
2020-12-03,INDIANB.NS,7.05,7-10%,4.76,0.27,16.87,18.04,flat,continuation,continuation,0.805,0.761,0.73,2.41,44.07,1.69,0,1,1,1,0,0,3,mixed
2020-12-04,MAXHEALTH.NS,8.78,7-10%,2.49,6.67,-0.07,0.97,continuation,flat,flat,0.872,0.872,0.27,2.15,-4.07,1.16,0,1,1,1,1,0,4,mixed
2020-12-04,IRCTC.NS,13.97,10-15%,11.61,7.7,3.0,-9.53,continuation,flat,reversal,0.877,0.877,0.29,7.13,21.09,0.76,0,1,1,0,0,0,2,weak
2020-12-04,JPPOWER.NS,8.16,7-10%,2.68,18.87,16.98,47.17,continuation,continuation,continuation,1.0,0.5,4.08,1.21,19.7,1.69,1,0,1,1,0,0,3,mixed
2020-12-07,IRCTC.NS,7.7,7-10%,6.08,-2.54,-14.12,-12.57,reversal,reversal,reversal,0.792,0.778,0.92,3.4,15.01,6.05,0,1,1,0,0,0,2,weak
2020-12-07,JPPOWER.NS,18.87,15%+,3.89,6.35,3.17,30.16,continuation,continuation,continuation,1.0,0.875,5.66,2.39,4.55,4.8,1,1,0,1,1,0,4,mixed
2020-12-08,PNB.NS,13.57,10-15%,3.63,-2.96,-0.25,0.0,reversal,flat,flat,0.904,0.885,0.7,4.17,39.4,2.19,1,1,1,0,0,0,3,mixed
2020-12-08,BANKBARODA.NS,8.4,7-10%,2.69,0.61,0.38,2.99,flat,flat,flat,0.848,0.808,0.0,2.74,38.29,4.62,0,1,1,1,0,0,3,mixed
2020-12-08,CANBK.NS,16.7,15%+,3.53,-6.46,-8.58,-10.95,reversal,reversal,reversal,0.834,0.799,0.94,5.41,41.16,3.39,0,1,1,0,0,0,2,weak
2020-12-08,UNIONBANK.NS,8.15,7-10%,4.1,0.3,-2.07,-1.03,flat,reversal,flat,0.883,0.767,0.8,3.83,44.19,3.27,0,1,1,0,0,0,2,weak
2020-12-08,INDIANB.NS,14.9,10-15%,5.42,4.99,0.88,8.74,continuation,flat,continuation,0.781,0.724,0.2,5.68,32.81,3.35,0,1,1,0,0,0,2,weak
2020-12-08,IFBIND.NS,9.98,7-10%,3.5,5.38,12.69,22.43,continuation,continuation,continuation,0.902,0.767,1.14,3.1,-9.0,2.14,1,1,1,0,1,0,4,mixed
2020-12-09,KARURVYSYA.NS,9.58,7-10%,4.95,6.61,7.4,6.95,continuation,continuation,continuation,0.886,0.857,2.21,1.98,30.09,3.08,0,1,1,1,0,0,3,mixed
2020-12-09,ELGIEQUIP.NS,9.19,7-10%,4.72,-1.12,9.84,8.79,flat,continuation,continuation,0.649,0.535,0.52,4.41,-5.23,0.7,0,0,1,0,1,0,2,weak
2020-12-09,HINDCOPPER.NS,7.86,7-10%,2.43,-4.18,13.72,24.87,reversal,continuation,continuation,0.722,0.689,0.69,2.65,8.53,1.56,0,0,1,1,1,0,3,mixed
2020-12-09,GODFRYPHLP.NS,7.78,7-10%,7.91,0.2,-0.87,-1.8,flat,flat,flat,0.756,0.723,0.34,3.68,29.73,1.8,0,1,1,0,0,0,2,weak
2020-12-11,INOXWIND.NS,9.14,7-10%,1.63,4.95,17.21,13.96,continuation,continuation,continuation,0.929,0.779,0.49,1.38,12.39,1.06,1,1,1,1,0,0,4,mixed
2020-12-11,JPPOWER.NS,20.0,15%+,4.31,5.13,-14.1,-14.1,continuation,reversal,reversal,1.0,0.909,4.62,2.47,-4.0,7.77,1,1,1,1,1,0,5,strong
2020-12-14,INDIANB.NS,11.58,10-15%,2.39,-3.39,-5.53,-18.3,reversal,reversal,reversal,0.844,0.84,0.0,3.17,20.74,6.2,0,1,1,0,0,0,2,weak
2020-12-14,IFBIND.NS,12.81,10-15%,6.05,-3.69,-6.19,-10.75,reversal,reversal,reversal,0.677,0.589,4.68,3.91,-10.85,7.05,0,0,1,0,1,0,2,weak
2020-12-14,HINDCOPPER.NS,19.75,15%+,5.5,-3.3,19.23,8.39,reversal,continuation,continuation,0.988,0.936,1.58,4.33,-4.02,2.47,1,1,1,0,1,0,4,mixed
2020-12-16,DLF.NS,9.72,7-10%,3.86,-0.47,-8.75,-2.78,flat,reversal,reversal,0.807,0.763,0.51,3.15,10.55,1.18,0,1,1,0,0,0,2,weak
2020-12-16,INOXWIND.NS,9.97,7-10%,1.41,-4.53,-7.61,-9.99,reversal,reversal,reversal,1.0,0.821,1.44,1.38,-2.68,6.33,1,1,1,1,1,0,5,strong
2020-12-16,HINDCOPPER.NS,13.55,10-15%,4.67,8.58,-1.29,5.24,continuation,flat,continuation,0.751,0.746,0.97,3.46,-8.27,7.38,0,1,1,0,1,0,3,mixed
2020-12-17,HINDCOPPER.NS,8.58,7-10%,4.25,0.95,-7.75,-4.51,flat,reversal,reversal,0.589,0.565,0.43,2.94,-4.72,10.48,0,0,1,1,1,0,3,mixed
2020-12-18,KPITTECH.NS,7.36,7-10%,4.98,-10.66,2.21,8.78,reversal,flat,continuation,0.84,0.653,0.76,2.25,7.75,1.69,0,0,1,1,1,0,3,mixed
2020-12-22,COFORGE.NS,7.25,7-10%,1.83,2.69,4.98,5.12,flat,continuation,continuation,0.87,0.582,1.0,3.1,8.91,2.4,0,0,1,0,1,0,2,weak
2020-12-22,KPITTECH.NS,12.77,10-15%,3.37,1.45,7.96,11.28,flat,continuation,continuation,0.838,0.699,1.03,2.9,7.05,3.81,0,0,1,1,1,0,3,mixed
2020-12-22,KOLTEPATIL.NS,8.61,7-10%,1.64,7.12,8.67,8.4,continuation,continuation,continuation,0.893,0.699,0.95,1.84,19.96,3.47,0,0,1,1,0,0,2,weak
2020-12-23,GODREJPROP.NS,7.75,7-10%,1.85,-0.8,2.17,4.15,flat,flat,continuation,0.903,0.903,0.92,1.77,2.11,2.74,1,1,1,1,1,0,5,strong
2020-12-23,HONAUT.NS,7.09,7-10%,2.97,2.66,-0.59,-0.42,flat,flat,flat,0.768,0.56,0.59,3.95,5.5,2.63,0,0,1,0,1,0,2,weak
2020-12-23,MPHASIS.NS,10.77,10-15%,4.59,-1.34,-1.04,-2.27,flat,flat,reversal,0.728,0.714,0.89,5.19,-7.57,2.05,0,1,1,0,1,0,3,mixed
2020-12-23,VEDL.NS,8.16,7-10%,2.17,8.24,6.41,7.28,continuation,continuation,continuation,0.944,0.844,-0.0,2.21,1.99,3.95,1,1,1,1,1,0,5,strong
2020-12-23,TATAELXSI.NS,8.17,7-10%,4.45,-1.48,3.86,2.75,flat,continuation,flat,0.854,0.854,0.56,2.34,-3.54,2.27,0,1,1,1,1,0,4,mixed
2020-12-23,KOLTEPATIL.NS,7.12,7-10%,3.63,0.29,-0.71,2.33,flat,flat,flat,0.78,0.646,0.0,1.97,14.26,3.31,0,0,1,1,0,0,2,weak
2020-12-24,WHIRLPOOL.NS,11.74,10-15%,6.26,2.08,2.33,3.42,flat,flat,continuation,0.835,0.725,1.66,3.93,0.82,1.76,0,1,1,0,1,0,3,mixed
2020-12-24,VEDL.NS,8.24,7-10%,5.89,0.37,-0.49,-1.5,flat,flat,flat,0.497,0.471,3.36,2.39,-6.09,4.29,0,0,1,1,1,0,3,mixed
2020-12-28,KPITTECH.NS,9.19,7-10%,3.12,1.04,9.1,11.76,flat,continuation,continuation,0.77,0.72,0.67,1.96,-0.35,4.68,0,1,1,1,1,0,4,mixed
2020-12-29,IFBIND.NS,7.14,7-10%,2.09,-1.81,0.09,1.52,flat,flat,flat,0.711,0.711,0.28,1.52,1.89,2.98,0,1,1,1,1,0,4,mixed
2020-12-30,SOBHA.NS,7.35,7-10%,2.85,8.41,5.02,7.36,continuation,continuation,continuation,0.843,0.659,-0.31,3.1,13.54,4.33,0,0,1,0,0,0,1,weak
2020-12-31,SOBHA.NS,8.41,7-10%,3.67,-2.03,0.33,6.69,reversal,flat,continuation,0.837,0.785,0.65,2.54,6.28,5.24,0,1,1,1,1,0,4,mixed
2021-01-01,BHEL.NS,7.8,7-10%,2.37,5.04,1.81,1.68,continuation,flat,flat,0.9,0.85,0.7,1.86,18.95,2.02,0,1,1,1,0,0,3,mixed
2021-01-01,MSTCLTD.NS,7.48,7-10%,4.5,-0.51,4.4,2.75,flat,continuation,flat,0.829,0.811,-0.49,2.11,23.61,1.11,0,1,1,1,0,0,3,mixed
2021-01-04,TATASTEEL.NS,7.76,7-10%,2.38,-1.8,4.3,0.38,flat,continuation,flat,0.871,0.823,0.92,2.82,-6.04,0.78,0,1,1,1,1,0,4,mixed
2021-01-04,CHOLAFIN.NS,7.75,7-10%,3.29,-1.35,-2.68,-3.71,flat,reversal,reversal,0.898,0.873,0.89,2.31,-6.58,2.67,0,1,1,1,1,0,4,mixed
2021-01-04,AAVAS.NS,8.51,7-10%,1.46,8.28,1.3,3.95,continuation,flat,continuation,0.729,0.446,1.64,4.41,11.14,0.78,0,0,1,0,0,0,1,weak
2021-01-05,AAVAS.NS,8.28,7-10%,4.31,-5.51,-4.38,-2.78,reversal,reversal,reversal,0.609,0.609,0.27,3.49,3.77,4.01,0,0,1,0,1,0,2,weak
2021-01-06,SUPRAJIT.NS,9.22,7-10%,7.88,-0.6,-0.87,0.73,flat,flat,flat,0.787,0.64,1.68,3.21,-0.56,0.47,0,0,1,0,1,1,3,mixed
2021-01-06,MSTCLTD.NS,7.14,7-10%,3.28,-1.5,-2.64,5.79,flat,reversal,continuation,0.63,0.53,1.14,2.44,20.25,2.95,0,0,1,1,0,0,2,weak
2021-01-07,MAXHEALTH.NS,8.74,7-10%,4.24,-1.22,4.67,3.23,flat,continuation,continuation,0.87,0.801,0.59,2.58,-2.83,0.8,0,1,1,1,1,0,4,mixed
2021-01-07,IDFCFIRSTB.NS,10.63,10-15%,5.23,-3.06,2.95,0.98,reversal,flat,flat,0.654,0.442,5.07,3.32,-0.77,4.09,0,0,0,0,1,0,1,weak
2021-01-07,HINDCOPPER.NS,7.74,7-10%,2.25,1.12,-3.07,-2.02,flat,reversal,reversal,0.748,0.712,1.37,1.28,0.96,0.66,0,1,1,1,1,0,4,mixed
2021-01-07,SOBHA.NS,7.73,7-10%,2.24,6.86,7.99,9.65,continuation,continuation,continuation,0.734,0.171,6.87,1.14,0.01,1.3,0,0,0,1,1,0,2,weak
2021-01-08,ELGIEQUIP.NS,12.65,10-15%,8.35,-0.17,-2.56,-7.53,flat,reversal,reversal,0.813,0.813,0.06,3.58,-6.15,0.34,0,1,1,0,1,1,4,mixed
2021-01-12,DLF.NS,8.34,7-10%,2.79,4.82,4.45,8.02,continuation,continuation,continuation,0.676,0.67,-0.71,3.2,-1.66,1.16,0,0,1,0,1,0,2,weak
2021-01-12,BANKBARODA.NS,10.12,10-15%,2.11,6.36,6.22,7.07,continuation,continuation,continuation,0.89,0.797,-0.54,3.34,28.54,0.96,0,1,1,0,0,0,2,weak
2021-01-12,CANBK.NS,7.95,7-10%,1.35,4.06,-1.33,-0.43,continuation,flat,flat,0.875,0.764,-0.08,2.02,38.63,1.63,0,1,1,1,0,0,3,mixed
2021-01-13,TATAELXSI.NS,13.62,10-15%,6.21,4.99,4.97,17.52,continuation,continuation,continuation,0.814,0.779,3.0,3.72,-10.06,2.36,0,1,1,0,1,0,3,mixed
2021-01-14,HAL.NS,9.51,7-10%,8.78,-4.18,-3.87,-4.03,reversal,reversal,reversal,0.401,0.066,9.05,2.11,27.85,1.11,0,0,0,1,0,0,1,weak
2021-01-14,MSTCLTD.NS,13.19,10-15%,4.31,16.86,11.11,6.16,continuation,continuation,continuation,0.706,0.679,2.85,3.16,4.49,3.32,0,0,1,0,1,0,2,weak
2021-01-15,MSTCLTD.NS,16.86,15%+,4.39,-9.12,-7.56,-11.92,reversal,reversal,reversal,0.852,0.845,-0.48,4.19,-11.6,7.64,0,1,1,0,1,0,3,mixed
2021-01-19,CHOLAFIN.NS,7.01,7-10%,2.55,4.45,-3.61,-6.27,continuation,reversal,reversal,0.751,0.751,0.35,1.99,2.89,2.52,0,1,1,1,1,0,4,mixed
2021-01-19,IDFCFIRSTB.NS,7.5,7-10%,1.33,2.59,-1.3,-4.69,flat,flat,reversal,0.847,0.847,0.96,1.49,-1.21,1.83,0,1,1,1,1,0,4,mixed
2021-01-19,TATAELXSI.NS,7.38,7-10%,1.16,4.26,-4.03,-0.56,continuation,reversal,flat,0.751,0.751,0.81,1.75,-3.83,6.23,0,1,1,1,1,0,4,mixed
2021-01-21,HAVELLS.NS,10.96,10-15%,7.79,-0.82,-1.4,-7.45,flat,flat,reversal,0.842,0.705,4.39,3.84,-8.66,1.62,0,1,1,0,1,0,3,mixed
2021-01-21,APOLLOTYRE.NS,7.63,7-10%,4.41,6.72,-7.11,-9.5,continuation,reversal,reversal,0.712,0.571,3.02,2.25,-6.52,4.07,0,0,1,1,1,0,3,mixed
2021-01-21,CEATLTD.NS,8.98,7-10%,5.21,4.77,4.48,3.02,continuation,continuation,continuation,0.683,0.678,0.83,3.41,-5.53,3.45,0,0,1,0,1,0,2,weak
2021-01-22,BAJAJ-AUTO.NS,10.43,10-15%,8.09,1.94,1.13,0.62,flat,flat,flat,0.896,0.871,1.26,4.77,-7.42,1.38,0,1,1,0,1,0,3,mixed
2021-01-22,ORIENTELEC.NS,7.43,7-10%,2.45,-5.05,-4.46,5.65,reversal,reversal,continuation,0.788,0.72,1.26,1.96,10.29,1.65,0,1,1,1,0,0,3,mixed
2021-01-25,AUROPHARMA.NS,8.1,7-10%,4.04,-3.91,-9.35,-7.71,reversal,reversal,reversal,0.726,0.694,1.21,2.94,-0.18,1.04,0,0,1,1,1,0,3,mixed
2021-01-27,TATAELXSI.NS,7.25,7-10%,1.43,-2.55,10.96,8.19,reversal,continuation,continuation,0.886,0.886,0.86,1.25,6.68,4.03,0,1,1,1,1,0,4,mixed
2021-01-29,IIFL.NS,19.98,15%+,5.26,19.99,44.36,37.19,continuation,continuation,continuation,1.0,0.992,0.74,5.22,29.49,1.98,1,1,1,0,0,0,3,mixed
2021-01-29,KPITTECH.NS,7.41,7-10%,2.99,-3.43,-5.18,-7.11,reversal,reversal,reversal,0.784,0.569,3.05,1.42,3.94,1.65,0,0,1,1,1,0,3,mixed
2021-02-01,ICICIBANK.NS,12.44,10-15%,2.87,2.24,4.06,4.27,flat,continuation,continuation,0.903,0.886,2.79,4.2,-7.63,1.1,1,1,1,0,1,0,4,mixed
2021-02-01,SBIN.NS,10.14,10-15%,2.41,7.21,14.29,27.79,continuation,continuation,continuation,0.897,0.822,1.06,3.07,6.39,0.99,0,1,1,0,1,0,3,mixed
2021-02-01,LT.NS,8.55,7-10%,2.53,4.92,5.59,7.11,continuation,continuation,continuation,0.895,0.826,0.83,3.62,-3.76,0.8,0,1,1,0,1,0,3,mixed
2021-02-01,AXISBANK.NS,7.01,7-10%,1.52,0.68,4.87,3.78,flat,continuation,continuation,0.878,0.708,0.32,2.63,6.75,2.11,0,1,1,1,1,0,4,mixed
2021-02-01,ULTRACEMCO.NS,7.83,7-10%,1.86,6.6,7.64,10.86,continuation,continuation,continuation,0.908,0.675,1.07,3.28,1.5,1.31,1,0,1,0,1,0,3,mixed
2021-02-01,BAJAJFINSV.NS,11.45,10-15%,2.0,-2.53,-0.22,3.08,reversal,flat,continuation,0.902,0.809,0.31,4.1,2.24,1.84,1,1,1,0,1,0,4,mixed
2021-02-01,INDUSINDBK.NS,14.71,10-15%,3.11,0.52,6.34,6.65,flat,continuation,continuation,0.914,0.89,1.52,3.33,27.89,3.65,1,1,1,0,0,0,3,mixed
2021-02-01,AMBUJACEM.NS,7.17,7-10%,1.13,5.92,4.58,5.2,continuation,continuation,continuation,0.94,0.724,1.25,2.44,5.03,2.16,1,1,1,1,1,0,5,strong
2021-02-01,SHREECEM.NS,7.77,7-10%,2.0,7.7,10.38,14.17,continuation,continuation,continuation,0.926,0.73,1.43,2.94,5.53,1.44,1,1,1,1,1,0,5,strong
2021-02-01,RAMCOCEM.NS,7.1,7-10%,1.11,4.88,3.7,11.36,continuation,continuation,continuation,0.967,0.749,0.34,2.87,7.4,1.48,1,1,1,1,1,0,5,strong
2021-02-01,DLF.NS,10.26,10-15%,1.51,4.56,8.2,11.15,continuation,continuation,continuation,0.768,0.667,1.19,2.57,5.96,2.21,0,0,1,1,1,0,3,mixed
2021-02-01,PHOENIXLTD.NS,7.66,7-10%,1.21,5.51,0.27,-0.77,continuation,flat,flat,0.755,0.647,-0.0,2.38,17.57,1.25,0,0,1,1,0,0,2,weak
2021-02-01,CHOLAFIN.NS,11.34,10-15%,1.54,-0.87,4.84,3.98,flat,continuation,continuation,0.873,0.873,1.04,1.97,4.71,2.23,0,1,1,1,1,0,4,mixed
2021-02-01,LICHSGFIN.NS,9.4,7-10%,1.63,1.87,4.47,1.02,flat,continuation,flat,0.715,0.554,1.49,2.8,6.66,2.37,0,0,1,1,1,0,3,mixed
2021-02-01,CUMMINSIND.NS,9.55,7-10%,1.94,4.08,7.47,8.53,continuation,continuation,continuation,0.915,0.787,-0.22,3.51,-5.87,3.15,1,1,1,0,1,0,4,mixed
2021-02-01,RBLBANK.NS,10.78,10-15%,1.46,2.34,8.63,4.45,flat,continuation,continuation,0.754,0.642,1.01,2.58,31.13,3.1,0,0,1,1,0,0,2,weak
2021-02-01,PNB.NS,7.2,7-10%,1.44,1.26,13.29,6.29,flat,continuation,continuation,0.914,0.69,1.2,1.89,42.15,2.08,1,0,1,1,0,0,3,mixed
2021-02-01,BANKBARODA.NS,8.6,7-10%,1.43,1.01,11.03,9.54,flat,continuation,continuation,0.925,0.739,1.32,1.6,21.55,4.42,1,1,1,1,0,0,4,mixed
2021-02-01,CANBK.NS,7.77,7-10%,1.6,3.02,13.99,11.39,continuation,continuation,continuation,0.907,0.717,1.63,1.5,32.89,1.54,1,1,1,1,0,0,4,mixed
2021-02-01,INDIANB.NS,7.07,7-10%,1.27,7.13,25.4,36.17,continuation,continuation,continuation,0.9,0.737,0.4,1.67,11.58,1.19,0,1,1,1,0,0,3,mixed
2021-02-01,DCBBANK.NS,7.58,7-10%,2.36,6.67,7.74,5.51,continuation,continuation,continuation,0.863,0.743,0.8,1.84,41.18,5.47,0,1,1,1,0,0,3,mixed
2021-02-01,IIFL.NS,19.99,15%+,4.19,9.99,13.94,16.24,continuation,continuation,continuation,1.0,0.933,4.87,4.23,15.4,8.81,1,1,1,0,0,0,3,mixed
2021-02-01,TATAELXSI.NS,9.63,7-10%,1.03,-3.0,-4.13,-3.66,reversal,reversal,reversal,0.799,0.732,0.79,2.05,-3.54,2.86,0,1,1,1,1,0,4,mixed
2021-02-01,ASHOKLEY.NS,10.15,10-15%,1.4,8.4,11.35,11.31,continuation,continuation,continuation,0.906,0.679,0.99,2.63,4.09,3.43,1,0,1,1,1,0,4,mixed
2021-02-01,APOLLOTYRE.NS,8.67,7-10%,1.03,6.46,14.11,16.45,continuation,continuation,continuation,0.903,0.655,0.81,2.15,10.85,5.97,1,0,1,1,0,0,3,mixed
2021-02-01,MSTCLTD.NS,9.99,7-10%,0.73,9.98,18.75,62.03,continuation,continuation,continuation,1.0,0.859,0.1,1.34,15.33,4.6,1,1,1,1,0,0,4,mixed
2021-02-01,SUNTECK.NS,7.11,7-10%,0.88,2.22,1.23,6.47,flat,flat,continuation,0.845,0.715,0.51,1.85,15.46,3.45,0,1,1,1,0,0,3,mixed
2021-02-02,SBIN.NS,7.21,7-10%,2.57,0.86,18.01,18.52,flat,continuation,continuation,0.808,0.808,1.38,1.95,-0.36,4.34,0,1,1,1,1,0,4,mixed
2021-02-02,SHREECEM.NS,7.7,7-10%,2.98,-1.66,1.1,6.56,flat,flat,continuation,0.911,0.771,-0.0,3.26,-1.74,2.78,1,1,1,0,1,0,4,mixed
2021-02-02,SIEMENS.NS,7.86,7-10%,2.73,-1.31,1.16,1.84,flat,flat,flat,0.915,0.907,0.82,2.47,-5.72,2.06,1,1,1,1,1,0,5,strong
2021-02-02,INDIANB.NS,7.13,7-10%,2.17,0.49,25.92,24.25,flat,continuation,continuation,0.673,0.545,1.06,2.12,3.56,2.65,0,0,1,1,1,0,3,mixed
2021-02-02,IIFL.NS,9.99,7-10%,0.49,9.39,3.96,16.25,continuation,continuation,continuation,1.0,0.719,7.24,0.98,6.95,16.36,1,1,0,1,1,0,4,mixed
2021-02-02,ASHOKLEY.NS,8.4,7-10%,1.8,1.63,-0.49,1.85,flat,flat,flat,0.838,0.833,1.64,1.6,-3.97,3.38,0,1,1,1,1,0,4,mixed
2021-02-02,TVSMOTOR.NS,7.57,7-10%,2.17,3.86,1.52,5.04,continuation,flat,continuation,0.874,0.874,0.96,2.12,-5.28,3.33,0,1,1,1,1,0,4,mixed
2021-02-02,PNCINFRA.NS,10.27,10-15%,1.8,3.6,12.98,19.71,continuation,continuation,continuation,0.796,0.773,0.64,2.83,-1.38,1.66,0,1,1,1,1,0,4,mixed
2021-02-02,KEC.NS,7.74,7-10%,4.19,2.43,2.94,6.82,flat,flat,continuation,0.92,0.856,1.47,2.28,-2.81,1.11,1,1,1,1,1,0,5,strong
2021-02-02,MSTCLTD.NS,9.98,7-10%,0.26,-1.55,23.19,44.13,flat,continuation,continuation,1.0,0.674,7.34,0.49,6.88,4.24,1,0,0,1,1,0,3,mixed
2021-02-02,NAVINFLUOR.NS,7.02,7-10%,1.96,1.83,0.43,0.53,flat,flat,flat,0.803,0.793,0.4,1.81,11.92,4.21,0,1,1,1,0,0,3,mixed
2021-02-03,INDUSINDBK.NS,7.47,7-10%,2.49,-1.56,-1.28,-2.46,flat,flat,reversal,0.703,0.631,0.45,2.41,22.1,8.48,0,0,1,1,0,0,2,weak
2021-02-03,IIFL.NS,9.39,7-10%,5.1,-5.3,-3.39,16.89,reversal,reversal,continuation,0.969,-0.031,9.98,4.88,-1.79,19.32,1,0,0,0,1,0,2,weak
2021-02-03,IPCALAB.NS,7.86,7-10%,1.86,-1.72,-4.62,-3.13,flat,reversal,reversal,0.891,0.861,0.62,2.57,16.89,1.58,0,1,1,1,0,0,3,mixed
2021-02-03,BAJAJCON.NS,19.98,15%+,10.84,2.66,3.07,3.21,flat,continuation,continuation,1.0,0.995,-0.0,5.2,-9.88,1.31,1,1,1,0,1,0,4,mixed
2021-02-03,CEATLTD.NS,7.54,7-10%,1.05,4.03,0.59,-0.96,continuation,flat,flat,0.785,0.653,0.58,1.99,-2.55,1.78,0,0,1,1,1,0,3,mixed
2021-02-04,THERMAX.NS,18.96,15%+,11.01,-2.23,-4.27,-4.69,reversal,reversal,reversal,0.945,0.945,0.94,6.2,-11.95,2.28,1,1,1,0,1,0,4,mixed
2021-02-04,INDIANB.NS,16.48,15%+,4.48,7.58,6.15,4.17,continuation,continuation,continuation,0.896,0.829,0.05,3.59,-13.2,5.91,0,1,1,0,1,0,3,mixed
2021-02-04,KARURVYSYA.NS,10.69,10-15%,3.65,9.04,15.31,16.44,continuation,continuation,continuation,0.886,0.886,-0.8,3.09,6.71,1.58,0,1,1,0,1,0,3,mixed
2021-02-04,APOLLOTYRE.NS,7.21,7-10%,3.44,-0.92,-0.14,-1.58,flat,flat,flat,0.5,0.278,4.31,1.9,-1.73,5.91,0,0,1,1,1,0,3,mixed
2021-02-04,HINDCOPPER.NS,10.0,7-10%,1.15,2.45,7.5,6.85,flat,continuation,continuation,1.0,0.0,10.0,0.35,0.5,4.95,1,0,0,1,1,0,3,mixed
2021-02-04,MSTCLTD.NS,9.67,7-10%,1.04,14.09,33.48,35.05,continuation,continuation,continuation,0.973,0.902,-0.81,1.44,-0.55,7.47,1,1,1,1,1,0,5,strong
2021-02-05,SBIN.NS,10.7,10-15%,3.37,1.0,-0.22,0.01,flat,flat,flat,0.343,0.263,8.98,1.68,-9.8,7.73,0,0,0,1,1,0,2,weak
2021-02-05,INDIANB.NS,7.58,7-10%,3.71,0.94,-3.99,-3.52,flat,reversal,reversal,0.483,0.453,0.76,2.76,-5.71,10.03,0,0,1,1,1,0,3,mixed
2021-02-05,KARURVYSYA.NS,9.04,7-10%,5.71,9.9,2.64,3.86,continuation,flat,continuation,0.75,0.741,0.82,2.66,-1.73,4.72,0,1,1,1,1,0,4,mixed
2021-02-05,MSTCLTD.NS,14.09,10-15%,2.17,19.59,13.43,-1.85,continuation,continuation,flat,0.819,0.727,1.58,2.3,-13.77,8.95,0,1,1,1,1,0,4,mixed
